Statute,Type of Information Withheld,Case Citation,Number of Times Relied upon per Component,Number of Times Relied upon per Component,Total Number of Times Relied upon by Agency
5 U.S.C. app. Section 107(a) (Ethics in Government Act of 1978),Financial disclosure information pertaining to certain government employees.,"Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Concepcion v. FBI, 606 F. Supp. 2d 14, 33 (D.D.C. 2009).",1,FCC,1
41 U.S.C. Section 253b(m)(1) (National Defense Authorization Act for Fiscal Year 1997),Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts.,"Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 20054).",1,FCC,1
