Statute,Type of Information Withheld,Case Citation,Number of Times Relied upon per Component,Number of Times Relied upon per Component,Total Number of Times Relied upon by Agency
19 U.S.C. § 2155(g),Certain information in connection with trade negotiations,"Intellectual Prop. Watch v. U.S. Trade Representative, 13 Civ. 8955 (ER), 2015 U.S. Dist. LEXIS 130105, at *37 (S.D.N.Y. Jan 31, 2014).",2,USTR,2
50 U.S.C. § 2170(c) (currently at 50 U.S.C. § 4565(c)),Information on documentary material filed with the Committee on Foreign Investment in the United States,N/A,1,USTR,1
