Statute,Type of Information Withheld,Case Citation,Number of Times Relied upon per Component,Number of Times Relied upon per Component,Total Number of Times Relied upon by Agency
41 U.S.C. § 253b(m)(1),Contractor Proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts.,"Margolin v. NASA, No. 09­CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).",8,FSA,11
41 U.S.C. § 253b(m)(1),Contractor Proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts.,"Margolin v. NASA, No. 09­CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).",3,OM-PIRMS,11
5 U.S.C § 574,Communications relating to proceedings,n/a,1,OCR-3 Philadelphia,4
5 U.S.C § 574,Communications relating to proceedings,n/a,2,OCR-5 Chicago,4
5 U.S.C § 574,Communications relating to proceedings,n/a,1,OCR-12 Cleveland,4
44 U.S.C. § 3541,Security controls over information resources supporting Federal operations and systems,n/a,1,FSA,1
