Statute,Type of Information Withheld,Case Citation,Number of Times Relied upon per Component,Number of Times Relied upon per Component,Total Number of Times Relied upon by Agency
5 U.S.C. app. § 107(a) (Ethics in Government Act of 1978),Financial disclosure information pertaining to certain government employees,"Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Concepcion v. FBI, 606 F. Supp. 2d 14, 33 (D.D.C. 2009), renewed motion for summary judgment granted",1,OSC,1
