Component,1-20 Days,21-40 Days,41-60 Days,61-80 Days,81-100 Days,101-120 Days,121-140 Days,141-160 Days,161-180 Days,181-200 Days,201-300 Days,301-400 Days,400+ Days,Total,
BIS,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
Census,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
EDA,0,17,3,1,0,1,0,0,0,0,0,0,0,22,
ESA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ITA,0,2,2,1,0,0,0,0,0,0,0,0,0,5,
MBDA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
NIST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NOAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NTIA,1,1,5,1,0,1,0,0,0,1,1,0,0,11,
NTIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OIG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OS,0,0,0,0,7,6,4,3,1,2,3,4,0,30,
PTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Total,1,21,10,3,7,9,4,3,1,3,4,4,0,70,
