Component,,10th,9th,8th,7th,6th,5th,4th,3rd,2nd,Oldest Request
U.S. CPSC,Date of Receipt,2011-09-11,2011-08-19,2011-07-26,2011-06-08,2010-10-26,2010-02-16,2009-07-22,2009-07-21,2009-06-30,2008-12-02
U.S. CPSC,Number of Days Pending,769,781,799,832,986,1162,1303,1304,1318,1463
