Component,1-20 Days,21-40 Days,41-60 Days,61-80 Days,81-100 Days,101-120 Days,121-140 Days,141-160 Days,161-180 Days,181-200 Days,201-300 Days,301-400 Days,400+ Days,Total,Year
FSIP,9,0,0,0,0,0,0,0,0,0,0,0,0,9,2008
Authority,20,0,2,3,0,2,0,0,0,0,5,2,0,34,2008
IG,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2008
OGC,6,1,0,0,0,0,0,0,0,0,0,0,0,7,2008
ATRO,7,0,0,0,0,0,0,0,0,0,0,0,0,7,2008
BORO,9,0,0,0,0,0,0,0,0,0,0,0,0,9,2008
CHRO,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2008
DARO,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2008
DERO,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2008
SFRO,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2008
WARO,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2008
Total,62,1,2,3,0,2,0,0,0,0,5,2,0,77,2008
FSIP,13,2,0,0,0,0,0,0,0,0,0,0,0,15,2009
Authority,32,4,0,4,0,0,0,0,0,0,2,0,5,47,2009
IG,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2009
OGC,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2009
ATRO,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2009
BORO,7,0,0,0,0,0,0,0,0,0,0,0,0,7,2009
CHRO,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2009
DARO,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2009
DERO,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2009
SFRO,7,0,0,0,0,0,0,0,0,0,0,0,0,7,2009
WARO,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2009
Total,72,6,0,4,0,0,0,0,0,0,2,0,5,89,2009
FSIP,13,0,0,0,0,0,0,0,0,0,0,0,0,13,2010
Authority,24,6,1,1,1,0,0,0,0,0,1,0,0,34,2010
IG,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2010
OGC,7,0,0,0,0,0,0,0,0,0,0,0,0,7,2010
ATRO,7,0,0,0,0,0,0,0,0,0,0,0,0,7,2010
BORO,6,0,0,0,0,0,0,0,0,0,0,0,0,6,2010
CHRO,11,2,0,0,0,0,0,0,0,0,0,0,0,13,2010
DARO,6,1,0,0,0,0,0,0,0,0,0,0,0,7,2010
