Component,1-20 Days,21-40 Days,41-60 Days,61-80 Days,81-100 Days,101-120 Days,121-140 Days,141-160 Days,161-180 Days,181-200 Days,201-300 Days,301-400 Days,400+ Days,Total,Year
DERO,5,0,0,0,0,0,0,0,0,0,0,0,0,5,2010
SFRO,9,0,0,0,0,0,0,0,0,0,0,0,0,9,2010
WARO,6,0,0,0,0,0,0,0,0,0,0,0,0,6,2010
Total,97,9,1,1,1,0,0,0,0,0,1,0,0,110,2010
FSIP,9,0,0,0,0,0,0,0,0,0,0,0,0,9,2011
Authority,39,5,0,0,0,0,0,0,0,0,0,0,0,44,2011
IG,6,0,0,0,0,0,0,0,0,0,0,0,0,6,2011
OGC,8,0,0,1,0,0,0,0,0,0,0,0,0,9,2011
ATRO,9,0,0,0,0,0,0,0,0,0,0,0,0,9,2011
BORO,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2011
CHRO,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2011
DARO,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2011
DERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
SFRO,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2011
WARO,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2011
Total,80,5,0,1,0,0,0,0,0,0,0,0,0,86,2011
FSIP,8,0,0,0,0,0,0,0,0,0,0,0,0,8,2012
Authority,26,3,0,0,0,0,0,0,0,0,0,0,0,29,2012
IG,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2012
OGC,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2012
ATRO,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2012
BORO,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2012
CHRO,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2012
DARO,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2012
DERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
SFRO,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2012
WARO,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2012
Total,58,3,0,0,0,0,0,0,0,0,0,0,0,61,2012
FSIP,10,2,1,0,0,0,0,0,0,0,0,0,0,13,2013
Authority,41,5,1,0,0,0,0,0,0,0,0,0,0,47,2013
IG,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2013
OGC,3,0,1,0,0,0,0,0,0,0,0,0,0,4,2013
ATRO,5,0,0,0,0,0,0,0,0,0,0,0,0,5,2013
BORO,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2013
CHRO,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2013
DARO,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2013
DERO,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2013
SFRO,6,0,0,0,0,0,0,0,0,0,0,0,0,6,2013
WARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
Total,75,9,3,0,0,0,0,0,0,0,0,0,0,87,2013
FSIP,10,0,0,0,0,0,0,0,0,0,0,0,0,10,2014
Authority,69,1,0,0,0,0,0,0,0,0,0,0,0,70,2014
IG,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2014
OGC,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2014
ATRO,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2014
BORO,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2014
CHRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
DARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
DERO,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2014
SFRO,5,0,0,0,0,0,0,0,0,0,0,0,0,5,2014
WARO,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2014
Total,90,5,0,0,0,0,0,0,0,0,0,0,0,95,2014
FSIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
Authority,57,0,0,0,0,0,0,0,0,0,0,0,0,57,2015
IG,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2015
OGC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
ATRO,6,0,0,0,0,0,0,0,0,0,0,0,0,6,2015
BORO,6,0,0,0,0,0,0,0,0,0,0,0,0,6,2015
CHRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
DARO,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2015
DERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
SFRO,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2015
WARO,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2015
Total,80,0,0,0,0,0,0,0,0,0,0,0,0,80,2015
