Component,1-20 Days,21-40 Days,41-60 Days,61-80 Days,81-100 Days,101-120 Days,121-140 Days,141-160 Days,161-180 Days,181-200 Days,201-300 Days,301-400 Days,400+ Days,Total,Year
Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Total,309,262,34,32,9,10,12,8,14,7,24,1,1,723,2010
Total,243,413,74,17,7,4,1,1,4,2,0,0,0,766,2011
Total,470,196,34,16,18,5,4,9,14,11,17,6,3,803,2012
Total,598,96,8,4,1,2,2,2,2,3,1,0,0,719,2013
Total,547,107,15,3,10,3,5,3,34,8,10,1,1,747,2014
Total,379,123,16,2,6,5,2,0,1,2,0,0,0,536,2015
