Component,1-20 Days,21-40 Days,41-60 Days,61-80 Days,81-100 Days,101-120 Days,121-140 Days,141-160 Days,161-180 Days,181-200 Days,201-300 Days,301-400 Days,400+ Days,Total,Year
Total,105,34,6,0,0,0,0,1,1,0,3,1,0,151,2008
Total,147,38,8,3,3,1,0,0,0,0,0,0,0,200,2009
Total,96,31,16,4,3,1,0,0,1,0,1,0,0,153,2010
Total,71,16,8,8,4,2,4,1,0,0,0,0,0,114,2011
Total,60,21,5,8,4,6,5,0,1,3,3,1,0,117,2012
Total,33,21,12,8,5,6,7,9,1,1,3,0,1,107,2013
Total,22,14,4,3,3,1,1,0,0,0,0,0,0,48,2014
Total,2,53,23,9,5,6,4,4,3,0,0,3,1,113,2015
