Component,1-20 Days,21-40 Days,41-60 Days,61-80 Days,81-100 Days,101-120 Days,121-140 Days,141-160 Days,161-180 Days,181-200 Days,201-300 Days,301-400 Days,400+ Days,Total,Year
Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
Total,939,206,209,72,30,18,9,8,4,3,17,10,15,1540,2009
Total,1472,243,44,21,5,10,4,1,1,2,5,0,9,1817,2010
Total,1268,195,44,12,14,4,1,2,0,0,8,3,17,1568,2011
Total,1115,240,38,19,10,2,3,1,5,1,17,1,23,1475,2012
Total,2156,548,93,19,9,3,2,2,1,0,6,3,43,2885,2013
Total,1346,575,153,55,24,4,5,9,3,0,10,8,30,2222,2014
Total,915,432,90,23,10,1,3,2,2,0,2,4,13,1497,2015
