Component,1-20 Days,21-40 Days,41-60 Days,61-80 Days,81-100 Days,101-120 Days,121-140 Days,141-160 Days,161-180 Days,181-200 Days,201-300 Days,301-400 Days,400+ Days,Total,Year
P&P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
SEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
VBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
VHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
Admin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
BVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
C&LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
CFM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
HRM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
IG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
Mgmt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
NCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
OAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
OASHRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
OASP&IA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
ODASB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
ODASIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
ODI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
OF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
OIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
ORM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
OSDBU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
OSP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
P&P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
SEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
VBA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2011
VHA,170,0,0,0,0,0,0,0,0,0,0,0,0,170,2011
Total,171,0,0,0,0,0,0,0,0,0,0,0,0,171,2011
Admin,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2012
BVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
C&LA,0,2,1,0,0,0,0,0,0,0,0,0,0,3,2012
CFM,6,7,1,6,1,8,3,4,3,1,3,0,0,43,2012
GC,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2012
HRM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
IG,173,7,1,0,0,0,0,0,0,0,0,0,0,181,2012
Mgmt,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2012
NCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
OAL,5,1,0,1,0,0,0,0,0,0,0,0,0,7,2012
OASHRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
OASP&IA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
ODASB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
ODASIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
ODI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
OF,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2012
OIT,11,0,0,0,0,0,0,0,0,0,0,0,0,11,2012
ORM,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2012
OSDBU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
OSP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
P&P,0,1,0,0,0,0,1,0,0,0,0,0,0,2,2012
PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
SEC,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2012
VBA,12,15,12,5,0,1,0,0,0,0,0,0,0,45,2012
VHA,9862,1067,234,99,39,30,28,5,5,6,10,1,2,11388,2012
Total,10072,1100,251,113,40,39,32,9,8,7,13,1,2,11687,2012
Admin,3,1,0,0,0,0,0,0,0,0,0,0,0,4,2013
BVA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2013
C&LA,4,1,0,0,0,0,0,0,0,0,0,0,0,5,2013
CFM,4,0,2,0,1,2,1,1,2,0,6,7,0,26,2013
GC,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2013
HRM,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2013
IG,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2013
Mgmt,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2013
NCA,11,7,2,0,0,0,0,0,0,0,0,0,0,20,2013
OAL,11,2,0,0,0,0,0,0,0,1,1,0,0,15,2013
OASHRA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2013
OASP&IA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2013
ODASB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
ODASIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
ODI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
OF,1,1,0,0,0,0,0,0,0,0,1,0,0,3,2013
OIT,23,5,1,1,0,0,0,0,0,0,0,0,0,30,2013
ORM,5,4,0,0,0,0,0,0,0,0,0,0,0,9,2013
OSDBU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
OSP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
P&P,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2013
PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
SEC,3,2,0,0,0,1,0,0,0,0,1,1,1,9,2013
VBA,72,18,16,12,5,4,7,1,6,3,3,0,0,147,2013
VHA,11148,1598,384,143,80,56,35,15,25,21,151,57,2,13715,2013
Total,11290,1639,405,158,86,63,43,17,33,25,165,65,3,13992,2013
Admin,5,0,1,0,0,0,0,0,0,0,0,0,0,6,2014
BVA,6,2,2,0,0,0,0,0,0,0,0,0,0,10,2014
C&LA,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2014
CFM,1,1,0,0,0,0,0,0,1,0,2,2,6,13,2014
GC,6,3,3,2,0,1,0,0,0,0,0,0,0,15,2014
HRM,1,0,0,0,0,1,0,0,0,0,1,1,1,5,2014
IG,2,93,12,1,1,0,0,0,0,0,0,0,0,109,2014
Mgmt,5,1,0,0,0,0,0,0,0,0,1,0,1,8,2014
NCA,5,1,0,0,0,0,0,0,0,0,0,0,0,6,2014
OAL,41,10,5,3,1,0,0,0,0,0,0,0,0,60,2014
OASHRA,0,0,3,0,1,0,0,0,0,0,0,0,0,4,2014
OASP&IA,0,1,0,0,1,0,0,0,0,0,0,1,0,3,2014
ODASB,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2014
ODASIA,0,0,0,0,0,0,0,0,2,1,16,14,2,35,2014
ODI,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2014
OF,2,1,0,0,0,1,0,0,0,0,1,0,0,5,2014
OIT,55,15,8,4,3,2,1,1,0,1,0,0,0,90,2014
ORM,7,0,1,0,0,0,0,0,0,0,0,0,1,9,2014
OSDBU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
OSP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
P&P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
SEC,3,4,4,3,3,3,5,4,1,1,2,0,0,33,2014
VBA,41,19,6,10,8,4,1,1,3,4,31,2,8,138,2014
VHA,13162,1637,550,261,134,70,30,25,23,11,45,15,7,15970,2014
Total,13345,1791,595,284,152,82,37,31,30,18,99,35,28,16527,2014
Admin,6,0,0,0,0,1,0,0,0,0,0,0,1,8,2015
BVA,21,3,1,0,0,0,0,0,0,0,0,0,0,25,2015
C&LA,21,3,1,2,2,0,2,0,0,0,0,0,0,31,2015
CFM,4,0,1,0,0,0,0,0,0,0,0,1,2,8,2015
GC,28,6,4,0,1,0,1,0,0,0,0,0,0,40,2015
HRM,3,2,1,2,1,3,0,0,0,0,1,0,1,14,2015
IG,81,34,2,2,0,0,0,0,0,0,0,0,0,119,2015
Mgmt,9,1,2,2,1,0,0,0,0,0,1,0,0,16,2015
NCA,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2015
OAL,187,13,3,2,0,1,0,2,0,1,0,1,0,210,2015
OASHRA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2015
OASP&IA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2015
ODASB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
ODASIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
ODI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
OIT,78,9,5,3,1,0,1,1,1,0,0,0,0,99,2015
ORM,30,4,0,0,0,0,0,0,0,0,0,0,0,34,2015
OSDBU,10,1,2,0,0,0,0,0,0,0,0,0,0,13,2015
OSP,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2015
P&P,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2015
PA,9,0,0,0,0,0,0,0,0,0,0,0,0,9,2015
SEC,38,24,0,1,0,1,1,0,0,0,0,0,0,65,2015
VBA,251,85,70,67,61,37,40,68,281,194,640,22,14,1830,2015
VHA,19042,2330,533,313,205,147,77,43,48,82,175,7,6,23008,2015
Total,19824,2518,625,394,272,190,122,114,330,277,817,31,24,25538,2015
