Statute,Type of Information Withheld,Case Citation,Number of Times Relied upon per Component,Number of Times Relied upon per Component,Total Number of Times Relied upon by Agency
50 U.S.C. section 404-1(i)(1),Intelligence sources and methods,"CIA v. Sims, 471 U.S. 159, 167 (1985); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Wolf v. CIA, 473 F.3d 370, 378, 380 (D.C. Cir. 2007)",64,ODNI,64
