Statute,Type of Information Withheld,Case Citation,Number of Times Relied upon per Component,Number of Times Relied upon per Component,Total Number of Times Relied upon by Agency
20 U.S.C. § 959(c)(4)(B),Identities of recent panelists; panelists? notes and comments,N/A,2,NEA,2
