Component,1-20 Days,21-40 Days,41-60 Days,61-80 Days,81-100 Days,101-120 Days,121-140 Days,141-160 Days,161-180 Days,181-200 Days,201-300 Days,301-400 Days,400+ Days,Total,
HQ,5880,1106,599,576,515,460,384,360,313,320,1227,1347,2376,15463,
Total,5880,1106,599,576,515,460,384,360,313,320,1227,1347,2376,15463,
