Year,Agency,ex1,ex2,ex3,ex4,ex5,ex6,ex7a,ex7b,ex7c,ex7d,ex7e,ex7f,ex8,ex9
2012,ABMC,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012,NRPC,0,2,0,9,20,35,6,0,15,0,1,0,0,0
2012,AFRH,0,0,1,1,1,2,0,0,0,0,0,0,0,0
2012,BBG,0,0,3,4,4,14,0,0,0,0,1,0,0,0
2012,CIA,2112,0,2208,1,110,216,32,1,7,2,2,0,0,0
2012,CSB,0,1,0,12,6,7,7,0,4,1,4,1,0,0
2012,USCCR,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2012,CPPBSD,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2012,CFTC,0,0,13,35,27,40,13,0,1,0,0,0,0,0
2012,CFPB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,U.S. CPSC,0,0,350,159,325,261,33,0,7,31,1,0,0,0
2012,CNCS,0,0,0,0,2,5,2,0,1,0,0,0,0,0
2012,CIGIE,0,0,0,0,6,10,0,0,1,0,1,0,0,0
2012,CSOSA,0,255,0,0,32,635,0,0,629,94,35,70,0,0
2012,DNFSB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,EPA,0,8,29,190,334,202,126,14,64,11,45,2,0,4
2012,EEOC,0,0,5362,41,12779,2876,1659,1,6314,124,2,0,0,0
2012,CEQ,0,0,0,0,5,12,0,0,1,0,0,0,0,0
2012,OMB,1,12,0,3,44,31,0,0,0,0,0,0,0,0
2012,ONDCP,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012,OSTP,0,1,0,4,15,17,0,0,0,0,0,0,0,0
2012,USTR,0,4,0,1,2,4,0,0,0,0,0,0,0,0
2012,Ex-Im Bank,0,0,0,12,4,7,1,0,3,0,1,0,0,0
2012,FCA,0,0,1,1,2,2,0,0,0,0,0,0,4,0
2012,FCSIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,FCC,2,78,2,23,22,114,11,0,13,4,8,0,0,0
2012,FDIC,3,42,2,128,53,146,3,1,5,1,3,0,56,0
2012,FEC,0,2,5,5,10,17,2,0,4,0,4,0,0,0
2012,FERC,0,1,4,11,10,16,0,0,0,0,1,1,0,0
2012,FFIEC,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012,FHFA,0,4,0,36,34,35,4,0,14,0,1,0,16,0
2012,FLRA,0,0,0,1,4,4,2,0,3,3,0,0,0,0
2012,FMC,0,0,1,4,2,6,0,0,0,0,0,0,0,0
2012,FMCS,0,0,0,2,2,1,0,0,0,0,0,0,0,0
2012,FMSHRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,FOMC,0,0,0,4,5,1,0,0,0,0,1,0,0,0
2012,FRB,0,0,5,69,49,77,4,1,0,1,2,0,64,0
2012,FRTIB,0,0,0,1,0,3,0,0,0,0,0,0,0,0
2012,FTC,0,0,138,57,86,432,31,0,9,5,9,0,0,0
2012,GSA,0,34,113,360,168,210,28,2,69,5,12,22,0,0
2012,IMLS,0,1,0,15,0,6,0,0,0,0,0,0,0,0
2012,IAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,LSC,0,0,0,1,3,3,0,0,5,0,0,0,0,0
2012,MSPB,0,0,0,0,10,36,0,0,0,0,0,0,0,0
2012,MCC,0,0,0,2,1,8,0,0,0,0,0,0,0,0
2012,NASA,1,3,33,115,53,95,8,0,24,2,7,8,0,0
2012,NARA,178,64,155,22,45,180,4,0,83,52,70,5,0,0
2012,NCPC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,NCUA,0,0,2,27,20,33,1,0,1,0,2,0,31,0
2012,NEA,0,0,0,38,16,69,0,0,0,0,0,0,0,0
2012,NEH,0,0,0,9,4,14,0,0,0,0,2,0,0,0
2012,NIGC,0,0,0,4,3,4,0,0,1,0,1,0,0,0
2012,NLRB,0,18,0,12,144,253,182,0,239,164,2,2,0,0
2012,NMB,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2012,NSF,0,0,15,234,22,264,5,0,22,0,0,0,0,0
2012,NTSB,0,13,7,13,60,28,42,0,0,0,0,0,0,0
2012,USNRC,0,2,3,27,22,48,12,0,27,0,3,7,0,0
2012,OSHRC,0,0,0,8,2,19,2,0,2,0,0,0,0,0
2012,OGE,0,2,2,0,5,15,0,0,0,0,0,0,0,0
2012,ONHIR,0,0,3,0,7,0,0,0,0,0,0,0,0,0
2012,OPM,0,8,906,10,7,3936,1,0,3784,176,190,8,0,0
2012,OSC,0,0,0,0,5,6,0,0,15,0,1,0,0,0
2012,ODNI,51,144,52,1,18,106,0,0,67,2,10,0,0,0
2012,OPIC,0,5,2,12,5,7,0,0,0,0,0,0,0,0
2012,PC,0,0,0,1,2,17,1,0,4,0,2,1,0,0
2012,PBGC,0,0,0,16,7,192,1,0,2,0,0,0,0,0
2012,PRC,0,0,0,0,1,3,0,0,0,0,0,0,0,0
2012,PCLOB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,RATB,0,0,0,0,2,1,1,0,0,0,1,0,0,0
2012,US RRB,0,0,15,0,2,0,0,0,2,0,0,0,0,0
2012,SEC,0,0,8,144,120,196,405,0,135,4,27,1,48,0
2012,SSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,SBA,0,0,0,59,19,37,0,0,2,0,0,0,3,0
2012,SSA,0,556,76,28,98,987,12,0,41,6,577,3,0,0
2012,SIGAR,0,1,0,2,5,2,3,0,3,0,0,1,0,0
2012,SIGIR,0,0,0,0,1,0,0,0,2,0,1,0,0,0
2012,STB,0,1,0,1,0,3,0,0,0,0,0,0,0,0
2012,TVA,0,0,6,10,20,66,0,0,4,1,1,1,0,0
2012,USAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,US ADF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,CO,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2012,USIBWC,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2012,USITC,0,0,3,6,3,2,0,0,0,0,0,0,0,0
2012,USPS,0,16,440,82,120,508,26,1,299,88,50,1,0,0
2012,USTDA,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2013,USDA,6,50,455,419,362,1556,144,6,529,30,81,37,0,2
2013,DOC,1,5,77,88,125,182,25,12,66,0,12,0,0,0
2013,DoD,4594,182,6024,1219,2986,12925,869,51,5611,369,1624,776,1,7
2013,ED,0,5,14,215,143,473,158,4,426,6,36,0,0,0
2013,DOE,14,14,50,211,111,268,8,0,22,1,9,12,0,0
2013,HHS,0,7,129,758,366,6999,283,4,1072,81,53,10,0,0
2013,DHS,15,401,4363,340,55238,82292,282,14,102582,100,97464,53,0,0
2013,HUD,0,7,12,129,72,199,31,1,19,4,6,2,2,0
2013,DOI,1,19,58,253,431,1052,150,18,309,13,66,27,0,27
2013,DOJ,357,86,1310,302,1322,5727,696,37,7612,1923,2299,1782,3,2
2013,U.S. DOL,0,162,11,3674,3354,2111,1802,79,5751,2110,1481,1,0,0
2013,State,452,49,10304,94,454,1453,49,7,169,32,516,23,0,0
2013,DOT,6,14,248,234,445,2109,69,1,714,114,18,10,0,0
2013,Treasury,7,13,3061,171,924,845,540,2,1272,72,1389,5,143,0
2013,VA,1,0,2393,337,193,10794,70,30,2903,9,22,9,0,1
2013,ACUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,USAID,0,1,34,51,22,64,4,0,10,4,2,0,0,0
2013,ABMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,NRPC,0,0,3,19,22,41,8,0,19,0,2,1,0,0
2013,AFRH,0,0,0,0,1,8,0,0,0,0,0,0,0,0
2013,BBG,0,1,0,1,3,9,0,0,0,0,1,0,0,0
2013,CIA,2702,7,2890,7,88,204,2,0,12,9,5,2,0,0
2013,CSB,0,0,0,21,18,21,18,0,0,0,0,0,0,0
2013,USCCR,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,CPPBSD,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2013,CFTC,0,0,10,27,21,36,6,0,7,0,3,0,0,0
2013,CFPB,0,6,6,28,35,77,12,0,4,2,4,0,9,0
2013,U.S. CPSC,0,0,277,160,275,222,27,0,6,45,0,0,0,0
2013,CNCS,0,0,0,2,12,16,0,0,0,0,0,0,0,0
2013,CIGIE,0,0,0,0,6,10,0,0,0,0,0,0,0,0
2013,CSOSA,0,54,0,1,40,599,0,0,599,44,36,60,0,0
2013,DNFSB,0,1,0,0,1,3,0,0,1,0,0,0,0,0
2013,EPA,2,10,18,96,225,153,97,3,54,60,19,1,0,1
2013,EEOC,0,0,5723,33,13136,2533,1520,0,6264,120,1,0,0,0
2013,CEQ,0,0,0,0,6,8,0,0,0,0,0,0,0,0
2013,OMB,0,7,0,0,30,16,0,0,0,0,0,0,0,0
2013,ONDCP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,OSTP,0,0,0,1,9,16,0,0,1,0,1,0,0,0
2013,USTR,2,1,0,7,10,11,0,0,0,0,0,0,0,0
2013,Ex-Im Bank,0,0,0,18,14,8,1,0,1,0,1,0,0,0
2013,FCA,0,0,0,0,1,1,0,0,0,0,0,0,3,0
2013,FCSIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,FCC,2,100,0,29,33,141,20,1,19,2,17,0,0,0
2013,FDIC,0,9,3,105,43,141,1,1,3,2,0,0,57,0
2013,FEC,0,2,6,2,10,16,3,0,3,0,0,0,0,0
2013,FERC,0,1,8,19,20,18,5,1,1,0,5,9,0,1
2013,FFIEC,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,FHFA,0,2,0,40,25,25,9,0,11,1,4,0,17,0
2013,FLRA,0,1,0,0,3,1,2,0,1,3,0,0,0,0
2013,FMC,0,0,3,3,5,3,0,0,1,1,0,0,0,0
2013,FMCS,0,0,0,2,2,5,0,0,0,0,0,0,0,0
2013,FMSHRC,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2013,FOMC,0,0,0,2,1,2,0,0,0,0,0,0,0,0
2013,FRB,0,0,3,38,27,29,2,0,4,1,3,0,48,0
2013,FRTIB,0,0,0,2,0,6,0,0,1,0,2,0,0,0
2013,FTC,0,0,176,56,89,504,52,0,25,5,14,0,0,0
2013,GSA,0,2,32,266,117,188,7,2,26,6,4,36,0,0
2013,IMLS,0,0,0,17,2,3,0,0,0,0,0,0,0,0
2013,IAF,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2013,LSC,0,0,1,0,2,6,8,0,3,0,0,0,0,0
2013,MSPB,0,0,0,5,3,40,0,0,0,0,0,0,0,0
2013,MCC,1,0,0,2,2,10,0,0,0,0,0,0,0,0
2013,NASA,0,5,26,120,24,67,12,0,21,4,7,5,0,0
2013,NARA,281,32,237,19,30,265,4,0,118,129,29,2,1,1
2013,NCPC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,NCUA,0,0,0,22,15,44,0,0,5,0,0,0,30,0
2013,NEA,0,0,0,24,5,30,0,0,0,0,0,0,0,0
2013,NEH,0,0,0,7,2,11,0,0,0,0,0,0,0,0
2013,NIGC,0,0,0,9,7,7,0,0,4,1,5,0,0,0
2013,NLRB,0,10,0,8,122,267,207,0,267,154,9,0,0,0
2013,NMB,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2013,NSF,0,0,8,159,16,183,5,0,18,0,1,0,0,0
2013,NTSB,0,0,8,9,80,31,102,0,1,0,0,0,0,0
2013,USNRC,0,3,1,18,24,38,15,0,29,3,3,30,0,0
2013,OSHRC,0,0,0,1,1,12,0,0,0,0,0,0,0,0
2013,OGE,0,0,1,0,2,3,0,0,0,0,0,0,0,0
2013,ONHIR,0,0,0,0,47,35,0,0,0,0,0,0,0,0
2013,OPM,0,17,909,33,21,4000,1,0,3788,176,191,8,0,0
2013,OSC,0,1,0,0,19,22,2,0,32,0,0,0,0,0
2013,ODNI,52,13,177,2,13,53,0,0,18,1,14,0,0,0
2013,OPIC,0,9,0,7,2,5,0,0,0,0,0,0,0,0
2013,PC,0,0,0,0,4,24,0,8,8,0,0,2,0,0
2013,PBGC,0,0,1,11,10,268,1,0,1,0,0,0,0,0
2013,PRC,0,0,0,1,1,1,0,0,0,0,0,0,0,0
2013,PCLOB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,RATB,0,0,0,0,0,2,0,0,2,0,0,0,0,0
2013,US RRB,0,0,27,0,1,1,0,0,0,0,0,0,0,0
2013,SEC,0,2,30,109,147,261,720,2,226,25,38,4,44,0
2013,SSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,SBA,0,2,2,88,27,58,1,0,0,0,0,0,0,0
2013,SSA,0,17,26,62,105,490,45,0,34,11,20,2,0,0
2013,SIGAR,0,1,0,3,1,8,8,0,8,2,4,2,0,0
2013,SIGIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,STB,0,0,1,0,0,3,0,0,0,0,0,0,0,0
2013,TVA,0,2,8,12,22,45,2,0,7,0,2,0,0,0
2013,USAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,US ADF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,CO,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2013,USIBWC,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,USITC,0,0,0,2,3,0,0,0,0,0,0,0,0,0
2013,USPS,0,11,402,86,110,528,34,0,358,84,53,3,0,0
2013,USTDA,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014,USDA,6,33,382,413,441,1604,120,3,678,43,135,64,0,5
2014,DOC,0,9,118,83,98,151,20,0,63,3,20,1,0,0
2014,DoD,2625,165,3384,1018,3331,11179,753,38,5954,382,2079,108,1,4
2014,ED,0,4,23,177,112,464,215,3,390,4,27,1,0,0
2014,DOE,6,16,46,229,155,322,5,0,26,4,6,9,0,0
2014,HHS,0,11,206,821,363,8000,241,1,941,99,94,18,0,0
2014,DHS,59,325,5131,396,46293,89953,341,978,108259,248,108398,125,0,0
2014,HUD,0,34,30,104,93,214,77,0,84,1,31,0,2,0
2014,DOI,1,24,76,203,340,973,126,1,329,14,64,25,0,18
2014,DOJ,487,150,1343,302,1082,6909,862,44,8230,2145,3611,1919,1,0
2014,U.S. DOL,0,93,11,3781,3158,1777,1754,85,5981,2162,1410,5,0,0
2014,State,389,27,9227,72,260,2629,45,10,180,21,254,24,0,0
2014,DOT,0,8,176,214,354,1623,85,2,519,99,8,7,0,0
2014,Treasury,19,19,3103,206,810,888,492,2,1156,52,1256,8,67,0
2014,VA,0,6,2634,250,208,10776,104,29,3380,7,31,12,0,0
2014,ACUS,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,USAID,0,1,6,47,10,78,4,1,13,5,3,2,0,0
2014,ABMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,NRPC,0,1,0,11,17,32,6,0,16,0,3,0,0,0
2014,AFRH,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,BBG,0,0,0,1,8,16,0,0,0,0,2,1,0,0
2014,CIA,1974,2,2224,9,82,176,2,0,9,12,9,3,0,0
2014,CSB,0,0,0,3,1,1,4,0,1,0,1,1,0,0
2014,USCCR,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2014,CPPBSD,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2014,CFTC,0,0,10,33,16,28,7,0,15,0,6,0,0,0
2014,CFPB,0,1,4,34,48,81,28,0,0,10,21,0,22,0
2014,U.S. CPSC,0,0,220,120,235,164,25,3,4,20,0,0,0,0
2014,CNCS,0,0,0,2,5,12,0,0,2,0,0,0,0,0
2014,CIGIE,0,0,0,0,7,9,2,0,3,2,2,0,0,0
2014,CSOSA,0,55,0,1,28,546,0,0,546,31,33,34,0,0
2014,DNFSB,0,0,0,0,4,14,1,0,0,0,1,0,0,0
2014,EPA,1,2,32,94,199,180,66,2,46,26,10,0,0,3
2014,EEOC,0,1,5009,20,11723,2549,1515,0,5633,45,8,0,0,0
2014,CEQ,0,0,0,0,6,6,0,0,0,0,0,0,0,0
2014,OMB,0,3,0,4,31,12,0,0,0,0,0,0,0,0
2014,ONDCP,1,0,0,0,0,13,1,1,1,0,1,0,0,0
2014,OSTP,3,0,1,1,19,23,0,0,0,0,0,0,0,0
2014,USTR,0,1,0,0,3,3,0,0,0,0,0,0,0,0
2014,Ex-Im Bank,0,0,0,15,9,7,3,0,6,0,3,0,0,0
2014,FCA,0,0,0,0,1,3,0,0,1,0,0,0,1,0
2014,FCSIC,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2014,FCC,1,149,2,49,52,229,22,0,24,5,12,0,0,0
2014,FDIC,0,11,1,97,59,147,4,0,9,2,7,0,55,0
2014,FEC,0,0,5,3,12,13,4,0,4,0,3,0,0,0
2014,FERC,0,1,5,19,21,38,2,0,0,0,3,4,0,1
2014,FFIEC,0,0,0,1,1,3,0,0,0,0,0,0,0,0
2014,FHFA,0,4,0,23,27,35,6,0,22,0,11,0,10,0
2014,FLRA,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2014,FMC,0,0,2,6,4,14,1,0,0,0,1,0,0,0
2014,FMCS,0,0,0,4,7,5,0,0,0,0,0,0,0,0
2014,FMSHRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,FOMC,0,0,0,3,4,2,0,0,0,0,0,0,0,0
2014,FRB,0,0,0,31,32,38,1,0,6,1,1,0,30,0
2014,FRTIB,0,0,0,1,4,10,0,0,0,0,0,0,0,0
2014,FTC,0,0,150,35,70,513,25,0,17,9,11,0,0,0
2014,GSA,2,8,10,205,119,281,10,4,17,3,1,68,0,0
2014,IMLS,0,0,0,6,0,1,0,0,0,0,0,0,0,0
2014,IAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,LSC,0,0,2,3,4,8,5,0,7,0,0,0,0,0
2014,MSPB,0,0,1,0,6,30,0,1,1,0,0,0,0,0
2014,MCC,0,0,0,0,3,3,0,0,0,0,0,0,0,0
2014,NASA,2,3,26,133,28,85,10,0,22,6,7,5,0,0
2014,NARA,360,19,254,8,24,254,5,0,111,182,0,1,1,0
2014,NCPC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,NCUA,0,0,0,17,13,30,1,0,1,0,0,0,21,0
2014,NEA,0,0,0,27,4,21,0,0,0,0,0,0,0,0
2014,NEH,0,0,0,6,4,22,0,0,0,0,0,0,0,0
2014,NIGC,0,0,1,18,15,16,1,0,14,0,5,0,0,0
2014,NLRB,0,12,0,13,104,275,193,0,274,139,5,3,0,0
2014,NMB,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2014,NSF,0,0,4,162,9,182,3,0,9,0,0,0,0,0
2014,NTSB,0,0,10,19,205,37,176,0,0,0,0,0,0,0
2014,USNRC,16,17,5,38,57,83,27,0,105,35,44,49,0,0
2014,OSHRC,0,0,0,3,1,9,0,0,0,0,0,0,0,0
2014,OGE,0,0,2,0,5,8,0,0,0,0,0,0,0,0
2014,ONHIR,0,0,0,0,23,14,0,0,0,0,0,0,0,0
2014,OPM,0,6,1051,14,23,2162,1,0,2095,140,277,7,0,0
2014,OSC,0,1,0,0,9,3,0,0,23,0,0,0,0,0
2014,ODNI,67,0,186,6,29,69,3,1,5,4,25,1,0,0
2014,OPIC,0,6,0,12,10,17,0,0,5,0,0,0,0,0
2014,PC,0,0,0,0,10,30,0,0,8,1,5,0,0,0
2014,PBGC,0,0,6,34,22,346,3,0,1,0,0,0,0,0
2014,PRC,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,PCLOB,1,0,1,0,2,2,0,0,1,0,0,0,0,0
2014,RATB,0,0,2,0,3,7,3,0,2,0,3,0,0,0
2014,US RRB,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2014,SEC,0,5,40,155,178,414,869,5,282,32,45,1,54,0
2014,SSS,0,2,0,0,4,0,0,0,0,0,0,0,0,0
2014,SBA,0,0,0,94,6,79,1,0,0,0,0,0,0,0
2014,SSA,0,0,47,22,126,850,3,0,38,11,19,5,0,0
2014,SIGAR,1,0,0,2,0,16,3,0,4,0,0,0,0,0
2014,SIGIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,STB,0,4,0,0,0,4,0,0,0,0,0,0,0,0
2014,TVA,0,2,3,7,17,53,0,0,6,0,0,3,0,0
2014,USAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,US ADF,0,0,0,0,0,9,0,0,0,0,0,0,0,0
2014,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,USIBWC,0,1,0,2,0,2,0,0,0,0,0,0,0,0
2014,USITC,0,0,5,5,5,4,0,0,0,0,0,0,0,0
2014,USPS,0,14,460,84,87,592,30,1,384,86,78,3,0,0
2014,USTDA,0,0,1,1,2,1,0,0,0,0,0,0,0,0
2015,USDA,0,13,498,489,581,1947,118,6,797,62,217,40,1,8
2015,DOC,4,13,122,73,131,266,23,3,98,1,20,1,0,0
2015,DoD,1662,236,2398,1140,3486,11346,739,41,5772,342,2031,268,0,11
2015,ED,3,4,20,235,121,626,223,3,393,2,26,1,0,0
2015,DOE,16,15,69,135,140,390,15,0,66,1,26,19,0,0
2015,HHS,1,10,143,860,704,8619,164,201,1280,225,55,32,0,0
2015,DHS,45,822,12728,473,42931,178929,759,836,193239,465,193826,1725,0,0
2015,HUD,0,11,21,79,82,257,57,1,53,0,11,0,0,0
2015,DOI,0,25,81,301,395,1419,134,0,641,13,64,42,0,7
2015,DOJ,447,250,1576,335,1372,7996,1055,43,9091,2271,3836,2697,10,2
2015,U.S. DOL,0,44,12,3992,3221,2117,2149,105,5949,2481,1541,4,0,0
2015,State,272,12,6430,55,164,1771,26,1,217,19,250,9,0,0
2015,DOT,0,16,230,228,519,1760,87,0,593,141,16,16,0,0
2015,Treasury,19,20,3104,245,804,1011,563,1,1195,38,1353,10,71,0
2015,VA,3,12,3231,317,440,11628,144,20,3793,7,16,10,0,0
2015,ACUS,0,0,0,0,1,2,0,0,0,0,0,0,0,0
2015,USAID,0,2,9,62,25,82,3,0,16,4,5,2,0,0
2015,ABMC,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015,NRPC,0,1,8,11,7,29,8,0,20,0,3,3,0,0
2015,AFRH,0,0,0,2,1,2,0,0,0,0,0,0,0,0
2015,BBG,0,3,0,4,9,23,2,0,0,0,0,2,0,0
2015,CIA,1623,2,1843,2,44,92,5,0,14,15,10,0,0,0
2015,CSB,0,0,2,4,0,3,10,0,0,0,2,1,0,0
2015,USCCR,0,0,0,0,4,1,0,0,0,0,0,0,0,0
2015,CPPBSD,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2015,CFTC,0,0,20,34,15,51,19,0,14,4,0,0,1,0
2015,CFPB,0,4,4,55,61,90,19,0,1,26,42,1,37,0
2015,U.S. CPSC,0,0,263,149,237,190,27,0,6,18,0,0,0,0
2015,CNCS,0,0,1,3,8,12,0,0,0,0,0,0,0,0
2015,CIGIE,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2015,CSOSA,0,49,1,0,20,422,0,0,422,18,17,43,0,0
2015,DNFSB,0,0,0,0,2,6,0,0,0,0,0,0,0,0
2015,EPA,0,5,11,125,196,267,49,1,42,15,10,9,0,18
2015,EEOC,0,0,5053,19,12144,3282,1553,0,5867,21,29,0,0,0
2015,CEQ,0,0,0,0,4,3,0,0,0,0,0,0,0,0
2015,OMB,1,2,0,0,37,15,0,0,0,0,0,0,0,0
2015,ONDCP,0,0,0,0,3,20,1,0,1,0,0,0,0,0
2015,OSTP,0,6,3,0,21,25,0,0,0,0,0,0,0,0
2015,USTR,13,0,3,3,8,13,0,0,0,0,0,0,0,0
2015,Ex-Im Bank,0,2,0,30,21,27,1,0,3,2,3,0,0,0
2015,FCA,0,0,0,0,1,3,0,0,1,0,0,0,1,0
2015,FCSIC,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,FCC,4,19,0,58,73,297,15,0,28,0,12,0,0,0
2015,FDIC,0,1,0,65,30,76,4,2,4,2,3,0,34,0
2015,FEC,0,0,9,4,13,18,4,0,7,0,2,1,0,0
2015,FERC,0,1,14,19,14,56,1,0,0,0,1,2,0,0
2015,FFIEC,0,0,0,2,0,5,0,0,0,0,0,0,0,0
2015,FHFA,0,1,2,22,16,19,11,0,44,0,35,0,4,0
2015,FLRA,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,FMC,0,0,4,0,4,4,0,0,0,0,0,0,0,0
2015,FMCS,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2015,FMSHRC,0,0,0,1,0,5,0,0,0,0,0,0,0,0
2015,FOMC,0,0,0,2,9,4,4,0,0,0,0,0,0,0
2015,FRB,0,0,0,47,26,26,18,0,1,0,0,0,40,0
2015,FRTIB,0,0,0,2,5,2,0,1,0,0,0,0,0,0
2015,FTC,0,3,181,80,104,550,72,0,28,9,21,0,0,0
2015,GSA,0,13,21,122,50,178,9,0,32,6,5,50,0,0
2015,IMLS,0,0,0,1,5,1,1,0,1,0,0,0,0,0
2015,IAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,LSC,0,0,0,0,4,6,3,0,3,0,0,0,0,0
2015,MSPB,0,0,0,0,3,29,0,0,0,0,0,0,0,0
2015,MCC,0,0,0,2,1,6,0,0,0,0,0,0,0,0
2015,NASA,0,4,33,72,35,76,4,0,45,35,9,6,0,0
2015,NARA,368,15,240,5,36,248,4,0,120,207,44,12,1,0
2015,NCPC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,NCUA,0,0,0,10,8,14,0,0,1,0,0,0,14,0
2015,NEA,0,0,1,25,2,26,0,0,0,0,0,0,0,0
2015,NEH,0,0,0,12,4,30,0,0,0,0,0,0,0,0
2015,NIGC,0,0,0,7,1,3,0,0,2,0,1,0,0,0
2015,NLRB,0,9,0,9,110,608,210,0,613,160,6,1,0,0
2015,NMB,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2015,NSF,0,2,2,181,10,213,1,0,11,1,0,0,0,0
2015,NTSB,0,0,6,10,136,55,101,0,0,0,0,0,0,0
2015,USNRC,1,3,3,23,42,62,28,0,68,1,19,42,0,0
2015,OSHRC,0,0,0,2,1,14,0,0,0,0,0,0,0,0
2015,OGE,0,0,13,0,22,17,0,0,0,0,0,0,0,0
2015,ONHIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,OPM,1,8,937,27,18,2174,5,0,2078,171,345,7,0,0
2015,OSC,0,0,1,0,21,13,0,0,32,0,0,0,0,0
2015,ODNI,92,0,158,3,51,34,1,0,1,1,3,0,0,0
2015,OPIC,0,2,1,10,5,13,0,0,2,0,0,0,0,0
2015,PC,0,0,1,0,20,40,4,2,12,1,9,0,0,0
2015,PBGC,0,0,4,27,18,392,0,0,4,0,2,0,0,0
2015,PRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,PCLOB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,RATB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,US RRB,0,0,32,0,0,1,0,0,0,0,0,0,0,0
2015,SEC,0,2,59,164,202,521,759,5,341,53,18,4,36,0
2015,SSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,SBA,0,2,14,84,69,79,0,0,3,1,1,0,0,0
2015,SSA,0,3,12,14,80,805,4,3,38,13,37,9,0,0
2015,SIGAR,0,0,0,1,3,14,6,0,2,0,1,0,0,0
2015,SIGIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,STB,0,0,0,6,5,11,0,0,0,0,0,0,0,0
2015,TVA,0,2,3,8,18,64,0,0,6,0,2,9,0,0
2015,USAB,0,0,0,0,0,1,0,0,0,0,0,0,0,0
