Statute,Type of Information Withheld,Case Citation,Number of Times Relied upon per Component,Number of Times Relied upon per Component,Total Number of Times Relied upon by Agency
"Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319",Certain records pertaining to grand jury proceedings,"Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund for Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).",1,FDIC,1
