Component,,10th,9th,8th,7th,6th,5th,4th,3rd,2nd,Oldest Request
CIA,Date of Receipt,2006-10-30,2006-10-06,2006-08-11,2006-07-13,2006-06-23,2006-02-06,2006-02-06,2005-11-10,2005-09-08,2005-08-31
CIA,Number of Days Pending,2893,2917,2973,3002,3022,3159,3159,3247,3310,3318
