Agency,Component,Year,Oldest Request Pending Days,2nd Request Pending,3th Request Pending,4th Request Pending,5th Request Pending,6th Request Pending,7th Request Pending,8th Request Pending,9th Request Pending,10th Request Pending,
FCSIC,FCSIC,2013,,,,,,,,,,
FFIEC,FFIEC,2013,,,,,,,,,,
LSC,LSC,2013,,,,,,,,,,
PRC,PRC,2013,,,,,,,,,,
USCCR,USCCR,2013,,,,,,,,,,
ONHIR,ONHIR,2013,,,,,,,,,,
SSS,SSS,2013,,,,,,,,,,
NCPC,NCPC,2013,,,,,,,,,,
US ADF,US ADF,2013,,,,,,,,,,
AFRH,AFRH,2013,,,,,,,,,,
RATB,RATB,2013,,,,,,,,,,
IAF,IAF,2013,,,,,,,,,,
NMB,NMB,2013,,,,,,,,,,
CPPBSD,CPPBSD,2013,,,,,,,,,,
ACUS,ACUS,2013,,,,,,,,,,
CSB,CSB,2013,,,,,,,,,,
FMCS,FMCS,2013,2,2,,,,,,,,
STB,STB,2013,3,,,,,,,,,
USITC,USITC,2013,5,,,,,,,,,
IMLS,IMLS,2013,5,4,,,,,,,,
FLRA,FLRA,2013,8,3,1,,,,,,,
FCA,FCA,2013,11,,,,,,,,,
NCUA,NCUA,2013,14,8,,,,,,,,
FDIC,FDIC,2013,17,15,14,14,13,12,10,10,8,7
OSHRC,OSHRC,2013,17,9,1,,,,,,,
MSPB,MSPB,2013,18,12,11,5,4,,,,,
MCC,MCC,2013,19,3,1,0,,,,,,
USIBWC,USIBWC,2013,26,26,,,,,,,,
FMSHRC,FMSHRC,2013,27,20,2,1,1,,,,,
US RRB,US RRB,2013,33,24,6,,,,,,,
NEH,NEH,2013,34,,,,,,,,,
FRTIB,FRTIB,2013,34,29,4,,,,,,,
NLRB,NLRB,2013,37,34,28,27,21,21,20,19,19,19
SBA,SBA,2013,40,18,13,11,10,9,7,6,4,4
DNFSB,DNFSB,2013,40,31,3,,,,,,,
SIGAR,SIGAR,2013,43,,,,,,,,,
OPIC,OPIC,2013,51,45,,,,,,,,
CFPB,CFPB,2013,61,27,25,17,10,5,4,3,3,2
OSTP,OSTP,2013,67,,,,,,,,,
ONDCP,ONDCP,2013,154,149,120,115,89,75,,,,
OGE,OGE,2013,156,29,3,1,1,,,,,
NASA,NASA,2013,161,139,77,69,62,59,45,45,39,39
BBG,BBG,2013,176,171,135,104,104,102,102,88,71,36
PBGC,PBGC,2013,177,145,126,69,36,33,25,21,14,14
EEOC,EEOC,2013,190,159,100,99,86,86,82,82,77,75
ABMC,ABMC,2013,193,,,,,,,,,
FHFA,FHFA,2013,194,182,165,141,129,112,102,84,73,40
OPM,OPM,2013,238,236,231,219,218,214,186,174,174,173
CNCS,CNCS,2013,246,198,77,38,9,3,,,,
SSA,SSA,2013,265,220,196,169,157,151,148,118,109,101
OMB,OMB,2013,270,265,263,258,202,196,187,178,178,175
FRB,FRB,2013,276,233,104,93,84,83,80,64,61,54
NRPC,NRPC,2013,317,317,287,248,148,112,111,102,85,83
FOMC,FOMC,2013,342,342,342,342,107,99,99,42,,
FTC,FTC,2013,344,36,23,13,13,11,9,8,6,6
CFTC,CFTC,2013,348,305,303,303,301,295,289,259,125,97
CO,CO,2013,357,57,19,,,,,,,
CIGIE,CIGIE,2013,381,273,230,222,185,138,22,11,11,4
HUD,HUD,2013,394,377,343,330,327,323,316,313,293,226
CSOSA,CSOSA,2013,396,225,138,97,74,63,63,62,61,61
FERC,FERC,2013,398,156,51,30,24,19,18,18,12,11
GSA,GSA,2013,409,409,389,301,294,272,244,244,244,195
NEA,NEA,2013,466,415,333,301,,,,,,
FCC,FCC,2013,516,500,497,484,474,368,367,358,357,348
NTSB,NTSB,2013,554,550,481,472,472,471,471,468,448,448
FEC,FEC,2013,581,474,238,189,101,46,37,37,37,12
TVA,TVA,2013,628,355,355,355,63,61,58,50,44,33
FMC,FMC,2013,630,563,403,393,384,383,382,361,340,335
USNRC,USNRC,2013,636,636,636,631,630,629,623,620,618,614
OSC,OSC,2013,675,667,616,604,602,600,599,586,586,570
NIGC,NIGC,2013,741,600,569,451,424,404,378,364,279,275
VA,VA,2013,747,710,704,647,641,635,608,592,589,587
U.S. DOL,U.S. DOL,2013,785,783,782,762,748,620,565,512,495,495
Ex-Im Bank,Ex-Im Bank,2013,789,681,434,421,412,392,384,352,333,324
NSF,NSF,2013,807,807,806,802,802,802,802,802,802,802
PC,PC,2013,893,681,662,592,574,302,162,138,125,120
USPS,USPS,2013,907,596,588,584,451,419,370,355,340,318
USAID,USAID,2013,943,943,905,828,809,779,777,748,723,715
SEC,SEC,2013,1033,796,765,656,632,604,544,528,527,527
ED,ED,2013,1073,852,823,734,681,536,480,475,460,454
DOJ,DOJ,2013,1082,1079,1043,1002,996,992,989,981,922,920
USTDA,USTDA,2013,1212,153,,,,,,,,
U.S. CPSC,U.S. CPSC,2013,1212,1067,1053,1052,911,822,735,633,593,581
DOI,DOI,2013,1243,1226,1222,1154,1102,1063,975,891,845,840
USTR,USTR,2013,1288,524,403,376,261,119,89,42,33,9
USDA,USDA,2013,1440,988,985,981,972,970,959,928,908,896
HHS,HHS,2013,1454,1354,1342,1321,1300,1259,1159,1104,1083,1075
DOE,DOE,2013,1549,1547,1491,1490,1489,1489,1436,1436,1400,1350
DOC,DOC,2013,1580,973,841,784,693,663,627,590,582,579
DHS,DHS,2013,1713,1688,1586,1568,1568,1568,1568,1568,1568,1568
DOT,DOT,2013,1733,1512,1123,1113,906,888,828,780,724,664
CEQ,CEQ,2013,1751,1338,1303,1213,1213,1096,862,853,813,296
EPA,EPA,2013,2050,1867,1701,1642,1492,1494,1453,1441,1370,1358
State,State,2013,2074,2066,2064,2044,2029,2020,2009,2005,2003,1994
ODNI,ODNI,2013,2479,2224,1986,1802,1725,1696,1671,1631,1610,1582
Treasury,Treasury,2013,2493,2481,2417,2090,2049,2025,2010,1657,1593,1431
CIA,CIA,2013,3157,3112,2953,2945,2885,2882,2794,2794,2744,2716
DoD,DoD,2013,3921,3809,3310,3153,3141,3136,3122,3122,3113,3113
NARA,NARA,2013,5038,5032,5016,5016,5016,5016,4954,4909,4839,4837
