Agency,Component,Year,Number Granted,Number Denied,Median Number of Days to Adjudicate,Average Number of Days to Adjudicate,
FMC,FMC,2012,0,0,0,0
FFIEC,FFIEC,2012,0,0,,
CNCS,CNCS,2012,0,0,0,0
CIA,CIA,2012,0,9,,
OPM,OPM,2012,0,9,1,1
MSPB,MSPB,2012,0,0,0,0
IMLS,IMLS,2012,0,0,0,0
FERC,FERC,2012,0,2,9,9
MCC,MCC,2012,0,0,0,0
SIGIR,SIGIR,2012,0,0,,
CEQ,CEQ,2012,0,0,,
USCCR,USCCR,2012,0,0,,
PC,PC,2012,0,0,0,0
OSC,OSC,2012,0,0,,
ONHIR,ONHIR,2012,0,0,0,0
SSS,SSS,2012,0,0,0,0
NCPC,NCPC,2012,0,0,,
FLRA,FLRA,2012,0,0,,
USTDA,USTDA,2012,0,0,0,0
OSHRC,OSHRC,2012,0,0,0,0
OGE,OGE,2012,0,1,3,3
US ADF,US ADF,2012,0,0,0,0
ONDCP,ONDCP,2012,0,0,0,0
AFRH,AFRH,2012,0,0,0,0
FMCS,FMCS,2012,0,0,,
IAF,IAF,2012,0,0,0,0
FRB,FRB,2012,0,0,0,0
NMB,NMB,2012,0,1,1,1
CSOSA,CSOSA,2012,0,1,7,7
CIGIE,CIGIE,2012,0,0,0,0
FRTIB,FRTIB,2012,0,0,0,0
CO,CO,2012,0,0,0,0
CFTC,CFTC,2012,0,0,,
ODNI,ODNI,2012,0,0,,
STB,STB,2012,1,0,1,1
SBA,SBA,2012,1,3,18,18
NIGC,NIGC,2012,1,2,14,16.33
LSC,LSC,2012,1,1,14.5,14.5
NTSB,NTSB,2012,1,0,1,1
USPS,USPS,2012,1,2,0,1.67
NSF,NSF,2012,1,1,1,11
OPIC,OPIC,2012,1,2,0,0.33
U.S. CPSC,U.S. CPSC,2012,1,1,8,8
FCC,FCC,2012,2,3,10,12.8
PRC,PRC,2012,2,0,18,18
PBGC,PBGC,2012,2,1,4,20
NEA,NEA,2012,2,4,5,17
NEH,NEH,2012,2,0,2.5,2.5
DNFSB,DNFSB,2012,2,0,18,18
FMSHRC,FMSHRC,2012,3,0,18,19.6
SSA,SSA,2012,3,11,8,8
BBG,BBG,2012,3,0,7,7
ACUS,ACUS,2012,3,0,0,0
NASA,NASA,2012,4,19,0,5.52
ABMC,ABMC,2012,4,0,0,0
TVA,TVA,2012,4,1,9,18
RATB,RATB,2012,4,0,12,12.25
SIGAR,SIGAR,2012,4,0,1.5,2
USITC,USITC,2012,5,2,2,5
USIBWC,USIBWC,2012,5,0,1,1
USAID,USAID,2012,5,0,1,1
CSB,CSB,2012,5,0,8,10
FCSIC,FCSIC,2012,7,0,13,12.125
NCUA,NCUA,2012,7,3,1,2
CPPBSD,CPPBSD,2012,7,0,4,15
US RRB,US RRB,2012,8,0,7,7
NLRB,NLRB,2012,8,12,10,23
Ex-Im Bank,Ex-Im Bank,2012,8,0,0.5,55.5
OMB,OMB,2012,9,1,20,20
FTC,FTC,2012,9,17,5,12.23
NRPC,NRPC,2012,9,1,1,0.1
FHFA,FHFA,2012,10,9,1,3.32
EEOC,EEOC,2012,10,1,1,1
GSA,GSA,2012,12,21,33,39.88
SEC,SEC,2012,12,20,1,4
FOMC,FOMC,2012,13,0,3,5.1
FEC,FEC,2012,15,0,1,1
OSTP,OSTP,2012,17,0,21,30.88
HUD,HUD,2012,20,50,1,1.81
FDIC,FDIC,2012,21,60,1,0.33
USNRC,USNRC,2012,25,9,0,9
USTR,USTR,2012,25,0,2,4
FCA,FCA,2012,35,0,12,11.57
NARA,NARA,2012,35,22,1,8
ED,ED,2012,40,40,6.5,55.28
State,State,2012,58,54,1.43,10.47
DOC,DOC,2012,92,47,4,27
VA,VA,2012,110,100,,13.3
Treasury,Treasury,2012,124,527,6,49.58
DOT,DOT,2012,125,116,1,4.813
DHS,DHS,2012,131,245,1,3.35
DOJ,DOJ,2012,145,343,0,8.37
DOE,DOE,2012,196,79,0,3.32
EPA,EPA,2012,233,268,1,3.4
U.S. DOL,U.S. DOL,2012,290,931,20,142.8
HHS,HHS,2012,332,36,3,4
DOI,DOI,2012,472,35,1,15
DoD,DoD,2012,1137,696,,8
USDA,USDA,2012,1233,78,1,4.93
