Agency,Component,Year,Request Ex. 1,Request Ex. 2,Request Ex. 3,Request Ex. 4,Request Ex. 5,Request Ex. 6,Request Ex. 7A,Request Ex. 7B,Request Ex. 7C,Request Ex. 7D,Request Ex. 7E,Request Ex. 7F,Request Ex. 8,Request Ex. 9,
EPA,EPA,2015,0,5,11,125,196,267,49,1,42,15,10,9,0,18
DOI,DOI,2015,0,25,81,301,395,1419,134,0,641,13,64,42,0,7
US RRB,US RRB,2015,0,0,32,0,0,1,0,0,0,0,0,0,0,0
FMSHRC,FMSHRC,2015,0,0,0,1,0,5,0,0,0,0,0,0,0,0
USIBWC,USIBWC,2015,0,0,0,3,2,9,0,0,0,0,0,0,0,0
FDIC,FDIC,2015,0,1,0,65,30,76,4,2,4,2,3,0,34,0
FCSIC,FCSIC,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FMC,FMC,2015,0,0,4,0,4,4,0,0,0,0,0,0,0,0
FFIEC,FFIEC,2015,0,0,0,2,0,5,0,0,0,0,0,0,0,0
CNCS,CNCS,2015,0,0,1,3,8,12,0,0,0,0,0,0,0,0
STB,STB,2015,0,0,0,6,5,11,0,0,0,0,0,0,0,0
SBA,SBA,2015,0,2,14,84,69,79,0,0,3,1,1,0,0,0
NIGC,NIGC,2015,0,0,0,7,1,3,0,0,2,0,1,0,0,0
USAID,USAID,2015,0,2,9,62,25,82,3,0,16,4,5,2,0,0
MSPB,MSPB,2015,0,0,0,0,3,29,0,0,0,0,0,0,0,0
IMLS,IMLS,2015,0,0,0,1,5,1,1,0,1,0,0,0,0,0
GSA,GSA,2015,0,13,21,122,50,178,9,0,32,6,5,50,0,0
U.S. DOL,U.S. DOL,2015,0,44,12,3992,3221,2117,2149,105,5949,2481,1541,4,0,0
FERC,FERC,2015,0,1,14,19,14,56,1,0,0,0,1,2,0,0
NCUA,NCUA,2015,0,0,0,10,8,14,0,0,1,0,0,0,14,0
NASA,NASA,2015,0,4,33,72,35,76,4,0,45,35,9,6,0,0
FHFA,FHFA,2015,0,1,2,22,16,19,11,0,44,0,35,0,4,0
FEC,FEC,2015,0,0,9,4,13,18,4,0,7,0,2,1,0,0
EEOC,EEOC,2015,0,0,5053,19,12144,3282,1553,0,5867,21,29,0,0,0
MCC,MCC,2015,0,0,0,2,1,6,0,0,0,0,0,0,0,0
LSC,LSC,2015,0,0,0,0,4,6,3,0,3,0,0,0,0,0
PRC,PRC,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEQ,CEQ,2015,0,0,0,0,4,3,0,0,0,0,0,0,0,0
CFPB,CFPB,2015,0,4,4,55,61,90,19,0,1,26,42,1,37,0
HUD,HUD,2015,0,11,21,79,82,257,57,1,53,0,11,0,0,0
USCCR,USCCR,2015,0,0,0,0,4,1,0,0,0,0,0,0,0,0
ABMC,ABMC,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SEC,SEC,2015,0,2,59,164,202,521,759,5,341,53,18,4,36,0
PC,PC,2015,0,0,1,0,20,40,4,2,12,1,9,0,0,0
