Agency,Component,Year,1-20,21-40,41-60,61-80,81-100,101-120,121-140,141-160,161-180,181-200,201-300,301-400,400+,
FDIC,FDIC,2012,46,10,3,0,0,0,0,0,0,0,0,0,0
NTSB,NTSB,2012,54,32,7,11,1,1,4,3,5,1,17,13,6
USPS,USPS,2012,56,52,6,7,2,4,3,1,3,0,5,0,1
NRPC,NRPC,2012,68,25,9,8,4,6,5,6,3,1,9,9,12
USNRC,USNRC,2012,88,33,12,7,9,3,6,2,2,3,7,2,1
SSA,SSA,2012,111,110,64,51,28,15,15,15,0,6,13,0,0
U.S. CPSC,U.S. CPSC,2012,116,88,56,71,63,61,49,28,25,17,50,13,17
DOE,DOE,2012,118,94,65,41,19,21,18,11,12,6,44,14,33
OPM,OPM,2012,136,866,2654,584,76,62,36,9,11,7,14,3,1
ED,ED,2012,147,98,82,58,45,27,30,28,19,16,68,22,24
DOC,DOC,2012,162,158,79,48,28,20,10,15,9,10,36,17,15
FTC,FTC,2012,195,40,13,12,5,4,3,6,0,2,1,0,2
FRB,FRB,2012,198,101,45,48,25,21,10,22,7,18,32,2,2
HUD,HUD,2012,250,146,73,49,31,35,31,15,21,17,44,10,10
NASA,NASA,2012,296,84,47,16,11,6,3,0,0,1,6,1,6
NARA,NARA,2012,388,123,39,31,16,16,9,10,12,14,88,65,824
EPA,EPA,2012,557,2085,495,397,332,135,40,26,14,15,24,6,9
CIA,CIA,2012,675,692,204,107,84,32,27,24,25,26,75,43,97
USDA,USDA,2012,712,370,190,104,41,34,29,25,12,19,55,43,62
DOT,DOT,2012,720,703,639,186,72,48,30,44,28,22,63,35,50
DOI,DOI,2012,2642,730,210,141,98,79,67,41,37,36,93,56,89
DOJ,DOJ,2012,2849,1827,1105,698,510,395,300,267,226,151,583,349,478
HHS,HHS,2012,4022,664,491,429,328,303,300,326,308,278,1932,848,1767
U.S. DOL,U.S. DOL,2012,6733,1649,500,230,133,76,61,38,31,19,92,38,272
Treasury,Treasury,2012,6890,2011,601,207,85,64,38,26,18,18,41,25,44
DoD,DoD,2012,7142,4924,2055,1170,776,623,412,317,275,181,714,425,1368
VA,VA,2012,8722,2068,743,570,211,157,110,55,59,51,235,56,34
DHS,DHS,2012,21683,5307,5563,10914,11264,7760,9669,14595,15245,1890,2486,196,5239
