Agency,Component,Year,Simple-Number Pending,Simple-Median No. of Days,Simple-Average No. of Days,Complex-Number Pending,Complex-Median No. of Days,Complex-Average No. of Days,Expedited Processing-Number Pending,Expedited Processing-Median No. of Days,Expedited Processing-Average No. of Days,
USIBWC,USIBWC,2015,0,,,1,1,1,0,,
FCSIC,FCSIC,2015,0,,,0,,,0,,
FMC,FMC,2015,0,,,12,250.5,340.25,0,,
FFIEC,FFIEC,2015,0,,,0,,,0,,
STB,STB,2015,0,,,0,,,0,,
NCUA,NCUA,2015,0,,,5,21,19.8,0,,
MCC,MCC,2015,0,,,0,,,0,,
PRC,PRC,2015,0,,,0,,,0,,
USCCR,USCCR,2015,0,,,0,,,0,,
ABMC,ABMC,2015,0,,,0,,,0,,
OSTP,OSTP,2015,0,,,10,83,78.8,0,,
USAB,USAB,2015,0,,,0,,,0,,
ONHIR,ONHIR,2015,0,,,0,,,0,,
NEA,NEA,2015,0,,,1,907,907,0,,
SSS,SSS,2015,0,,,0,,,0,,
NCPC,NCPC,2015,0,,,0,,,0,,
USTDA,USTDA,2015,0,,,21,190,226,1,1943,1943
USTR,USTR,2015,0,,,15,104,227,0,,
NSF,NSF,2015,0,0,0,184,400,385,0,0,0
PCLOB,PCLOB,2015,0,,,0,,,0,,
OSHRC,OSHRC,2015,0,,,0,,,0,,
US ADF,US ADF,2015,0,,,0,,,0,,
BBG,BBG,2015,0,,,7,37,101,0,,
AFRH,AFRH,2015,0,,,0,,,0,,
FCA,FCA,2015,0,,,0,,,0,,
IAF,IAF,2015,0,,,0,,,0,,
CPPBSD,CPPBSD,2015,0,,,1,87,87,0,,
ACUS,ACUS,2015,0,,,0,,,0,,
CIGIE,CIGIE,2015,0,,,6,113,103.67,0,,
FOMC,FOMC,2015,0,,,1,600,600,0,,
CSB,CSB,2015,0,,,21,121,136,0,,
FMSHRC,FMSHRC,2015,1,1,1,0,,,0,,
FLRA,FLRA,2015,1,6,6,0,,,0,,
OGE,OGE,2015,1,98,98,0,,,0,,
NMB,NMB,2015,1,6,6,0,,,0,,
SIGAR,SIGAR,2015,1,1,1,2,43,43,0,,
DNFSB,DNFSB,2015,1,7,7,1,46,46,0,,
USITC,USITC,2015,2,4,4,0,,,0,,
FTC,FTC,2015,2,1.5,1.5,24,15.5,36,0,,
FRB,FRB,2015,2,21,21,40,15,39,0,,
IMLS,IMLS,2015,3,3,5,0,,,0,,
ONDCP,ONDCP,2015,3,12,18,0,,,0,,
FMCS,FMCS,2015,4,30,35,0,,,0,,
NEH,NEH,2015,4,3,6.25,0,,,0,,
FRTIB,FRTIB,2015,4,40,23.5,0,,,0,,
FHFA,FHFA,2015,5,6,5.5,17,60,116.53,0,,
OPIC,OPIC,2015,5,191,213.2,0,,,0,,
CO,CO,2015,5,8,12.6,0,,,0,,
CNCS,CNCS,2015,6,4,4,1,23,23,0,,
LSC,LSC,2015,6,20,23.67,0,,,0,,
USAID,USAID,2015,7,159,112.86,299,254,318.55,14,171.5,211.36
NIGC,NIGC,2015,8,32.5,58,11,179,250,0,,
NASA,NASA,2015,8,4.5,6,36,16,22,0,,
TVA,TVA,2015,8,2,6,11,22,31,0,,
FERC,FERC,2015,9,24,45,12,137,219,0,0,0
CEQ,CEQ,2015,9,373,397.44,35,148,232.88,1,101,101
US RRB,US RRB,2015,10,467,399,0,,,0,,
NRPC,NRPC,2015,10,16.5,45,74,94,133,16,96,92
Ex-Im Bank,Ex-Im Bank,2015,11,86,94,25,156,169,0,,
DOI,DOI,2015,12,78,82,859,58,116,6,30,51
CFPB,CFPB,2015,13,9,12,3,46,46,0,,
NTSB,NTSB,2015,16,203,139,663,228,264,0,,
CFTC,CFTC,2015,19,41,64,40,104.5,16.3,0,,
U.S. CPSC,U.S. CPSC,2015,19,12,56,180,85,206,0,,
FEC,FEC,2015,20,321,300,23,93,230,0,,
OSC,OSC,2015,22,143,177,173,356,435,27,162,274
FDIC,FDIC,2015,23,7,10,12,40.5,54,2,38.5,38
USNRC,USNRC,2015,23,0,4,16,24,30,0,,
OPM,OPM,2015,40,42,34,109,75,116,0,,
MSPB,MSPB,2015,45,85,98.21,3,55,146.67,2,100.5,100.5
SBA,SBA,2015,53,19,34.47,0,,,0,,
OMB,OMB,2015,63,95,171,0,,,0,,
CSOSA,CSOSA,2015,65,15,36,0,,,0,,
U.S. DOL,U.S. DOL,2015,69,37.5,186.1,428,54,71.3,1,280,280
GSA,GSA,2015,72,22,29.24,47,27,46.94,1,25,25
ED,ED,2015,76,22,30,293,49,150,0,,
PBGC,PBGC,2015,82,4,7.77,65,5,7.15,0,,
FCC,FCC,2015,105,7,40.98,0,,,2,1.5,1.5
USPS,USPS,2015,115,14,55.53,95,48,198.86,1,1,1
PC,PC,2015,127,113,131,22,154,274,0,,
Treasury,Treasury,2015,143,9,13.9,1318,20,54.6,4,82,242
DOE,DOE,2015,181,546,599.58,247,228,432.3,0,,
HUD,HUD,2015,202,51,79,201,71,107,0,,
DOC,DOC,2015,245,32,115.58,267,176,291.95,4,272.5,378.75
ODNI,ODNI,2015,254,190.5,240.02,44,376.5,374.8,4,116,101.5
CIA,CIA,2015,354,23,150.95,1048,198,328.72,0,,
NLRB,NLRB,2015,477,21,33,0,,,0,,
EPA,EPA,2015,542,9,10.37,1450,149,246.59,43,35,189.91
EEOC,EEOC,2015,696,1,545.97,0,,,0,,
USDA,USDA,2015,1242,79,90,271,87,230,1,197,197
SEC,SEC,2015,1296,12,34,2,962.5,962,0,,
VA,VA,2015,1310,29,57,406,129,209,6,110.5,142
NARA,NARA,2015,1795,275,407.18,2598,637,1146.1,3,43,39.33
DOT,DOT,2015,1825,63,102.45,1326,96,152.218,26,509,445
DoD,DoD,2015,2358,23.63,55.22,7956,158.56,236.75,67,19.69,50.03
SSA,SSA,2015,2720,40,51,70,60,72,0,,
State,State,2015,3054,135.34,265.03,11669,364.7,552.18,147,141.04,169.28
HHS,HHS,2015,3888,41,121.82,3668,145,229.55,61,253,257.79
DOJ,DOJ,2015,5173,25,93.81,7941,173,263.8,173,292,373.76
DHS,DHS,2015,11709,21,45.44,36516,45.21,87.85,48,100,127.26
