Agency,Component,Year,Simple-Median No. of Days,Simple-Average No. of Days,Simple-Lowest No. of Days,Simple-Highest No. of Days,Complex-Median No. of Days,Complex-Average No. of Days,Complex-Lowest No. of Days,Complex-Highest No. of Days,Expedited Processing-Median No. of Days,Expedited Processing-Average No. of Days,Expedited Processing-Lowest No. of Days,Expedited Processing-Highest No. of Days,
DoD,DoD,2014,,13,-1,1338,,97,-1,4060,,35,-1,630
USTDA,USTDA,2014,,,,,32,46,11,342,,,,
BBG,BBG,2014,,,,,50,85,12,354,,,,
DOI,DOI,2014,1,3,-1,36,18,42,-1,1316,40,196,-1,819
FMSHRC,FMSHRC,2014,1,2.9,1,25,6,9.3,1,36,0,0,0,0
USCCR,USCCR,2014,1,2,1,4,4,10,4,20,,,,
ONHIR,ONHIR,2014,1,2.39,1,16,,,,,,,,
USDA,USDA,2014,1,19.2,1,1448,25,87.08,1,1055,28.5,56.06,1,188
ACUS,ACUS,2014,1,1,-1,3,,,,,,,,
CSB,CSB,2014,1,2,1,6,11,16,11,24,1,3,1,9
OPM,OPM,2014,2,7,1,324,30,32,1,507,15,25,2,434
NMB,NMB,2014,2,4.6,-1,37,,,,,,,,
STB,STB,2014,3,6.33,1,19,,,,,,,,
NTSB,NTSB,2014,3,4.8,-1,12,326.5,315.87,-1,1343,271,268.89,263,272
NRPC,NRPC,2014,3,9.96,1,62,39,49.21,1,312,46,46,46,46
VA,VA,2014,4,13.34,-1,822,11,41.62,-1,998,20,39.23,-1,287
NCUA,NCUA,2014,4,7.34,-1,34,27,39.17,4,128,25,25,20,30
NASA,NASA,2014,4,7.94,-1,48,25,33.24,-1,350,,,,
NCPC,NCPC,2014,4,3.75,1,5,9,9,9,9,,,,
FMCS,FMCS,2014,4,8.9,-1,59,37,51.8,2,135,,,,
FTC,FTC,2014,4,5.2,-1,51,20,34.35,1,524,,,,
FDIC,FDIC,2014,5,7.65,-1,40,23,24.33,1,95,12,11.72,1,24
FFIEC,FFIEC,2014,5,7.5,1,27,,,,,,,,
NLRB,NLRB,2014,5,7,-1,118,,,,,4,4,-1,9
FRB,FRB,2014,5,10,1,213,30,48,1,480,523,523,523,523
CPPBSD,CPPBSD,2014,5.5,5.3,1,8,15,15.33,12,19,0,0,0,0
PBGC,PBGC,2014,6,7.52,-1,37,14,17.56,-1,230,,,,
SSS,SSS,2014,6,4.5,1,12,,,,,,,,
Treasury,Treasury,2014,7,15.69,-1,771,18,28.41,-1,2720,21,44.46,1,322
IMLS,IMLS,2014,7,8,1,19,23.5,24.4,22,28,,,,
AFRH,AFRH,2014,7,6,3,19,,,,,,,,
ODNI,ODNI,2014,7,20.54,0,232,216,354.99,0,1949,,,0,0
CNCS,CNCS,2014,7.5,10.4,1,53,32,86.3,4,497,,,,
SBA,SBA,2014,7.5,16,-1,67,,,,,,,,
FLRA,FLRA,2014,7.5,9.81,-1,33,,,,,9,9,7,11
MSPB,MSPB,2014,9,11.4,-1,37,40.5,41.32,17,94,,,,
DHS,DHS,2014,9,22.04,1,550,55,115.77,1,1820,28.77,168.9,8,855
ABMC,ABMC,2014,9,7,2,9,,,,,,,,
DOC,DOC,2014,9,10,1,148,48,101,1,1058,3,37,1,313
OSHRC,OSHRC,2014,10,10.88,-1,28,32,32,29,35,,,,
FCSIC,FCSIC,2014,10.5,10.5,6,15,,,,,7,8.67,6,13
FMC,FMC,2014,11,10.8,2,19,51,67.3,5,421,11.5,14,9,24
U.S. DOL,U.S. DOL,2014,11,21.9,1,686,14,27.9,1,1108,10,30.8,1,550
CFPB,CFPB,2014,11,12.62,-1,46,20,27,5,68,11,11,11,11
OPIC,OPIC,2014,11,18.5,-1,191,,,,,184,184,184,184
U.S. CPSC,U.S. CPSC,2014,11,27,1,255,57,87,1,729,,,,
SSA,SSA,2014,12,19,1,23,57,72,2,194,,,,
USAID,USAID,2014,13,32.56,-1,179,157,261.11,-1,1192,71,73.4,56,103
USNRC,USNRC,2014,13,16,-1,72,65,161,-1,779,758,709,493,784
ED,ED,2014,13,14.09,-1,163,26,50.81,-1,1081,0,0,0,0
HHS,HHS,2014,14,25,,1167,33,95,,1561,59,93,,871
GSA,GSA,2014,14,16.02,-1,39,23,47.44,2,346,,,,
EEOC,EEOC,2014,14,17.85,1,316,,,,,1,1.87,1,5
USPS,USPS,2014,14,22.32,1,312,28,55.75,1,673,17,17,1,33
NSF,NSF,2014,14,29,4,184,37,79,1,1053,28,28,28,28
PCLOB,PCLOB,2014,14,14,14,14,30,30,16,44,,,,
US ADF,US ADF,2014,14,11,2,15,,,,,,,,
FCA,FCA,2014,14,12.82,3,20,,,,,15.5,13.17,5,20
NARA,NARA,2014,14,73.7,-1,3894,637.5,971,-1,5223,6,17.75,6,29
CSOSA,CSOSA,2014,14,16.35,1,202,,,,,,,,
FOMC,FOMC,2014,14,13.3,2,20,61,149,33,552,,,,
NEA,NEA,2014,14.5,14,2,30,33,146,18,511,,,,
EPA,EPA,2014,15,13.67,-1,20,36,75.01,-1,1407,33,339,-1,1790
CIA,CIA,2014,15,64.33,-1,1361,49,119.79,1,2327,1303,1303,1193,1413
PRC,PRC,2014,15,19,2,21,,,,,19,19,19,19
TVA,TVA,2014,15,14,1,30,57,102,32,516,29,28,26,30
DOE,DOE,2014,15,44.52,-1,950,88,223.89,1,1520,27.5,29.5,9,51
FHFA,FHFA,2014,16,25.76,1,215,52,76.33,20,208,,,,
NEH,NEH,2014,16,14.6,-1,30,42,57.1,16,176,,,,
DNFSB,DNFSB,2014,16,22.33,1,75,0,0,0,0,16,13,3,20
USITC,USITC,2014,17,14,2,20,0,0,0,0,0,0,0,0
LSC,LSC,2014,17,15.9,5,34,,,,,12,12,12,12
HUD,HUD,2014,17,22.35,-1,218,62.5,97.98,2,577,9,9,1,17
OSTP,OSTP,2014,17,24.9,-1,85,53.5,53.5,18,162,162,162,162,162
DOT,DOT,2014,17,27.5459,-1,1969,44,76.1206,-1,1380,13,38.3448,-1,563
CO,CO,2014,17,21.7,8,59,,,,,,,,
OGE,OGE,2014,18,16.4,1,41,,,0,0,,,0,0
MCC,MCC,2014,19,22.8,-1,117,,,,,,,,
SEC,SEC,2014,19,30.5,-1,754,768,813.5,498,1220,50,50,50,50
RATB,RATB,2014,19,19.2,14,27,,,,,,,,
DOJ,DOJ,2014,20,35.98,-1,662,107,150.13,-1,1243,54,160.9,-1,830
USIBWC,USIBWC,2014,20,27.2,4,54,,,,,,,,
FCC,FCC,2014,20,24.89,1,278,556,422.87,6,626,20,39.07,2,148
FRTIB,FRTIB,2014,20,31,10,183,,,,,,,,
SIGAR,SIGAR,2014,20,20,1,30,65,38,30,161,,,,
FEC,FEC,2014,20.5,28.9,2,125,29,162.6,23,511,14,14,14,14
US RRB,US RRB,2014,24,77.175,1,121,,,,,,,,
CEQ,CEQ,2014,25,42.4,18,80,81,127.66,54,81,,,,
FERC,FERC,2014,28,26,4,73,30,87,11,652,,,,
CFTC,CFTC,2014,28,37,2,126,73.5,130.89,3,566,,,,
IAF,IAF,2014,29,35,15,61,,,,,,,,
OSC,OSC,2014,35,52.53,1,128,309,359.55,39,885,20,120.67,-1,342
USTR,USTR,2014,40,39,1,82,12,231,36,814,,,,
PC,PC,2014,44,55,3,409,51,123,5,552,,,,
OMB,OMB,2014,48,73,1,514,,,,,,,,
CIGIE,CIGIE,2014,49,55,11,228,148,148,148,148,,,,
ONDCP,ONDCP,2014,53,46,5,152,,,,,,,,
Ex-Im Bank,Ex-Im Bank,2014,60,86.54,2,339,96,185.33,24,661,,,,
NIGC,NIGC,2014,77,167,1,730,351.5,411,56,836,,,,
State,State,2014,90,120,2,1576,367,578.8,11.4,2237,93.3,396.7,45.6,1482
