Agency,Component,Year,Simple-Number Pending,Simple-Median No. of Days,Simple-Average No. of Days,Complex-Number Pending,Complex-Median No. of Days,Complex-Average No. of Days,Expedited Processing-Number Pending,Expedited Processing-Median No. of Days,Expedited Processing-Average No. of Days,
US RRB,US RRB,2012,0,0,0,0,0,0,0,0,0
USIBWC,USIBWC,2012,0,0,0,3,30,36.3,0,0,0
FCSIC,FCSIC,2012,0,0,0,0,0,0,0,0,0
FMC,FMC,2012,0,0,0,15,154,213.2,1,1,1
FFIEC,FFIEC,2012,0,0,0,0,0,0,0,0,0
STB,STB,2012,0,,,0,,,0,,
OPM,OPM,2012,0,,,356,47,52,3,50,51
MSPB,MSPB,2012,0,0,0,0,0,0,0,0,0
MCC,MCC,2012,0,0,0,0,0,0,0,0,0
LSC,LSC,2012,0,,,0,,,0,,
PRC,PRC,2012,0,0,0,0,0,0,0,0,0
SIGIR,SIGIR,2012,0,,,0,,,0,,
CEQ,CEQ,2012,0,,,12,231,237.6,0,,
USCCR,USCCR,2012,0,,,0,,,0,,
ONHIR,ONHIR,2012,0,0,0,0,0,0,0,0,0
SSS,SSS,2012,0,0,0,0,0,0,0,0,0
NCPC,NCPC,2012,0,,,0,,,0,,
USTDA,USTDA,2012,0,0,0,0,0,0,1,605,605
USTR,USTR,2012,0,0,0,20,163,284,0,0,0
OSHRC,OSHRC,2012,0,0,0,0,0,0,0,0,0
OGE,OGE,2012,0,0,0,0,0,0,0,0,0
US ADF,US ADF,2012,0,,,0,,,0,,
BBG,BBG,2012,0,0,0,4,15,11,0,0,0
AFRH,AFRH,2012,0,0,0,0,0,0,0,0,0
FMCS,FMCS,2012,0,,,2,3,3.5,0,,
IAF,IAF,2012,0,0,0,0,0,0,0,0,0
FRB,FRB,2012,0,0,0,49,57,124,4,170,135
NRPC,NRPC,2012,0,0,0,33,66,90,0,0,0
NEH,NEH,2012,0,0,0,0,0,0,0,0,0
CPPBSD,CPPBSD,2012,0,0,0,0,0,0,0,0,0
ACUS,ACUS,2012,0,0,0,0,0,0,0,0,0
FOMC,FOMC,2012,0,0,0,8,91,74.4,0,0,0
DNFSB,DNFSB,2012,0,0,0,0,0,0,0,0,0
DOI,DOI,2012,1,1,1,629,45,127,2,54,54
USITC,USITC,2012,1,8,8,0,0,0,0,0,0
IMLS,IMLS,2012,1,1,1,0,0,0,0,0,0
FHFA,FHFA,2012,1,57,57,10,34.5,39,0,0,0
FEC,FEC,2012,1,6,6,7,42,102.1,0,0,0
ABMC,ABMC,2012,1,309,309,0,,,0,,
FLRA,FLRA,2012,1,3,3,0,0,0,0,0,0
RATB,RATB,2012,1,4,4,0,0,0,0,0,0
FCA,FCA,2012,1,7,7,0,0,0,0,0,0
NMB,NMB,2012,1,87,87,0,,,0,,
CSB,CSB,2012,1,12,12,13,502,564,4,588,652
SIGAR,SIGAR,2012,1,53,53,0,,,0,,
OPIC,OPIC,2012,2,55,55,0,,,0,,
FTC,FTC,2012,2,5,5,5,6,22.8,0,0,0
CIGIE,CIGIE,2012,2,28,28,2,108,108,0,0,0
FMSHRC,FMSHRC,2012,3,2,2.6,0,0,0,0,0,0
NCUA,NCUA,2012,3,13,11.66,4,90.5,106.5,1,123,123
OSTP,OSTP,2012,3,2,5,0,0,0,0,0,0
NTSB,NTSB,2012,3,65,255,184,131,147,1,34,34
ONDCP,ONDCP,2012,3,210,181,0,,,0,,
CO,CO,2012,3,93,108.7,1,715,715,0,0,0
NASA,NASA,2012,4,7,8,60,23,37.43,0,0,0
FRTIB,FRTIB,2012,4,24,28,0,0,0,0,0,0
PC,PC,2012,5,48,49,12,334,324,0,0,0
USNRC,USNRC,2012,5,36,74,91,121,148,12,367,323
FERC,FERC,2012,6,9,21,8,47,79,0,0,0
OSC,OSC,2012,7,40,72,93,188,199,7,197,173
NEA,NEA,2012,7,21,29.5,7,159,135,0,0,0
Ex-Im Bank,Ex-Im Bank,2012,10,65,78.4,34,147.5,193.44,0,0,0
CNCS,CNCS,2012,11,13,62,7,119,114,1,0,192
TVA,TVA,2012,12,9,9,13,104,125,0,0,0
U.S. CPSC,U.S. CPSC,2012,13,25,95,209,82,156,0,0,0
CFTC,CFTC,2012,16,30,36,30,89.5,139,0,,
OMB,OMB,2012,20,16,35,0,0,0,0,0,0
USAID,USAID,2012,22,261.5,266.27,187,214,270.67,2,358,358
NIGC,NIGC,2012,25,127,140.28,4,259,258,0,0,0
CSOSA,CSOSA,2012,31,7,19,0,0,0,0,0,0
FDIC,FDIC,2012,36,6.5,8,0,,,0,,
SBA,SBA,2012,43,11,24.42,0,,,0,,
FCC,FCC,2012,57,59,94,10,248,255,0,0,0
NSF,NSF,2012,71,206,224,0,,,0,0,0
USPS,USPS,2012,101,11,25.02,44,63.5,122,1,2,2
Treasury,Treasury,2012,120,21,31,1006,13,109,6,3,101.33
PBGC,PBGC,2012,121,3,4,0,0,0,0,0,0
NLRB,NLRB,2012,124,8,29,0,0,0,0,0,0
ODNI,ODNI,2012,137,246,368.31,4,115.5,165.75,0,0,0
DOC,DOC,2012,153,21,89,185,101,164,2,53,53
GSA,GSA,2012,181,34,52.48,0,0,0,0,0,0
ED,ED,2012,188,33,37,169,48,56,2,197,197
HUD,HUD,2012,213,11,24.33,134,25,30.58,0,0,0
DOE,DOE,2012,231,264,288.83,317,227,326.25,1,93,93
CIA,CIA,2012,265,42,361,808,217,401,7,857,869
U.S. DOL,U.S. DOL,2012,301,9,66.5,1173,23,74.1,1,48,48
SEC,SEC,2012,348,19,51,8,567,591,9,24,63
VA,VA,2012,431,10,31,1068,25,64,5,31,40
SSA,SSA,2012,631,9,14,48,25,50,0,,
EPA,EPA,2012,841,18,18,1064,79.5,99.61,16,506,471.81
USDA,USDA,2012,847,61,101,348,291,73,1,34,34
DOT,DOT,2012,968,47,97.317,449,52,118.057,15,38,11.478
EEOC,EEOC,2012,1196,19,23.2149,0,0,0,0,0,0
DoD,DoD,2012,1876,,107,6366,,423,81,,37
NARA,NARA,2012,2098,415,685.15,4230,1001.5,1293.2,2,54,54
State,State,2012,2448,39,165,7127,285.7,505.8,20,147.9,428.65
HHS,HHS,2012,2600,15,91,5402,79,136,20,235,114
DOJ,DOJ,2012,3814,24,57.64,3931,91,148.91,85,227,245.04
DHS,DHS,2012,18021,45,72.49,16918,37,69.44,2,501,500.5
