Agency,Component,Year,1-20,21-40,41-60,61-80,81-100,101-120,121-140,141-160,161-180,181-200,201-300,301-400,400+,
GSA,GSA,2013,2,0,0,0,0,0,0,0,0,0,0,0,0
FCC,FCC,2013,2,0,0,0,0,0,0,0,0,0,0,0,0
OSC,OSC,2013,2,0,0,0,0,0,0,0,0,0,2,2,0
NEH,NEH,2013,2,0,0,0,0,0,0,0,0,0,0,0,0
DNFSB,DNFSB,2013,2,0,0,0,0,0,0,0,0,0,0,0,0
FMSHRC,FMSHRC,2013,3,0,0,0,0,0,0,0,0,0,0,0,0
FDIC,FDIC,2013,3,13,0,0,0,0,0,0,0,0,0,0,0
USPS,USPS,2013,3,1,0,0,0,0,0,0,0,0,0,0,0
FMCS,FMCS,2013,3,1,0,0,0,0,0,0,0,0,0,0,0
NLRB,NLRB,2013,4,0,0,0,0,0,0,0,0,0,0,0,0
SEC,SEC,2013,6,6,3,1,1,0,2,0,0,0,0,1,0
DOE,DOE,2013,6,3,1,0,1,0,0,0,0,1,0,0,0
NARA,NARA,2013,7,1,0,0,0,0,0,0,0,0,0,0,0
HHS,HHS,2013,8,7,1,1,2,0,2,1,1,0,1,3,0
HUD,HUD,2013,8,2,2,0,1,0,0,0,0,0,0,0,0
DOC,DOC,2013,9,2,0,0,0,0,0,0,0,0,0,0,0
EEOC,EEOC,2013,11,0,0,0,0,0,0,0,0,0,0,0,0
USDA,USDA,2013,19,2,1,1,0,0,0,0,0,0,0,0,0
DOI,DOI,2013,20,1,6,1,0,1,1,2,0,0,1,1,1
VA,VA,2013,26,3,2,6,3,3,0,1,1,0,0,0,0
DOT,DOT,2013,38,9,1,0,0,1,2,0,0,0,1,1,3
OPM,OPM,2013,44,14,3,1,0,0,1,1,1,0,1,1,0
DHS,DHS,2013,52,16,14,2,3,7,0,1,0,1,1,0,0
Treasury,Treasury,2013,57,25,6,1,2,1,0,0,0,0,0,0,0
DOJ,DOJ,2013,59,15,7,8,7,2,3,1,1,2,14,1,18
U.S. DOL,U.S. DOL,2013,93,10,4,2,2,2,2,2,1,3,7,0,1
DoD,DoD,2013,649,83,11,3,1,2,0,0,0,0,0,0,1
