Agency,Component,Year,Number Granted,Number Denied,Median Number of Days to Adjudicate,Average Number of Days to Adjudicate,
US RRB,US RRB,2014,0,0,,
USITC,USITC,2014,0,1,2,2
FMSHRC,FMSHRC,2014,0,0,,
FCSIC,FCSIC,2014,0,0,,
FMC,FMC,2014,0,0,,
FFIEC,FFIEC,2014,0,0,,
STB,STB,2014,0,2,4,4
NIGC,NIGC,2014,0,0,,
MSPB,MSPB,2014,0,0,,
IMLS,IMLS,2014,0,0,,
FERC,FERC,2014,0,7,19,20
EEOC,EEOC,2014,0,0,,
MCC,MCC,2014,0,0,,
LSC,LSC,2014,0,0,,
ABMC,ABMC,2014,0,0,,
PC,PC,2014,0,0,,
OSTP,OSTP,2014,0,0,,
OSC,OSC,2014,0,0,,
NTSB,NTSB,2014,0,0,,
ONHIR,ONHIR,2014,0,0,,
NEA,NEA,2014,0,0,,
SSS,SSS,2014,0,0,,
SSA,SSA,2014,0,4,9,21
USTDA,USTDA,2014,0,0,,
NSF,NSF,2014,0,0,,
PCLOB,PCLOB,2014,0,0,,
OSHRC,OSHRC,2014,0,0,,
OGE,OGE,2014,0,0,,
US ADF,US ADF,2014,0,0,,
ONDCP,ONDCP,2014,0,0,,
AFRH,AFRH,2014,0,0,,
RATB,RATB,2014,0,1,5,5
FMCS,FMCS,2014,0,0,,
FCA,FCA,2014,0,0,,
IAF,IAF,2014,0,0,,
NMB,NMB,2014,0,0,,
CSOSA,CSOSA,2014,0,0,,
ACUS,ACUS,2014,0,0,,
CIGIE,CIGIE,2014,0,0,,
FRTIB,FRTIB,2014,0,0,,
CO,CO,2014,0,0,,
SIGAR,SIGAR,2014,0,0,,
ODNI,ODNI,2014,0,0,,
CFPB,CFPB,2014,1,3,1,2
PBGC,PBGC,2014,1,8,9,8.22
NLRB,NLRB,2014,1,5,20,16
NCPC,NCPC,2014,1,0,2,2
OPIC,OPIC,2014,1,0,2,2
FRB,FRB,2014,1,2,26,41
CPPBSD,CPPBSD,2014,1,0,1,1
CFTC,CFTC,2014,1,7,3,2.75
U.S. CPSC,U.S. CPSC,2014,1,0,1,1
CNCS,CNCS,2014,2,0,2,2
FCC,FCC,2014,2,10,4,6.7
NASA,NASA,2014,2,10,1,5.58
OPM,OPM,2014,3,1,1,1
NCUA,NCUA,2014,3,0,2,2
USPS,USPS,2014,3,6,1,2.44
OMB,OMB,2014,3,0,20,20
FDIC,FDIC,2014,4,24,1,3.11
GSA,GSA,2014,4,3,7,3.5
FOMC,FOMC,2014,6,0,16,14
SBA,SBA,2014,7,0,11,12
FHFA,FHFA,2014,7,30,0,0.51
DNFSB,DNFSB,2014,7,0,15,24
CIA,CIA,2014,8,10,2.46,11.31
BBG,BBG,2014,8,104,8,10
Ex-Im Bank,Ex-Im Bank,2014,8,0,59,152.25
PRC,PRC,2014,9,0,12,9
HUD,HUD,2014,9,47,7,4.04
FLRA,FLRA,2014,9,3,4.5,9.83
USCCR,USCCR,2014,10,0,4,4
FTC,FTC,2014,12,9,11,14.95
NRPC,NRPC,2014,12,4,1,1
TVA,TVA,2014,13,1,20,20
NEH,NEH,2014,13,0,1,1.8
CEQ,CEQ,2014,15,0,5,13.625
USTR,USTR,2014,15,1,9,8
CSB,CSB,2014,17,0,1,1
USIBWC,USIBWC,2014,19,4,14,24.9
SEC,SEC,2014,20,128,1,2.16
USAID,USAID,2014,27,7,2,3.24
FEC,FEC,2014,28,0,1,1
NARA,NARA,2014,36,31,6,12.16
Treasury,Treasury,2014,64,198,1,3.29
DOT,DOT,2014,94,86,1,4.27559
DOJ,DOJ,2014,107,439,2,14.01
USNRC,USNRC,2014,110,25,1,1
DOC,DOC,2014,113,89,5,17
ED,ED,2014,133,119,6,20.3
DOE,DOE,2014,148,44,0,3.67
EPA,EPA,2014,214,452,6,8.3
DHS,DHS,2014,232,784,3.5,28.55
VA,VA,2014,300,50,1,4.99
U.S. DOL,U.S. DOL,2014,380,698,16,68.5
State,State,2014,406,275,1,7
DOI,DOI,2014,550,30,2,12
HHS,HHS,2014,746,57,14,28
DoD,DoD,2014,954,783,,15
USDA,USDA,2014,1043,64,1,1
