Agency,Component,Year,Oldest Request Pending Days,2nd Request Pending,3th Request Pending,4th Request Pending,5th Request Pending,6th Request Pending,7th Request Pending,8th Request Pending,9th Request Pending,10th Request Pending,
FCSIC,FCSIC,2014,,,,,,,,,,
FFIEC,FFIEC,2014,,,,,,,,,,
STB,STB,2014,,,,,,,,,,
LSC,LSC,2014,,,,,,,,,,
PRC,PRC,2014,,,,,,,,,,
ABMC,ABMC,2014,,,,,,,,,,
ONHIR,ONHIR,2014,,,,,,,,,,
SSS,SSS,2014,,,,,,,,,,
NCPC,NCPC,2014,,,,,,,,,,
PCLOB,PCLOB,2014,,,,,,,,,,
US ADF,US ADF,2014,,,,,,,,,,
AFRH,AFRH,2014,,,,,,,,,,
FCA,FCA,2014,,,,,,,,,,
IAF,IAF,2014,,,,,,,,,,
NMB,NMB,2014,,,,,,,,,,
NEH,NEH,2014,,,,,,,,,,
CPPBSD,CPPBSD,2014,,,,,,,,,,
ACUS,ACUS,2014,,,,,,,,,,
IMLS,IMLS,2014,1,1,,,,,,,,
USITC,USITC,2014,2,,,,,,,,,
NCUA,NCUA,2014,7,,,,,,,,,
RATB,RATB,2014,11,,,,,,,,,
FLRA,FLRA,2014,15,6,,,,,,,,
CFPB,CFPB,2014,16,16,16,15,13,12,8,6,6,5
PBGC,PBGC,2014,19,19,19,18,18,18,17,17,17,17
FMSHRC,FMSHRC,2014,22,,,,,,,,,
FDIC,FDIC,2014,22,12,12,12,11,11,8,7,7,5
SBA,SBA,2014,24,24,10,10,7,7,6,6,5,4
DNFSB,DNFSB,2014,27,,,,,,,,,
OSHRC,OSHRC,2014,30,20,,,,,,,,
USCCR,USCCR,2014,41,,,,,,,,,
FRTIB,FRTIB,2014,44,,,,,,,,,
SIGAR,SIGAR,2014,68,66,,,,,,,,
CSOSA,CSOSA,2014,77,58,52,52,52,52,52,49,41,30
CO,CO,2014,93,91,26,,,,,,,
CSB,CSB,2014,131,52,50,48,47,34,30,24,24,24
MSPB,MSPB,2014,132,90,87,78,70,59,17,15,14,3
OPIC,OPIC,2014,134,25,13,11,10,,,,,
FRB,FRB,2014,147,136,130,74,72,56,39,39,39,36
USIBWC,USIBWC,2014,156,101,45,,,,,,,
NLRB,NLRB,2014,160,148,148,124,75,74,56,41,35,32
FCC,FCC,2014,168,158,153,152,150,147,147,139,106,93
FTC,FTC,2014,174,116,104,100,87,64,26,20,15,12
MCC,MCC,2014,180,180,179,179,179,176,176,176,175,164
CIGIE,CIGIE,2014,197,109,109,55,22,,,,,
SSA,SSA,2014,205,203,199,196,190,189,189,189,183,181
ONDCP,ONDCP,2014,214,107,97,79,56,55,25,,,
OSTP,OSTP,2014,224,39,22,7,7,,,,,
EEOC,EEOC,2014,236,82,78,78,75,75,75,74,74,74
FMCS,FMCS,2014,238,203,57,22,5,4,,,,
CFTC,CFTC,2014,251,239,239,227,223,221,213,209,169,138
US RRB,US RRB,2014,274,265,265,243,243,209,191,146,119,
FERC,FERC,2014,302,278,252,249,232,124,56,28,24,23
CNCS,CNCS,2014,326,206,177,103,75,45,24,14,,
NRPC,NRPC,2014,362,353,250,245,243,243,234,229,218,113
BBG,BBG,2014,371,336,235,165,69,60,40,13,8,6
GSA,GSA,2014,377,355,309,292,282,263,254,250,247,237
NASA,NASA,2014,401,225,224,172,67,61,56,56,49,44
NIGC,NIGC,2014,405,396,196,157,145,137,61,55,10,9
OGE,OGE,2014,407,16,16,,,,,,,
OMB,OMB,2014,412,346,346,343,301,297,291,274,271,237
PC,PC,2014,414,389,376,371,371,347,340,307,287,280
FHFA,FHFA,2014,416,380,120,34,63,35,27,19,19,13
OPM,OPM,2014,438,370,367,294,282,267,259,256,240,235
USNRC,USNRC,2014,495,440,436,321,221,208,116,99,78,67
HUD,HUD,2014,519,431,401,348,332,287,274,268,264,258
FOMC,FOMC,2014,593,593,358,350,350,293,88,23,,
NEA,NEA,2014,710,657,41,8,,,,,,
NTSB,NTSB,2014,715,684,649,639,639,633,630,616,609,604
VA,VA,2014,765,753,722,678,669,667,659,652,641,640
FEC,FEC,2014,832,488,440,297,288,288,288,263,263,276
TVA,TVA,2014,879,87,80,67,51,41,32,28,23,20
FMC,FMC,2014,883,815,595,645,636,636,634,613,593,515
OSC,OSC,2014,918,867,855,853,850,837,837,821,795,784
Ex-Im Bank,Ex-Im Bank,2014,933,686,664,644,636,604,576,557,538,530
USAID,USAID,2014,938,938,906,889,864,854,775,770,769,759
SEC,SEC,2014,1016,907,779,778,758,665,643,593,585,574
DOI,DOI,2014,1021,963,936,913,911,894,894,885,872,868
U.S. DOL,U.S. DOL,2014,1033,1013,1003,999,940,940,939,917,917,907
NSF,NSF,2014,1051,1051,1040,893,893,893,893,893,893,893
ED,ED,2014,1061,1032,985,932,884,728,705,703,688,635
USTDA,USTDA,2014,1084,114,51,32,31,26,14,6,6,2
DOJ,DOJ,2014,1114,1107,1092,1023,999,980,979,979,976,976
USTR,USTR,2014,1138,755,502,483,366,338,285,278,275,266
USPS,USPS,2014,1158,847,839,702,670,606,569,566,559,548
CEQ,CEQ,2014,1170,836,456,455,455,440,429,349,345,343
