Agency,Component,Year,Oldest Request Pending Days,2nd Request Pending,3th Request Pending,4th Request Pending,5th Request Pending,6th Request Pending,7th Request Pending,8th Request Pending,9th Request Pending,10th Request Pending,
USDA,USDA,2014,1179,1142,1122,1100,1077,1041,1000,961,950,946
DOT,DOT,2014,1394,1095,1057,1007,1003,997,988,902,898,875
U.S. CPSC,U.S. CPSC,2014,1463,1318,1304,1303,1162,986,832,799,781,769
HHS,HHS,2014,1473,1303,1278,1262,1253,1252,1206,1190,1176,1161
EPA,EPA,2014,1745,1610,1533,1517,1343,1324,1278,1275,1266,1244
DOC,DOC,2014,1774,1254,947,881,844,836,832,820,820,820
ODNI,ODNI,2014,1778,1622,1288,1249,1154,1151,1094,1004,998,920
DOE,DOE,2014,1800,1798,1742,1741,1740,1740,1687,1687,1651,1452
DHS,DHS,2014,1970,1946,1750,1725,1682,1677,1505,1440,1430,1336
State,State,2014,2244,2240,2235,2234,2214,2211,2196,2194,2189,2184
Treasury,Treasury,2014,2740,2664,1904,1678,1513,1318,1196,1069,1055,1004
CIA,CIA,2014,3318,3310,3247,3159,3159,3022,3002,2973,2917,2893
DoD,DoD,2014,3373,3373,3364,3364,3256,3224,3224,3222,3189,3149
NARA,NARA,2014,5290,5284,5038,5028,5009,4932,4845,4771,4767,4718
