Agency,Component,Year,Simple-Median No. of Days,Simple-Average No. of Days,Simple-Lowest No. of Days,Simple-Highest No. of Days,Complex-Median No. of Days,Complex-Average No. of Days,Complex-Lowest No. of Days,Complex-Highest No. of Days,Expedited Processing-Median No. of Days,Expedited Processing-Average No. of Days,Expedited Processing-Lowest No. of Days,Expedited Processing-Highest No. of Days,
FCSIC,FCSIC,2013,14,13.25,4,20,,,,,,,,
HUD,HUD,2013,14,17.21,1,276,16.5,23.89,1,660,1.5,8.89,0,89
OSC,OSC,2013,14,31.54,-1,301,259,291.62,28,715,266.5,204.33,1,377
USDA,USDA,2013,14,15.52,1,647,19,43.29,0,1162,11,16.08,1,61
DOT,DOT,2013,14,24.88,-1,1491,34,55.825,-1,1074,14.5,55.75,-1,601
DNFSB,DNFSB,2013,14,14.53,6,39,,,,,7,7,6,8
EPA,EPA,2013,15,27.18,-1,2044,34,55.86,-1,1344,30,118.73,4,524
EEOC,EEOC,2013,16,17.52,1,306,,,,,3,7.09,1,19
USTR,USTR,2013,16,19,1,41,39,141,7,789,,,,
AFRH,AFRH,2013,16,14,1,21,,,,,,,,
ODNI,ODNI,2013,16,86.12,-1,1407,64.5,167.91,-1,1145,,,,
USAID,USAID,2013,17,74.83,-1,789,101,205.8,-1,1330,295,288,19,543
FEC,FEC,2013,17,16.3,1,35,20.5,28.1,1,88,0,0,0,0
IAF,IAF,2013,17,16.36,2,35,,,,,,,,
US RRB,US RRB,2013,18,13.63,1,26,,,,,,,,
MCC,MCC,2013,18,17,-1,55,,,,,,,,
SSA,SSA,2013,18,17,1,45,45,64,1,331,,,,
OMB,OMB,2013,18,31,1,233,,,,,,,,
USIBWC,USIBWC,2013,19,14.6,1,27,54,64,42,110,,,,
FCC,FCC,2013,19,33.3,-1,902,346,288.16,19,423,12,12,12,12
FERC,FERC,2013,20,23,2,87,22,45,2,268,,,,
NTSB,NTSB,2013,20,29.77,-1,666,100,184.18,-1,1304,62,62,62,62
SIGAR,SIGAR,2013,20,20,2,53,,,,,,,,
GSA,GSA,2013,21,20.06,-1,40,48,63.45,-1,400,1,1,-1,2
NSF,NSF,2013,21,32,1,209,,,,,,,,
CNCS,CNCS,2013,22,45,-1,280,105.5,174,24,422,281,199,4,380
CIGIE,CIGIE,2013,22,23,6,44,66,73,52,101,0,0,0,0
FRTIB,FRTIB,2013,22,27,11,112,,,,,,,,
PC,PC,2013,26,32,1,105,152,183,85,518,,,,
CEQ,CEQ,2013,35,47,-1,236,112,106,15,170,113,116,33,204
CFTC,CFTC,2013,40,65,1,401,216,239.27,26,838,,,,
ONDCP,ONDCP,2013,42,49,1,148,,,,,,,,
Ex-Im Bank,Ex-Im Bank,2013,59,82.2,1,257,277,318.19,44,786,,,,
NIGC,NIGC,2013,68.5,109,5,478,588,504,336,588,,,,
State,State,2013,90,106,-1,1631,373.5,532.8,-1,2070,202,405,4,1841
