Agency,Component,Year,Request Pending on Start,Request Received in FY,Request Processed in FY,Request Pending for Next,Released in Full ratio,Released in Part ratio,Denied in Full ratio,
FFIEC,FFIEC,2012,0,22,22,0,0.6923,0.2308,0.0769
STB,STB,2012,0,30,30,0,0.8261,0.1739,0.0000
MCC,MCC,2012,0,29,29,0,0.4500,0.5000,0.0500
LSC,LSC,2012,0,39,39,0,0.7241,0.2069,0.0690
PRC,PRC,2012,0,23,23,0,1.0000,0.0000,0.0000
SIGIR,SIGIR,2012,0,9,9,0,0.5000,0.5000,0.0000
ONHIR,ONHIR,2012,0,117,117,0,0.9145,0.0855,0.0000
SSS,SSS,2012,0,20,20,0,1.0000,0.0000,0.0000
NCPC,NCPC,2012,0,13,13,0,1.0000,0.0000,0.0000
OPIC,OPIC,2012,0,43,40,3,0.5556,0.4074,0.0370
US ADF,US ADF,2012,0,4,4,0,1.0000,0.0000,0.0000
ONDCP,ONDCP,2012,0,37,34,3,0.8947,0.0526,0.0526
RATB,RATB,2012,0,17,16,1,0.7143,0.2857,0.0000
FMCS,FMCS,2012,0,71,69,2,0.7632,0.2105,0.0263
ACUS,ACUS,2012,0,15,15,0,0.6000,0.4000,0.0000
FRTIB,FRTIB,2012,0,16,12,4,0.3750,0.6250,0.0000
US RRB,US RRB,2012,1,92,93,0,0.8608,0.0886,0.0506
FCSIC,FCSIC,2012,1,7,8,0,1.0000,0.0000,0.0000
USCCR,USCCR,2012,1,20,21,0,0.4000,0.6000,0.0000
ABMC,ABMC,2012,1,9,9,1,0.5000,0.5000,0.0000
FLRA,FLRA,2012,1,64,64,1,0.7273,0.2727,0.0000
USTDA,USTDA,2012,1,14,14,1,0.7500,0.2500,0.0000
OSHRC,OSHRC,2012,1,84,85,0,0.5789,0.3860,0.0351
IAF,IAF,2012,1,9,10,0,0.6667,0.3333,0.0000
CPPBSD,CPPBSD,2012,1,11,12,0,0.4444,0.5556,0.0000
FOMC,FOMC,2012,1,22,15,8,0.4444,0.5556,0.0000
USIBWC,USIBWC,2012,2,15,14,3,0.9167,0.0833,0.0000
BBG,BBG,2012,2,40,38,4,0.2609,0.6522,0.0870
FCA,FCA,2012,2,34,35,1,0.5909,0.2727,0.1364
SIGAR,SIGAR,2012,2,10,11,1,0.3333,0.2222,0.4444
DNFSB,DNFSB,2012,2,10,12,0,1.0000,0.0000,0.0000
USITC,USITC,2012,3,37,39,1,0.7778,0.1667,0.0556
OGE,OGE,2012,3,48,50,1,0.3235,0.6176,0.0588
NEH,NEH,2012,3,34,37,0,0.4000,0.6000,0.0000
FMSHRC,FMSHRC,2012,4,188,189,3,0.9889,0.0111,0.0000
CNCS,CNCS,2012,4,55,43,16,0.8158,0.1579,0.0263
OSTP,OSTP,2012,4,84,85,3,0.4063,0.5625,0.0313
CIGIE,CIGIE,2012,4,41,41,4,0.3125,0.6875,0.0000
CO,CO,2012,4,37,38,3,0.7647,0.2353,0.0000
FERC,FERC,2012,5,74,65,14,0.3462,0.5385,0.1154
AFRH,AFRH,2012,5,7,12,0,0.5000,0.2500,0.2500
NMB,NMB,2012,5,25,29,1,0.9000,0.1000,0.0000
IMLS,IMLS,2012,7,29,35,1,0.3077,0.6923,0.0000
NEA,NEA,2012,10,130,126,14,0.1905,0.7619,0.0476
MSPB,MSPB,2012,12,225,237,0,0.6257,0.3158,0.0585
USTR,USTR,2012,13,66,59,20,0.7647,0.2353,0.0000
FEC,FEC,2012,14,60,66,8,0.3333,0.5897,0.0769
NIGC,NIGC,2012,15,56,42,29,0.5833,0.3333,0.0833
NCUA,NCUA,2012,15,130,136,9,0.4634,0.3740,0.1626
TVA,TVA,2012,15,188,178,25,0.3669,0.5755,0.0576
FHFA,FHFA,2012,18,174,181,11,0.2396,0.5729,0.1875
SBA,SBA,2012,21,3870,3848,43,0.9484,0.0412,0.0104
CEQ,CEQ,2012,21,50,58,13,0.4545,0.5000,0.0455
PC,PC,2012,23,166,172,17,0.7607,0.2051,0.0342
Ex-Im Bank,Ex-Im Bank,2012,29,62,47,44,0.5588,0.4412,0.0000
FTC,FTC,2012,30,1415,1438,7,0.5593,0.4241,0.0167
FMC,FMC,2012,36,30,50,16,0.5556,0.3889,0.0556
OMB,OMB,2012,36,191,207,20,0.4917,0.4417,0.0667
CFTC,CFTC,2012,41,175,170,46,0.3750,0.5333,0.0917
CSB,CSB,2012,43,29,54,18,0.2414,0.4138,0.3448
FCC,FCC,2012,44,501,478,67,0.4211,0.5376,0.0414
FRB,FRB,2012,45,899,891,53,0.7699,0.1444,0.0857
FDIC,FDIC,2012,48,931,943,36,0.5137,0.3721,0.1142
OSC,OSC,2012,50,135,76,109,0.4167,0.1944,0.3889
NRPC,NRPC,2012,55,197,219,33,0.5179,0.3482,0.1339
NSF,NSF,2012,58,428,415,71,0.1299,0.8399,0.0302
USNRC,USNRC,2012,67,334,293,108,0.4633,0.4915,0.0452
NASA,NASA,2012,73,886,895,64,0.4705,0.4318,0.0978
NTSB,NTSB,2012,80,294,185,189,0.1901,0.2727,0.5372
NLRB,NLRB,2012,95,6305,6276,124,0.8725,0.0811,0.0463
GSA,GSA,2012,109,1690,1773,26,0.6016,0.3606,0.0378
ODNI,ODNI,2012,115,343,317,141,0.0856,0.7393,0.1751
HUD,HUD,2012,128,2694,2544,278,0.6557,0.2799,0.0645
CSOSA,CSOSA,2012,159,675,803,31,0.0892,0.9108,0.0000
USPS,USPS,2012,174,2434,2460,148,0.3242,0.3955,0.2803
DOC,DOC,2012,234,1807,1701,340,0.4662,0.3976,0.1362
USAID,USAID,2012,248,267,295,220,0.2865,0.6595,0.0541
PBGC,PBGC,2012,307,5314,5475,146,0.9512,0.0445,0.0043
U.S. CPSC,U.S. CPSC,2012,353,2357,2452,258,0.8025,0.1790,0.0184
SEC,SEC,2012,392,11292,11302,382,0.7467,0.1037,0.1496
ED,ED,2012,459,2246,2346,359,0.3533,0.5962,0.0505
DOE,DOE,2012,553,2257,2258,552,0.5943,0.3765,0.0291
SSA,SSA,2012,845,31329,31584,590,0.9319,0.0474,0.0207
CIA,CIA,2012,985,3745,3586,1144,0.1318,0.2817,0.5864
DOI,DOI,2012,1010,6168,6285,893,0.6389,0.3225,0.0386
Treasury,Treasury,2012,1184,16610,16705,1089,0.5861,0.3459,0.0680
USDA,USDA,2012,1350,22175,21686,1839,0.8720,0.1066,0.0214
OPM,OPM,2012,1447,9519,10610,356,0.5804,0.4182,0.0014
EEOC,EEOC,2012,1475,18726,18728,1473,0.0444,0.8091,0.1464
DOT,DOT,2012,1521,10946,10988,1479,0.6510,0.3372,0.0119
EPA,EPA,2012,1523,9689,9259,1953,0.8700,0.1123,0.0177
VA,VA,2012,1803,24423,24785,1441,0.4593,0.3364,0.2042
U.S. DOL,U.S. DOL,2012,2139,18560,19224,1475,0.2433,0.6292,0.1275
DOJ,DOJ,2012,7075,69456,68531,8000,0.7484,0.1948,0.0568
NARA,NARA,2012,8011,13345,13746,7610,0.7568,0.2245,0.0187
State,State,2012,8611,18521,15343,11789,0.2504,0.3054,0.4442
HHS,HHS,2012,8790,68467,69256,8001,0.8470,0.0381,0.1149
DoD,DoD,2012,10025,66078,66651,9452,0.5816,0.3470,0.0713
DHS,DHS,2012,51143,190589,205895,35837,0.1534,0.8388,0.0078
