Agency,Component,Year,Simple-Median No. of Days,Simple-Average No. of Days,Simple-Lowest No. of Days,Simple-Highest No. of Days,Complex-Median No. of Days,Complex-Average No. of Days,Complex-Lowest No. of Days,Complex-Highest No. of Days,Expedited Processing-Median No. of Days,Expedited Processing-Average No. of Days,Expedited Processing-Lowest No. of Days,Expedited Processing-Highest No. of Days,
FMCS,FMCS,2012,6,7.5,1,26,8,8.9,2,20,2,2.1,1,5
NARA,NARA,2012,6,57.5,0,3509,357,917,0,4932,8,10,1,22
NRPC,NRPC,2012,6,7.87,1,50,31,104.08,1,1408,9.5,9.5,1,19
OPM,OPM,2012,7,16,1,1359,121,102,1,867,27,81,1,479
PBGC,PBGC,2012,7,7,1,57,,,,,,,,
USNRC,USNRC,2012,7,10,-1,129,20,51,-1,437,23,135,15,366
TVA,TVA,2012,7,7.7,1,20,34,36.4,21,86,,,,
USPS,USPS,2012,7,15.06,0,335,23.5,44.06,1,476,1,1,1,1
FOMC,FOMC,2012,7,7.6,3,13,73,85.8,27,156,11,11,11,11
CO,CO,2012,7.5,18.6,0,153,0,0,0,0,0,0,0,0
HHS,HHS,2012,8,35,0,1198,42,80,0,2648,60,11,0,400
U.S. DOL,U.S. DOL,2012,8,48,0,1970,12,54.6,0,2796,9,139.9,1,1928
FLRA,FLRA,2012,8,11,-1,28,21,66,21,156,,,,
RATB,RATB,2012,8,10.4,1,20,,,,,0,0,0,0
IAF,IAF,2012,8,13.9,2,57,0,0,0,0,0,0,0,0
U.S. CPSC,U.S. CPSC,2012,8,35,1,615,77,102,1,644,99,99,99,99
IMLS,IMLS,2012,9,8.9,1,19,24,28.7,23,39,0,0,0,0
OSTP,OSTP,2012,9,12.3,0,51,30,42.71,4,92,21,31.14,5,87
OGE,OGE,2012,9,10.959,1,43,0,0,0,0,0,0,0,0
CPPBSD,CPPBSD,2012,9,9.5,3,19,21.5,21,20,23,3,3,3,3
OSC,OSC,2012,10,29,1,211,134,271,1,747,20,83,9,381
USTR,USTR,2012,10,22,3,88,31,151,1,905,51,38,2,51
OSHRC,OSHRC,2012,10,11.2,1,20,30,30,30,30,0,0,0,0
OPIC,OPIC,2012,10,18.37,-1,125,,,,,0,0,0,0
US ADF,US ADF,2012,10,10,7,13,0,0,0,0,3,3,3,3
CIGIE,CIGIE,2012,10,13,1,39,88,82,59,104,0,0,0,0
USITC,USITC,2012,11,12,1,33,0,0,0,0,14,3,1,30
FFIEC,FFIEC,2012,11,9.95,1,18,19,19,19,19,,,,
NMB,NMB,2012,11,30.32,2,125,0,0,0,0,0,0,0,0
DNFSB,DNFSB,2012,11,11,1,22,0,0,0,0,0,0,0,0
DOJ,DOJ,2012,12,18.93,-1,642,43,100.21,-1,1237,147.5,189.79,-1,851
FMC,FMC,2012,12,20.4,4,59,283,272.4,16,504,11,12.3,10,16
CIA,CIA,2012,12,32,0,1846,30,93,0,1939,58,84,15,212
SIGIR,SIGIR,2012,12,12,1,20,,,,,,,,
NEA,NEA,2012,12,14,-1,43,68,148,48,331,9,14,-1,71
SSA,SSA,2012,12,19,3,257,41,57,1,298,,,,
DOE,DOE,2012,12,39.92,-1,2379,50,115.39,-1,1574,16,199.14,2,767
FCA,FCA,2012,12.5,11.71,1,20,0,0,0,0,8,11,1,20
FCSIC,FCSIC,2012,13,13.8,10,17,0,0,0,0,7,9.33,1,20
NCUA,NCUA,2012,13,18.52,0,129,150,159.54,13,345,11,11,11,11
DOC,DOC,2012,13,18,1,511,32,76,1,628,8,10,1,29
DOT,DOT,2012,13,20.714,-1,1323,37,61.912,-1,1472,10,23.69,-1,252
SIGAR,SIGAR,2012,13,61,1,381,,,,,,,,
ABMC,ABMC,2012,14,13,1,20,,,,,,,,
AFRH,AFRH,2012,14.5,111,4,656,0,0,0,0,0,0,0,0
EPA,EPA,2012,15,16.93,-1,19,30,45.91,-1,1186,71,111.18,24,346
HUD,HUD,2012,16,20.13,1,400,34,44.75,1,533,9,8.4,1,39
USDA,USDA,2012,16,33.12,0,954,25,76.4,0,863,13,34.7,1,313
ONDCP,ONDCP,2012,16,15,1,42,,,,,,,,
NEH,NEH,2012,16.5,15.4,3,22,22.5,25.8,18,53,9,9.3,9,10
EEOC,EEOC,2012,17,18,1,517,0,0,0,0,5,7.77,4,19
MCC,MCC,2012,17,15,3,21,0,0,0,0,0,0,0,0
PC,PC,2012,17,25,1,201,185,184,37,354,24,27,10,51
NTSB,NTSB,2012,17,18.53,-1,50,30,104.51,-1,614,,,,
CSOSA,CSOSA,2012,17,37,1,475,0,0,0,0,0,0,0,0
MSPB,MSPB,2012,18,10,0,38,0,0,0,0,8,8,8,8
FCC,FCC,2012,18,26,-1,1175,0,0,0,0,0,0,0,0
CFTC,CFTC,2012,18,46.52,-1,333,108,146.47,3,471,,,,
ED,ED,2012,19,35.71,0,724,63,108,0,684,81.5,91.8,0,263
FEC,FEC,2012,20,49,1,326,81.5,132.6,16,354,12.5,12.5,10,15
FRTIB,FRTIB,2012,20,27,1,57,0,0,0,0,0,0,0,0
CSB,CSB,2012,20,17,2,41,382,413,30,977,35,188,8,880
US RRB,US RRB,2012,22,34.73,0,215,0,0,0,0,0,0,0,0
Ex-Im Bank,Ex-Im Bank,2012,22,49.68,-1,235,241,223.58,28,427,,,,
CNCS,CNCS,2012,23,29,1,101,90,75,5,150,22,20,9,30
NSF,NSF,2012,23,29,1,511,,,,,0,0,0,0
FERC,FERC,2012,24,23,4,80,28,99,1,1632,0,0,0,0
CEQ,CEQ,2012,24,26,1,68,90,93,8,173,76,76,28,124
NIGC,NIGC,2012,31,53.95,1,226,97,143,94,238,,,,
GSA,GSA,2012,35,49.73,0,1507,0,0,0,0,0,0,0,0
DHS,DHS,2012,44,72,1,1780,98,98.6,1,1648,22,59.67,1,813
OMB,OMB,2012,44,69,1,648,0,0,0,0,0,0,0,0
State,State,2012,66,88,-1,1589,450,559.9,-1,3035,921.43,760.44,46,1559
USAID,USAID,2012,73,163.02,2,759,145,280.2,-1,1500,59,154.12,12,487
