Agency,Component,Year,Request Ex. 1,Request Ex. 2,Request Ex. 3,Request Ex. 4,Request Ex. 5,Request Ex. 6,Request Ex. 7A,Request Ex. 7B,Request Ex. 7C,Request Ex. 7D,Request Ex. 7E,Request Ex. 7F,Request Ex. 8,Request Ex. 9,
HHS,HHS,2014,0,1,7,16,18,41,4,0,18,0,0,0,0,0
EPA,EPA,2014,0,0,2,3,11,3,2,0,0,0,0,0,0,0
DOI,DOI,2014,0,0,0,1,6,3,0,0,3,0,0,1,0,0
US RRB,US RRB,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USITC,USITC,2014,0,0,2,2,1,2,0,0,0,0,1,0,0,0
FMSHRC,FMSHRC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USIBWC,USIBWC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FDIC,FDIC,2014,0,0,0,2,4,6,0,0,0,0,0,0,1,0
FCSIC,FCSIC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FMC,FMC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFIEC,FFIEC,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CNCS,CNCS,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STB,STB,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBA,SBA,2014,0,0,0,4,1,4,0,0,0,0,0,0,0,0
OPM,OPM,2014,0,0,0,0,1,4,0,0,2,2,2,0,0,0
NIGC,NIGC,2014,0,0,0,0,0,1,0,0,0,0,0,0,0,0
VA,VA,2014,0,0,11,5,25,62,1,0,14,0,2,1,0,0
USAID,USAID,2014,0,0,1,6,5,9,0,0,2,1,0,0,0,0
MSPB,MSPB,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMLS,IMLS,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSA,GSA,2014,0,0,0,2,3,2,0,0,0,0,0,1,0,0
U.S. DOL,U.S. DOL,2014,0,0,0,0,3,0,3,0,8,0,0,0,0,0
FERC,FERC,2014,0,1,1,7,10,5,1,0,0,0,3,1,0,0
NCUA,NCUA,2014,0,0,0,0,1,0,0,0,0,0,0,1,1,0
NASA,NASA,2014,0,1,2,5,6,8,0,0,1,0,0,0,0,0
FHFA,FHFA,2014,0,0,0,7,4,2,0,0,3,0,1,0,5,0
FEC,FEC,2014,0,0,0,0,1,0,0,0,0,0,1,0,0,0
DHS,DHS,2014,0,19,49,16,590,1162,16,0,1362,0,1319,3,0,0
EEOC,EEOC,2014,0,0,286,0,11,0,26,0,48,0,0,0,0,0
MCC,MCC,2014,0,0,0,0,0,2,0,0,0,0,0,0,0,0
LSC,LSC,2014,0,0,0,0,1,1,2,0,2,0,0,0,0,0
PRC,PRC,2014,0,0,1,1,0,0,0,0,0,0,0,0,0,0
CEQ,CEQ,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CFPB,CFPB,2014,0,0,0,4,8,6,3,0,0,0,0,0,1,0
HUD,HUD,2014,0,0,0,10,4,9,7,0,5,0,4,0,0,0
USCCR,USCCR,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ABMC,ABMC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEC,SEC,2014,0,0,2,8,47,16,180,1,18,0,6,0,5,0
PC,PC,2014,0,1,0,0,2,0,0,0,1,0,0,0,0,0
OSC,OSC,2014,0,0,0,0,1,0,0,0,1,0,0,0,0,0
PBGC,PBGC,2014,0,0,1,1,2,3,0,0,0,0,0,0,0,0
NTSB,NTSB,2014,0,0,2,2,4,1,1,0,0,0,0,0,0,0
USNRC,USNRC,2014,0,0,0,0,1,0,2,0,8,2,4,6,0,0
ONHIR,ONHIR,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TVA,TVA,2014,0,1,2,0,4,2,0,0,1,0,0,1,0,0
NEA,NEA,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
