Agency,Component,Year,Appeal Pending on Start,Appeal Received in FY,Appeal Processed in FY,Appeal Left for Next,
FMC,FMC,2014,,,,
US RRB,US RRB,2014,0,1,1,0
USITC,USITC,2014,0,3,3,0
FMSHRC,FMSHRC,2014,0,0,0,0
USIBWC,USIBWC,2014,0,0,0,0
FCSIC,FCSIC,2014,0,0,0,0
FFIEC,FFIEC,2014,0,1,1,0
CNCS,CNCS,2014,0,1,1,0
STB,STB,2014,0,0,0,0
NIGC,NIGC,2014,0,2,1,1
IMLS,IMLS,2014,0,0,0,0
NCUA,NCUA,2014,0,3,2,1
FHFA,FHFA,2014,0,15,14,1
LSC,LSC,2014,0,5,5,0
PRC,PRC,2014,0,1,1,0
CEQ,CEQ,2014,0,0,0,0
CFPB,CFPB,2014,0,28,25,3
USCCR,USCCR,2014,0,1,1,0
ABMC,ABMC,2014,0,0,0,0
OSTP,OSTP,2014,0,4,4,0
ONHIR,ONHIR,2014,0,0,0,0
TVA,TVA,2014,0,7,6,1
NEA,NEA,2014,0,0,0,0
SSS,SSS,2014,0,2,2,0
NCPC,NCPC,2014,0,1,1,0
USTDA,USTDA,2014,0,1,1,0
PCLOB,PCLOB,2014,0,4,2,2
OSHRC,OSHRC,2014,0,1,1,0
OPIC,OPIC,2014,0,4,4,0
OGE,OGE,2014,0,1,1,0
US ADF,US ADF,2014,0,0,0,0
ONDCP,ONDCP,2014,0,0,0,0
AFRH,AFRH,2014,0,0,0,0
RATB,RATB,2014,0,0,0,0
FCA,FCA,2014,0,1,1,0
IAF,IAF,2014,0,1,1,0
NMB,NMB,2014,0,2,2,0
NEH,NEH,2014,0,2,2,0
CSOSA,CSOSA,2014,0,1,1,0
CPPBSD,CPPBSD,2014,0,0,0,0
ACUS,ACUS,2014,0,0,0,0
FRTIB,FRTIB,2014,0,2,2,0
FOMC,FOMC,2014,0,0,0,0
CSB,CSB,2014,0,3,3,0
U.S. CPSC,U.S. CPSC,2014,0,14,14,0
SIGAR,SIGAR,2014,0,1,1,0
DNFSB,DNFSB,2014,0,1,0,1
FDIC,FDIC,2014,1,26,25,2
SBA,SBA,2014,1,21,22,0
MSPB,MSPB,2014,1,10,9,2
MCC,MCC,2014,1,1,2,0
PBGC,PBGC,2014,1,10,10,1
FLRA,FLRA,2014,1,2,3,0
USTR,USTR,2014,1,0,1,0
BBG,BBG,2014,1,96,97,0
FMCS,FMCS,2014,1,0,1,0
CO,CO,2014,1,0,1,0
FERC,FERC,2014,2,21,23,0
FRB,FRB,2014,2,14,16,0
CIGIE,CIGIE,2014,2,8,10,0
Ex-Im Bank,Ex-Im Bank,2014,2,2,2,2
FEC,FEC,2014,3,4,3,4
PC,PC,2014,3,4,6,1
NTSB,NTSB,2014,3,11,12,2
NLRB,NLRB,2014,3,21,21,3
FTC,FTC,2014,3,15,16,2
NRPC,NRPC,2014,3,6,4,5
HUD,HUD,2014,4,67,59,12
CFTC,CFTC,2014,4,8,6,6
NASA,NASA,2014,5,18,22,1
OMB,OMB,2014,5,10,12,3
OPM,OPM,2014,6,17,21,2
GSA,GSA,2014,6,12,16,2
NSF,NSF,2014,6,9,14,1
USNRC,USNRC,2014,8,37,42,3
DOE,DOE,2014,9,79,77,11
SEC,SEC,2014,10,452,432,30
OSC,OSC,2014,12,5,6,11
NARA,NARA,2014,14,81,67,28
EEOC,EEOC,2014,15,296,295,16
USPS,USPS,2014,19,209,190,38
USAID,USAID,2014,20,16,18,18
ODNI,ODNI,2014,22,14,10,26
FCC,FCC,2014,30,24,48,6
SSA,SSA,2014,30,285,255,60
DOC,DOC,2014,37,69,69,37
DOT,DOT,2014,50,99,120,29
ED,ED,2014,55,58,27,86
Treasury,Treasury,2014,86,294,287,93
EPA,EPA,2014,182,226,185,223
CIA,CIA,2014,191,294,324,161
DOI,DOI,2014,197,165,90,272
U.S. DOL,U.S. DOL,2014,216,400,277,339
USDA,USDA,2014,231,242,169,304
DHS,DHS,2014,235,3634,3490,379
VA,VA,2014,245,299,252,292
State,State,2014,296,356,382,270
HHS,HHS,2014,341,325,246,420
DOJ,DOJ,2014,594,3209,3100,703
DoD,DoD,2014,702,1059,961,800
