Agency,Component,Year,Request Ex. 1,Request Ex. 2,Request Ex. 3,Request Ex. 4,Request Ex. 5,Request Ex. 6,Request Ex. 7A,Request Ex. 7B,Request Ex. 7C,Request Ex. 7D,Request Ex. 7E,Request Ex. 7F,Request Ex. 8,Request Ex. 9,
HHS,HHS,2015,0,1,6,16,18,70,0,0,31,0,1,0,0,0
Treasury,Treasury,2015,0,6,104,19,42,35,31,0,43,1,49,0,3,0
EPA,EPA,2015,0,0,0,0,1,2,0,0,2,0,0,0,0,0
DOI,DOI,2015,0,0,0,0,24,6,2,0,8,0,0,1,0,0
US RRB,US RRB,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USITC,USITC,2015,0,0,2,2,2,1,0,0,0,0,1,0,0,0
FMSHRC,FMSHRC,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USIBWC,USIBWC,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FDIC,FDIC,2015,0,0,0,10,4,1,0,0,0,0,0,0,3,0
FCSIC,FCSIC,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FMC,FMC,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFIEC,FFIEC,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNCS,CNCS,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STB,STB,2015,0,0,0,1,1,0,0,0,0,0,0,0,0,0
SBA,SBA,2015,0,0,0,1,0,1,0,0,0,0,0,0,0,0
OPM,OPM,2015,0,0,0,0,2,3,0,0,3,1,1,0,0,0
NIGC,NIGC,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0
VA,VA,2015,0,0,17,3,32,90,7,0,27,0,3,1,0,0
USAID,USAID,2015,0,0,1,6,5,10,1,0,3,0,0,0,0,0
MSPB,MSPB,2015,0,0,0,0,1,2,0,0,1,0,0,0,0,0
IMLS,IMLS,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GSA,GSA,2015,0,0,5,7,7,19,0,0,11,1,2,7,0,0
U.S. DOL,U.S. DOL,2015,0,0,0,0,1,2,13,0,10,3,1,0,0,0
FERC,FERC,2015,0,0,0,4,3,4,1,0,0,0,1,2,0,0
NCUA,NCUA,2015,0,0,0,2,1,1,0,0,0,0,0,1,1,0
FCC,FCC,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NASA,NASA,2015,0,1,0,3,7,3,0,1,0,0,2,2,0,0
FHFA,FHFA,2015,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FEC,FEC,2015,0,0,1,0,2,0,0,0,0,0,1,0,0,0
EEOC,EEOC,2015,0,0,45,2,58,8,35,0,54,0,1,0,0,0
MCC,MCC,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSC,LSC,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRC,PRC,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEQ,CEQ,2015,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CFPB,CFPB,2015,0,0,0,5,4,9,3,0,0,1,2,0,4,0
HUD,HUD,2015,0,0,2,2,1,3,4,0,4,0,0,0,0,0
USCCR,USCCR,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABMC,ABMC,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEC,SEC,2015,0,0,0,3,58,13,255,0,11,0,5,0,2,0
PC,PC,2015,0,0,1,0,0,1,0,0,1,0,0,0,0,0
OSTP,OSTP,2015,0,2,0,0,3,1,0,0,0,0,0,0,0,0
USAB,USAB,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSC,OSC,2015,0,0,1,0,3,2,0,0,5,0,0,0,0,0
PBGC,PBGC,2015,0,0,0,1,1,3,0,0,0,0,0,0,0,0
