Agency,Component,Year,Request Ex. 1,Request Ex. 2,Request Ex. 3,Request Ex. 4,Request Ex. 5,Request Ex. 6,Request Ex. 7A,Request Ex. 7B,Request Ex. 7C,Request Ex. 7D,Request Ex. 7E,Request Ex. 7F,Request Ex. 8,Request Ex. 9,
HHS,HHS,2012,0,2,135,571,354,5950,203,1,684,24,53,29,0,0
EPA,EPA,2012,0,8,29,190,334,202,126,14,64,11,45,2,0,4
DOI,DOI,2012,0,28,71,262,440,1067,131,2,379,13,58,29,0,10
US RRB,US RRB,2012,0,0,15,0,2,0,0,0,2,0,0,0,0,0
USITC,USITC,2012,0,0,3,6,3,2,0,0,0,0,0,0,0,0
FMSHRC,FMSHRC,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USIBWC,USIBWC,2012,0,1,0,0,1,1,0,0,0,0,0,0,0,0
FCSIC,FCSIC,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FMC,FMC,2012,0,0,1,4,2,6,0,0,0,0,0,0,0,0
FFIEC,FFIEC,2012,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CNCS,CNCS,2012,0,0,0,0,2,5,2,0,1,0,0,0,0,0
STB,STB,2012,0,1,0,1,0,3,0,0,0,0,0,0,0,0
SBA,SBA,2012,0,0,0,59,19,37,0,0,2,0,0,0,3,0
OPM,OPM,2012,0,8,906,10,7,3936,1,0,3784,176,190,8,0,0
NIGC,NIGC,2012,0,0,0,4,3,4,0,0,1,0,1,0,0,0
USAID,USAID,2012,0,4,53,87,18,81,1,0,5,1,2,1,0,0
MSPB,MSPB,2012,0,0,0,0,10,36,0,0,0,0,0,0,0,0
IMLS,IMLS,2012,0,1,0,15,0,6,0,0,0,0,0,0,0,0
GSA,GSA,2012,0,34,113,360,168,210,28,2,69,5,12,22,0,0
FERC,FERC,2012,0,1,4,11,10,16,0,0,0,0,1,1,0,0
NCUA,NCUA,2012,0,0,2,27,20,33,1,0,1,0,2,0,31,0
FHFA,FHFA,2012,0,4,0,36,34,35,4,0,14,0,1,0,16,0
FEC,FEC,2012,0,2,5,5,10,17,2,0,4,0,4,0,0,0
EEOC,EEOC,2012,0,0,5362,41,12779,2876,1659,1,6314,124,2,0,0,0
MCC,MCC,2012,0,0,0,2,1,8,0,0,0,0,0,0,0,0
LSC,LSC,2012,0,0,0,1,3,3,0,0,5,0,0,0,0,0
PRC,PRC,2012,0,0,0,0,1,3,0,0,0,0,0,0,0,0
SIGIR,SIGIR,2012,0,0,0,0,1,0,0,0,2,0,1,0,0,0
CEQ,CEQ,2012,0,0,0,0,5,12,0,0,1,0,0,0,0,0
HUD,HUD,2012,0,17,25,115,91,218,43,0,32,0,11,0,3,0
USCCR,USCCR,2012,0,0,0,1,0,1,0,0,0,0,0,0,0,0
ABMC,ABMC,2012,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SEC,SEC,2012,0,0,8,144,120,196,405,0,135,4,27,1,48,0
PC,PC,2012,0,0,0,1,2,17,1,0,4,0,2,1,0,0
OSTP,OSTP,2012,0,1,0,4,15,17,0,0,0,0,0,0,0,0
OSC,OSC,2012,0,0,0,0,5,6,0,0,15,0,1,0,0,0
PBGC,PBGC,2012,0,0,0,16,7,192,1,0,2,0,0,0,0,0
NTSB,NTSB,2012,0,13,7,13,60,28,42,0,0,0,0,0,0,0
USNRC,USNRC,2012,0,2,3,27,22,48,12,0,27,0,3,7,0,0
ONHIR,ONHIR,2012,0,0,3,0,7,0,0,0,0,0,0,0,0,0
TVA,TVA,2012,0,0,6,10,20,66,0,0,4,1,1,1,0,0
NEA,NEA,2012,0,0,0,38,16,69,0,0,0,0,0,0,0,0
SSS,SSS,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLRB,NLRB,2012,0,18,0,12,144,253,182,0,239,164,2,2,0,0
SSA,SSA,2012,0,556,76,28,98,987,12,0,41,6,577,3,0,0
NCPC,NCPC,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLRA,FLRA,2012,0,0,0,1,4,4,2,0,3,3,0,0,0,0
USTDA,USTDA,2012,0,0,1,1,0,1,0,0,0,0,0,0,0,0
USPS,USPS,2012,0,16,440,82,120,508,26,1,299,88,50,1,0,0
USTR,USTR,2012,0,4,0,1,2,4,0,0,0,0,0,0,0,0
NSF,NSF,2012,0,0,15,234,22,264,5,0,22,0,0,0,0,0
OSHRC,OSHRC,2012,0,0,0,8,2,19,2,0,2,0,0,0,0,0
OPIC,OPIC,2012,0,5,2,12,5,7,0,0,0,0,0,0,0,0
OGE,OGE,2012,0,2,2,0,5,15,0,0,0,0,0,0,0,0
US ADF,US ADF,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBG,BBG,2012,0,0,3,4,4,14,0,0,0,0,1,0,0,0
ONDCP,ONDCP,2012,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AFRH,AFRH,2012,0,0,1,1,1,2,0,0,0,0,0,0,0,0
RATB,RATB,2012,0,0,0,0,2,1,1,0,0,0,1,0,0,0
FMCS,FMCS,2012,0,0,0,2,2,1,0,0,0,0,0,0,0,0
FCA,FCA,2012,0,0,1,1,2,2,0,0,0,0,0,0,4,0
IAF,IAF,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FTC,FTC,2012,0,0,138,57,86,432,31,0,9,5,9,0,0,0
FRB,FRB,2012,0,0,5,69,49,77,4,1,0,1,2,0,64,0
NRPC,NRPC,2012,0,2,0,9,20,35,6,0,15,0,1,0,0,0
