Agency,Component,Year,Simple-Median No. of Days,Simple-Average No. of Days,Simple-Lowest No. of Days,Simple-Highest No. of Days,Complex-Median No. of Days,Complex-Average No. of Days,Complex-Lowest No. of Days,Complex-Highest No. of Days,Expedited Processing-Median No. of Days,Expedited Processing-Average No. of Days,Expedited Processing-Lowest No. of Days,Expedited Processing-Highest No. of Days,
NCUA,NCUA,2012,13,19.66,0,129,213.5,190.15,18,345,11,11,11,11
NEA,NEA,2012,13,15,-1,42,59,73.5,48,119,9,23,4,71
OPIC,OPIC,2012,13,18.88,-1,104,,,,,0,0,0,0
IAF,IAF,2012,13,21.3,2,57,0,0,0,0,0,0,0,0
CIGIE,CIGIE,2012,13,18,1,36,89,85,62,104,0,0,0,0
SIGAR,SIGAR,2012,13,116,2,382,,,,,,,,
SIGIR,SIGIR,2012,14,12,1,20,,,,,,,,
SSA,SSA,2012,14,25,3,257,40,55,3,298,,,,
USPS,USPS,2012,14,21.44,0,269,25,43.64,1,476,1,1,1,1
OSHRC,OSHRC,2012,14,12.4,1,20,30,30,30,30,0,0,0,0
AFRH,AFRH,2012,14.5,111,4,656,0,0,0,0,0,0,0,0
EPA,EPA,2012,15,14.14,-1,19,29,44.42,-1,851,40,96.11,24,346
DOJ,DOJ,2012,15,21.75,-1,622,58,113.65,-1,1237,236,228.34,-1,851
ABMC,ABMC,2012,15,15,8,20,,,,,,,,
DOC,DOC,2012,15,23,1,511,42,91,1,628,15,16,5,29
FCA,FCA,2012,15,13.53,2,19,0,0,0,0,18,16,8,20
DOT,DOT,2012,15,21.11,-1,878,38,59.047,-1,1472,1,4.813,-1,252
USDA,USDA,2012,16,31.9,0,954,29,83.33,1,863,14,24.89,1,81
CSOSA,CSOSA,2012,16,22,1,363,0,0,0,0,0,0,0,0
NEH,NEH,2012,16.5,15.4,3,19,23,26.5,19,53,9.5,9.5,9,10
CIA,CIA,2012,17,52,1,1496,64,188,1,1939,113,128,58,212
MCC,MCC,2012,17,15,3,20,0,0,0,0,0,0,0,0
PC,PC,2012,17,25,1,201,185,184,37,354,24,27,10,51
RATB,RATB,2012,17,16.71,8,20,,,,,0,0,0,0
CO,CO,2012,17,29.7,2,153,0,0,0,0,0,0,0,0
MSPB,MSPB,2012,18,10,0,38,0,0,0,0,8,8,8,8
EEOC,EEOC,2012,18,18.35,1,517,0,0,0,0,4,10,4,19
HUD,HUD,2012,18,25.16,1,400,41,39.99,1,533,8,2.8,1,24
OSTP,OSTP,2012,18,16.37,0,51,42,41.92,4,92,39.5,46.75,21,87
USTR,USTR,2012,19,21,3,75,278,116,1,527,2,2,2,2
FRTIB,FRTIB,2012,19,22,17,31,0,0,0,0,0,0,0,0
FCC,FCC,2012,20,33,-1,1175,0,0,0,0,0,0,0,0
SEC,SEC,2012,20,27,-1,399,147,325,21,776,16,16,10,22
OSC,OSC,2012,20,30,1,183,122,254,4,747,6,75,1,375
ED,ED,2012,20,34.75,0,678,65.5,108,0,684,55,72.77,0,263
CSB,CSB,2012,20,20,2,41,194,371,46,977,96,276,33,880
US RRB,US RRB,2012,22,34.73,0,215,0,0,0,0,0,0,0,0
DOE,DOE,2012,22,51.45,-1,1794,59.5,136.87,1,1414,480,480,193,767
CNCS,CNCS,2012,23,29,1,101,92,70,19,150,22,20,9,30
NIGC,NIGC,2012,24,54.09,1,142,94,94,94,94,,,,
FERC,FERC,2012,25,23,11,34,30,128,10,16352,0,0,0,0
CEQ,CEQ,2012,25,23,1,68,122,123,69,173,,,,
NTSB,NTSB,2012,26,30,22,46,176.5,200.31,1,614,,,,
CFTC,CFTC,2012,26,55.9,-1,333,122,138.97,29,346,,,,
Ex-Im Bank,Ex-Im Bank,2012,26,55.73,-1,235,279,255.58,28,427,,,,
NSF,NSF,2012,28,33,1,511,,,,,0,0,0,0
GSA,GSA,2012,30,44.13,0,1507,0,0,0,0,0,0,0,0
FEC,FEC,2012,45,67.1,1,326,187.5,177.6,25,354,12.5,12.5,10,15
DHS,DHS,2012,46,71.72,1,1780,125,118.41,1,1648,22,58.57,1,813
OMB,OMB,2012,59,82,1,648,0,0,0,0,0,0,0,0
State,State,2012,68,96,1,1589,464.3,579,16,3035,921.43,733,46,1559
USAID,USAID,2012,79.5,164.47,2,759,144,256.44,4,1500,59,154.12,12,487
NARA,NARA,2012,474,922.6,0,3509,609,1110,0,4932,16,12.5,1,22
