Agency,Component,Year,Simple-Median No. of Days,Simple-Average No. of Days,Simple-Lowest No. of Days,Simple-Highest No. of Days,Complex-Median No. of Days,Complex-Average No. of Days,Complex-Lowest No. of Days,Complex-Highest No. of Days,Expedited Processing-Median No. of Days,Expedited Processing-Average No. of Days,Expedited Processing-Lowest No. of Days,Expedited Processing-Highest No. of Days,
DoD,DoD,2012,,11,-1,1770,,115,-1,4097,,14,-1,90
BBG,BBG,2012,,,,,37,40,21,64,30,36,37,49
USTDA,USTDA,2012,0,0,0,0,13.5,15.1,7,29,0,0,0,0
DOI,DOI,2012,1,2,-1,29,18,43,-1,1497,12,51,-1,369
FMSHRC,FMSHRC,2012,1,3.5,1,18,17.6,16,11,28,12.5,12.5,8,17
USCCR,USCCR,2012,1,1,1,2,10,22,3,63,,,,
SBA,SBA,2012,2,3.87,-1,186,,,,,,,,
SSS,SSS,2012,2,2,1,4,0,0,0,0,0,0,0,0
NCPC,NCPC,2012,2,2,1,3,0,0,0,0,0,0,0,0
FRB,FRB,2012,2,3,1,30,22,46,1,398,0,0,0,0
VA,VA,2012,3,9.59,-1,444,12,29.57,-1,733,2,45.84,-1,393
ONHIR,ONHIR,2012,3,5.5,1,28,0,0,0,0,0,0,0,0
NLRB,NLRB,2012,3,6,-1,85,0,0,0,0,3,6,-1,20
ACUS,ACUS,2012,3,3,1,5,0,0,0,0,3,3,3,3
U.S. CPSC,U.S. CPSC,2012,3,28,1,340,84,110,1,644,0,0,0,0
ODNI,ODNI,2012,3,13.12,0,772,42.5,202.2,2,1163,23,208,22,579
Treasury,Treasury,2012,5,12.8,0,398,17,32.06,0,2536,10,22.18,0,895
USIBWC,USIBWC,2012,5,6.2,1,12,30,31.9,14,62,0,0,0,0
STB,STB,2012,5,6.3,1,20,,,,,,,,
FTC,FTC,2012,5,6.73,1,106,15,29.8,1,499,5,5.33,2,9
NRPC,NRPC,2012,5.5,6.29,1,22,71,155.1,1,1408,1,1,1,1
PRC,PRC,2012,6,5,0,15,27,27,27,27,0,0,0,0
TVA,TVA,2012,6,6.7,1,20,35,41,21,141,,,,
FMCS,FMCS,2012,6,7.5,3,26,6,8.8,3,20,2,2,1,5
FFIEC,FFIEC,2012,7,9,2,18,19,19,19,19,0,0,0,0
OPM,OPM,2012,7,14,1,320,78,103,1,867,27,81,1,479
LSC,LSC,2012,7,8.56,1,30,21,22,17,29,10,10,1,19
PBGC,PBGC,2012,7,7,1,57,,,,,,,,
DNFSB,DNFSB,2012,7,9,1,22,0,0,0,0,0,0,0,0
FHFA,FHFA,2012,8,12.47,-1,165,45.5,65.55,1,271,,,,
FLRA,FLRA,2012,8,9,-1,28,21,66,21,156,,,,
FOMC,FOMC,2012,8,8,3,13,73,85.8,27,156,11,11,11,11
IMLS,IMLS,2012,9,8.1,1,14,24,28.7,23,39,0,0,0,0
NASA,NASA,2012,9,13.94,-1,145,24,49.88,-1,896,,,,
USNRC,USNRC,2012,9,14,-1,129,37,72,-1,437,23,135,15,366
OGE,OGE,2012,9,11.33,1,30,0,0,0,0,0,0,0,0
HHS,HHS,2012,10,30,1,1198,53,95,1,1757,0,10,0,379
FDIC,FDIC,2012,10,12.56,-1,73,22,22.32,-1,56,1,11.24,-1,102
FMC,FMC,2012,10,10,8,12,289,265.5,41,415,10.5,10.5,10,11
US ADF,US ADF,2012,10,10,7,13,0,0,0,0,3,3,3,3
NMB,NMB,2012,10,22.33,2,125,0,0,0,0,0,0,0,0
USITC,USITC,2012,11,12,1,33,0,0,0,0,14,3,1,30
ONDCP,ONDCP,2012,11,15,1,42,,,,,,,,
FCSIC,FCSIC,2012,11.5,11.5,10,13,0,0,0,0,20,20,20,20
CPPBSD,CPPBSD,2012,12,12.5,7,19,21.5,21,20,23,3,3,3,3
U.S. DOL,U.S. DOL,2012,13,28.5,0,1842,13,25.2,0,1917,8.5,31.1,1,386
