Agency,Component,Year,1-20,21-40,41-60,61-80,81-100,101-120,121-140,141-160,161-180,181-200,201-300,301-400,400+,
NLRB,NLRB,2013,,,,,,,,,,,,,
OPIC,OPIC,2013,,,,,,,,,,,,,
ACUS,ACUS,2013,,,,,,,,,,,,,
SIGAR,SIGAR,2013,,,,,,,,,,,,,
US RRB,US RRB,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
USITC,USITC,2013,0,2,0,0,0,0,0,0,0,0,0,0,0
USIBWC,USIBWC,2013,0,0,3,1,0,1,0,0,0,0,0,0,0
FCSIC,FCSIC,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
FMC,FMC,2013,0,0,0,1,0,0,0,0,0,0,0,0,5
FFIEC,FFIEC,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
CNCS,CNCS,2013,0,3,2,0,0,2,0,0,0,0,2,3,1
STB,STB,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
SBA,SBA,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGC,NIGC,2013,0,0,0,0,0,0,0,0,0,0,0,1,2
MSPB,MSPB,2013,0,4,3,2,1,1,1,1,0,0,0,0,0
IMLS,IMLS,2013,0,6,0,0,0,0,0,0,0,0,0,0,0
EEOC,EEOC,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
MCC,MCC,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
LSC,LSC,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
PRC,PRC,2013,0,1,0,0,0,0,0,0,0,0,0,0,0
ABMC,ABMC,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
PC,PC,2013,0,0,0,0,2,1,4,0,0,1,1,0,1
OSC,OSC,2013,0,2,4,3,0,3,4,1,1,2,5,6,16
ONHIR,ONHIR,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
TVA,TVA,2013,0,36,7,10,0,4,0,1,1,1,4,1,1
SSS,SSS,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
NCPC,NCPC,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
OSHRC,OSHRC,2013,0,0,1,0,0,0,0,0,0,0,0,0,0
OMB,OMB,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
OGE,OGE,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
US ADF,US ADF,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
ONDCP,ONDCP,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
AFRH,AFRH,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
RATB,RATB,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
FCA,FCA,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
IAF,IAF,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
NMB,NMB,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
CSOSA,CSOSA,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
CIGIE,CIGIE,2013,0,0,2,2,1,1,0,0,0,0,0,0,0
FRTIB,FRTIB,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
FOMC,FOMC,2013,0,1,1,0,0,0,0,0,0,1,1,1,0
CO,CO,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
CFTC,CFTC,2013,0,1,5,3,2,3,2,1,0,2,10,4,8
CSB,CSB,2013,0,1,1,0,0,0,0,0,0,0,0,0,18
DNFSB,DNFSB,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Ex-Im Bank,Ex-Im Bank,2013,0,0,1,1,1,0,1,1,2,1,6,5,7
FCC,FCC,2013,1,0,0,0,0,0,0,0,0,0,1,3,1
CEQ,CEQ,2013,1,0,0,1,0,1,1,0,2,0,0,0,0
