Agency,Component,Year,Simple-Median No. of Days,Simple-Average No. of Days,Simple-Lowest No. of Days,Simple-Highest No. of Days,Complex-Median No. of Days,Complex-Average No. of Days,Complex-Lowest No. of Days,Complex-Highest No. of Days,Expedited Processing-Median No. of Days,Expedited Processing-Average No. of Days,Expedited Processing-Lowest No. of Days,Expedited Processing-Highest No. of Days,
USIBWC,USIBWC,2015,,,,,8.5,18.71,1,159,,,,
USTDA,USTDA,2015,,,,,37,53,22,116,,,,
BBG,BBG,2015,,,,,92,117,8,473,,,,
CIGIE,CIGIE,2015,,,,,25,69.47,3,304,,,,
FMSHRC,FMSHRC,2015,1,2.7,-1,39,4,9.1,1,106,,,,
OPM,OPM,2015,1,2.4,1,399,25,27,1,766,10,25,1,190
ONHIR,ONHIR,2015,1,2.13,1,14,,,,,,,,
ACUS,ACUS,2015,1,1.6,-1,3,13,13,13,13,,,,
DOI,DOI,2015,2,10,-1,1004,17,41,-1,1157,17,77,-1,479
USAB,USAB,2015,2,12,1,70,,,,,,,,
CNCS,CNCS,2015,3,8,-1,40,39,104,3,505,,,,
NCUA,NCUA,2015,3,6.04,-1,28,23.5,27.61,2,115,2,2,2,2
NCPC,NCPC,2015,3,6.5,1,9,,,,,,,,
PCLOB,PCLOB,2015,3,20.58,1,200,,,,,,,,
IAF,IAF,2015,3,2.3,1,3,,,,,,,,
USCCR,USCCR,2015,4,6,1,13,12,19,1,60,,,,
FTC,FTC,2015,4,5.73,-1,52,16,25.15,-1,328,,,,
FRB,FRB,2015,4,9,1,180,27,45,1,388,19,20,6,36
VA,VA,2015,5,24.88,-1,793,15,46.16,-1,858,6,37.83,-1,322
USAID,USAID,2015,5,28.68,-1,227,161,265.59,-1,1137,55,60.83,14,119
IMLS,IMLS,2015,5,5.92,1,17,26,31.1,20,67,,,,
OPIC,OPIC,2015,5,13.37,-1,87,,,,,,,,
FOMC,FOMC,2015,5,7.6,-1,20,161,265.3,33,648,,,,
NASA,NASA,2015,5.5,7.44,-1,30,23,33.14,-1,418,,,,
Treasury,Treasury,2015,6,12,-1,547,17,33,-1,3018,37,170,2,561
SEC,SEC,2015,6,14.9,-1,944,3,91.36,-1,758,47,136.33,41,321
USNRC,USNRC,2015,6,9,-1,52,26,51,-1,658,116,116,15,216
FCA,FCA,2015,6,8.7,3,20,,,,,10,7.7,5,20
NMB,NMB,2015,6,5,-1,28,,,,,,,,
FMC,FMC,2015,6.5,6.6,-1,13,14,266.1,1,995,22,22,22,22
PBGC,PBGC,2015,6.5,7.79,-1,37,16,17.88,-1,169,,,,
SBA,SBA,2015,7,12.29,-1,127,,,,,35,35,35,35
U.S. DOL,U.S. DOL,2015,7,26.4,1,2515,11,32.7,1,1833,7,45,1,710
NTSB,NTSB,2015,7,28.75,-1,490,200,276.19,-1,913,66.5,100,1,266
FCSIC,FCSIC,2015,8,10.1,5,16,,,,,6.5,8,6,13
TVA,TVA,2015,8,9,1,20,40,68,21,1145,12,12,12,12
USPS,USPS,2015,8,18.91,1,501,26,70.24,1,1032,3.5,3.83,1,10
OSHRC,OSHRC,2015,8,8.56,-1,20,20,21.22,15,30,7,7,7,7
US ADF,US ADF,2015,8,8,1,15,,,,,,,,
NARA,NARA,2015,8,26,-1,4387,452,1126,-1,5486,18,32.64,5,181
CFPB,CFPB,2015,8.5,9.77,-1,48,29.5,29.9,14,57,27,27,27,27
HHS,HHS,2015,9,15.1,-1,1225,38,103.24,-1,1583,298,315.65,2,862
FFIEC,FFIEC,2015,9,11.6,2,21,24,27.7,22,37,2,2,2,2
DHS,DHS,2015,9,25.44,1,1306,52.06,107.57,1,2083,14,35.31,1,428
NLRB,NLRB,2015,9,12,-1,96,,,,,6,7,2,19
FLRA,FLRA,2015,9,9.24,-1,20,,,,,,,,
NRPC,NRPC,2015,9,23.63,1,130,19.5,48.34,1,489,41,33.86,1,62
CPPBSD,CPPBSD,2015,9,8.4,-1,16,,,,,,,,
ODNI,ODNI,2015,9,46.21,-1,1162,39,191.06,-1,1911,,,,
