Agency,Component,Year,Median Number of Days,Average Number of Days,Lowest Number of Days,Hieghest Number of Days,
USITC,USITC,2013,0,0,0,0
USIBWC,USIBWC,2013,0,0,0,0
FCSIC,FCSIC,2013,0,0,0,0
FMC,FMC,2013,0,0,0,0
FFIEC,FFIEC,2013,0,0,0,0
STB,STB,2013,0,0,0,0
DoD,DoD,2013,0,402,-1,4147
PRC,PRC,2013,0,0,0,0
USCCR,USCCR,2013,0,0,0,0
ABMC,ABMC,2013,0,0,0,0
ONHIR,ONHIR,2013,0,0,0,0
SSS,SSS,2013,0,0,0,0
NCPC,NCPC,2013,0,0,0,0
OSHRC,OSHRC,2013,0,0,0,0
US ADF,US ADF,2013,0,0,0,0
ONDCP,ONDCP,2013,0,0,0,0
AFRH,AFRH,2013,0,0,0,0
IAF,IAF,2013,0,0,0,0
NMB,NMB,2013,0,0,0,0
NEH,NEH,2013,0,0,0,0
CSOSA,CSOSA,2013,0,0,0,0
CPPBSD,CPPBSD,2013,0,0,0,0
ACUS,ACUS,2013,0,0,0,0
FOMC,FOMC,2013,0,0,0,0
CO,CO,2013,0,0,0,0
CSB,CSB,2013,0,0,0,0
DNFSB,DNFSB,2013,0,0,0,0
NEA,NEA,2013,1,1,1,1
FEC,FEC,2013,2,2,2,2
US RRB,US RRB,2013,9,12.5,9,16
OSTP,OSTP,2013,10,11.2,5,20
OGE,OGE,2013,11,11,9,13
SBA,SBA,2013,14.5,16,10,29
Treasury,Treasury,2013,15,19.84,1,369
TVA,TVA,2013,15,15,10,20
USPS,USPS,2013,15,12,0,70
FCA,FCA,2013,15,15,15,15
DOE,DOE,2013,15.5,45.51,1,530
MSPB,MSPB,2013,17,16.5,1,34
EEOC,EEOC,2013,17,16.98,1,134
IMLS,IMLS,2013,18,18,18,18
NLRB,NLRB,2013,18,24,2,57
NSF,NSF,2013,18,20,17,29
NARA,NARA,2013,18,39,4,592
CFTC,CFTC,2013,18.5,74.17,11,355
MCC,MCC,2013,19,19,19,19
LSC,LSC,2013,19,19,19,19
FLRA,FLRA,2013,19,16.33,8,22
RATB,RATB,2013,19,19,19,19
FMCS,FMCS,2013,19,19,19,19
SIGAR,SIGAR,2013,19,19,19,19
HUD,HUD,2013,19.5,20.71,4,158
FTC,FTC,2013,19.5,16.15,1,20
FDIC,FDIC,2013,20,21.06,8,77
NIGC,NIGC,2013,20,27,18,43
NCUA,NCUA,2013,20,20.2,19,23
CFPB,CFPB,2013,20,20,1,31
USTDA,USTDA,2013,20,20,20,20
OPIC,OPIC,2013,20,20,20,20
U.S. CPSC,U.S. CPSC,2013,20,20,20,20
BBG,BBG,2013,21,21,20,22
FHFA,FHFA,2013,21.25,20.04,8,23
FERC,FERC,2013,22,23,7,30
PC,PC,2013,22,23,3,48
SSA,SSA,2013,22,29,1,221
PBGC,PBGC,2013,23,30,19,49
USNRC,USNRC,2013,24,37,-1,127
DOT,DOT,2013,25,107.463,1,839
FMSHRC,FMSHRC,2013,27,27,27,27
NASA,NASA,2013,28,30.07,19,43
DHS,DHS,2013,30,132.539,1,1611
USTR,USTR,2013,30,28,24,31
U.S. DOL,U.S. DOL,2013,34,86.75,1,1105
FRTIB,FRTIB,2013,35,35,35,35
EPA,EPA,2013,36,68.66,-1,1762
NTSB,NTSB,2013,38,37.34,7,51
FRB,FRB,2013,41,70,8,536
NRPC,NRPC,2013,43.5,43.5,39,48
SEC,SEC,2013,48,73.99,-1,737
OMB,OMB,2013,54,75,44,148
DOC,DOC,2013,61,145,3,898
Ex-Im Bank,Ex-Im Bank,2013,66,66,44,88
DOJ,DOJ,2013,68,80.83,-1,349
OPM,OPM,2013,68,72,1,201
GSA,GSA,2013,69,88.65,10,238
ODNI,ODNI,2013,70,70.91,0,386
CIA,CIA,2013,107,273.93,0,4478
USDA,USDA,2013,108,144.81,0,1897
OSC,OSC,2013,116,144.1,4,358
VA,VA,2013,118,174.92,3,737
FCC,FCC,2013,122,122,18,239
HHS,HHS,2013,141,349,3,1210
ED,ED,2013,141.5,156.14,-1,976
CIGIE,CIGIE,2013,169,163,43,277
DOI,DOI,2013,190,416,1,1420
CNCS,CNCS,2013,214,214,214,214
CEQ,CEQ,2013,223,223,223,223
USAID,USAID,2013,354,532.72,13,1363
State,State,2013,370,540,-1,2092
