Year,Agency,Component,1-20 Days,21-40 Days,41-60 Days,61-80 Days,81-100 Days,101-120 Days,121-140 Days,141-160 Days,161-180 Days,181-200 Days,201-300 Days,301-400 Days,400+ Days,Total
2011,USDA,NRCS,49,48,0,0,0,0,0,0,0,0,0,0,0,97
2011,USDA,OBPA,3,0,0,0,0,0,0,0,0,0,0,0,0,3
2011,USDA,OCFO,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2011,USDA,OGC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,USDA,OIG,19,11,2,2,0,1,0,0,1,0,0,1,1,38
2011,USDA,OSEC/OCIO,7,5,3,1,0,2,1,0,1,0,1,0,0,21
2011,USDA,RD,88,36,21,23,10,6,5,1,14,9,14,14,4,245
2011,USDA,REE,126,12,1,0,0,0,0,0,0,0,0,0,0,139
2011,USDA,RMA,6,13,1,2,0,0,1,0,0,0,1,0,1,25
2011,USIBWC,USIBWC,8,9,1,1,0,0,0,0,0,0,0,0,0,19
2011,USITC,USITC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,USNRC,USNRC,13,36,13,8,3,1,2,2,0,0,1,0,0,79
2011,USPS,PS,70,36,17,13,4,3,0,1,1,4,2,0,2,153
2011,USPS,OIG,4,0,0,0,0,0,0,0,0,0,0,0,0,4
2011,USPS,PIS,1,1,0,0,0,0,0,0,0,0,0,0,0,2
2011,USTDA,USTDA,16,1,6,0,2,0,1,0,1,1,5,4,7,44
2011,USTR,USTR,1,0,4,2,0,1,0,0,1,0,0,2,7,18
2011,VA,Admin,2,0,2,1,1,0,0,0,0,0,0,0,0,6
2011,VA,BVA,8,3,0,0,0,1,0,0,0,0,0,0,0,12
2011,VA,C&LA,7,7,1,0,0,0,0,0,0,0,0,0,0,15
2011,VA,CFM,26,1,10,29,18,4,2,2,1,1,1,0,0,95
2011,VA,GC,8,9,11,8,4,1,1,1,0,0,0,0,0,43
2011,VA,HRM,1,0,1,0,0,1,3,0,0,0,4,3,2,15
2011,VA,IG,192,11,5,2,0,0,0,0,1,0,0,0,0,211
2011,VA,Mgmt,3,1,0,0,0,0,0,0,0,0,0,0,0,4
2011,VA,NCA,81,138,58,3,0,0,1,0,0,4,0,0,0,285
2011,VA,OAL,157,47,14,7,4,4,3,2,5,0,8,1,0,252
2011,VA,OASHRA,7,0,0,0,0,0,0,0,0,0,0,0,0,7
2011,VA,OASP&IA,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2011,VA,ODASB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,VA,ODASIA,1,1,0,0,0,0,0,0,0,0,0,0,0,2
2011,VA,ODI,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,VA,OF,18,4,1,1,0,0,0,0,0,0,1,0,0,25
2011,VA,OIT,123,10,6,1,3,4,2,0,2,0,1,1,0,153
2011,VA,ORM,14,1,0,0,0,0,0,0,0,0,0,0,0,15
2011,VA,OSDBU,3,3,1,1,1,1,0,0,0,1,2,0,0,13
2011,VA,OSP,5,2,1,0,0,0,0,0,0,0,0,0,0,8
2011,VA,P&P,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,VA,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,VA,SEC,8,2,1,0,1,0,0,3,0,0,1,0,0,16
2011,VA,VBA,5134,892,440,240,159,115,49,40,49,49,138,14,4,7323
2011,VA,VHA,16423,1839,419,176,83,51,46,24,24,23,43,30,7,19188
2012,ABMC,ABMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,ACUS,ACUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,AFRH,AFRH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,BBG,BBG,12,11,8,2,0,1,0,0,0,0,0,0,0,34
2012,CEQ,CEQ,2,2,2,2,6,2,1,3,3,0,0,0,0,23
2012,CFTC,CFTC,2,4,5,8,5,4,3,2,4,1,9,5,1,53
2012,CIA,CIA,675,692,204,107,84,32,27,24,25,26,75,43,97,2111
2012,CIGIE,CIGIE,0,0,1,1,4,1,0,0,0,0,0,0,0,7
2012,CNCS,CNCS,1,0,0,0,3,0,0,1,0,0,0,0,0,5
2012,CO,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,CPPBSD,CPPBSD,2,1,0,0,0,0,0,0,0,0,0,0,0,3
2012,CSB,CSB,0,1,2,0,1,0,1,1,0,0,6,3,13,28
2012,CSOSA,CSOSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,DHS,CBP,190,128,75,51,37,129,139,52,43,39,24,1,0,908
2012,DHS,CRCL,29,2,9,1,0,0,1,0,0,0,0,0,0,42
2012,DHS,FEMA,8,13,24,21,39,5,2,0,0,0,4,1,75,192
2012,DHS,FLETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,DHS,I&A,43,28,0,3,0,5,4,3,3,0,7,3,0,99
2012,DHS,ICE,659,429,212,115,93,75,30,20,23,22,12,2,0,1692
2012,DHS,MGMT,15,44,17,2,3,1,0,0,1,0,0,0,0,83
2012,DHS,NPPD,34,20,18,20,8,12,10,6,5,4,26,2,0,165
2012,DHS,OGC,5,1,0,0,0,0,0,0,0,0,1,3,0,10
2012,DHS,OIG,9,27,11,7,4,5,3,0,0,0,1,0,0,67
2012,DHS,OPS,28,2,0,0,0,0,0,0,0,0,0,0,0,30
2012,DHS,PLCY,17,4,0,0,0,0,0,0,0,0,0,0,0,21
2012,DHS,PRIV,28,34,19,20,12,7,6,7,11,2,1,0,1,148
2012,DHS,S&T,0,1,3,2,0,0,0,0,0,0,1,0,0,7
2012,DHS,TSA,0,153,53,38,26,30,35,20,22,32,109,88,100,706
2012,DHS,USCG,15,221,65,53,24,20,14,13,9,10,10,5,2,461
2012,DHS,USCIS,20603,3681,4849,10461,10953,7449,9411,14459,15121,1761,2254,68,4986,106056
2012,DHS,USSS,0,519,208,120,65,22,14,15,7,20,36,23,75,1124
2012,DNFSB,OGC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,DNFSB,OGM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,DOC,BIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,DOC,Census,93,34,13,0,1,0,0,1,0,0,1,0,0,143
2012,DOC,EDA,0,8,6,1,1,0,0,0,0,0,0,0,0,16
2012,DOC,ESA,0,1,1,0,0,0,0,0,0,0,0,0,0,2
2012,DOC,ITA,3,4,1,3,1,1,1,2,1,2,8,5,2,34
2012,DOC,MBDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,DOC,NIST,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,DOC,NOAA,61,66,28,27,18,13,8,12,5,8,22,11,13,292
2012,DOC,NTIA,5,3,2,0,0,0,0,0,1,0,1,0,0,12
2012,DOC,NTIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,DOC,OIG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,DOC,OS,0,42,28,17,7,6,1,0,2,0,4,1,0,108
2012,DOC,PTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,DoD,AF,537,700,356,160,96,84,60,66,65,47,107,51,81,2410
2012,DoD,AFRICOM,0,2,5,3,4,2,0,0,1,1,1,0,1,20
2012,DoD,ARMY,5469,1971,804,448,297,202,125,81,68,38,167,99,201,9970
2012,DoD,ASBCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,DoD,CENTCOM,67,38,27,30,28,20,15,11,4,1,23,12,28,304
2012,DoD,DCAA,7,0,1,0,0,0,0,0,0,0,0,0,0,8
2012,DoD,DCMA,1,4,4,4,4,5,1,4,0,1,6,2,2,38
2012,DoD,DeCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,DoD,DFAS,8,10,1,0,2,0,0,0,0,0,0,0,0,21
2012,DoD,DIA,0,72,40,36,21,22,23,15,12,11,90,74,483,899
2012,DoD,DISA,118,23,0,0,0,0,0,0,0,0,0,0,0,141
2012,DoD,DLA,323,79,37,21,6,4,4,4,0,0,2,0,0,480
2012,DoD,DoD IG,17,59,23,20,10,9,6,6,1,7,15,9,19,201
2012,DoD,DoDEA,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2012,DoD,DSS,0,4,0,0,0,0,0,0,0,0,0,0,0,4
2012,DoD,DTIC,0,7,0,0,1,1,0,0,0,0,0,0,0,9
2012,DoD,DTRA,24,20,9,4,2,8,1,1,3,0,3,1,0,76
2012,DoD,EUCOM,1,0,4,0,0,0,1,0,0,1,3,1,4,15
2012,DoD,NAVY,378,1737,605,330,223,168,109,92,79,39,166,84,178,4188
2012,DoD,NGA,6,11,3,4,6,7,11,3,4,4,26,14,47,146
2012,DoD,NGB,19,10,9,8,3,5,3,7,1,3,2,1,0,71
2012,DoD,NORTHCOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,DoD,NRO,0,5,11,16,5,7,7,2,2,0,4,6,13,78
2012,DoD,NSA,0,0,0,0,0,0,0,2,0,1,3,3,27,36
2012,DoD,OSD/JS,149,127,69,63,49,32,17,18,16,21,74,44,237,916
2012,DoD,PACOM,3,3,13,3,3,8,0,1,1,0,2,4,2,43
2012,DoD,SOCOM,7,15,11,5,7,25,17,1,7,0,6,8,34,143
2012,DoD,SOUTHCOM,0,2,6,3,4,8,5,2,8,6,11,9,9,73
2012,DoD,STRATCOM,2,2,2,3,0,0,0,0,1,0,0,0,0,10
2012,DoD,TRANSCOM,0,13,7,7,3,5,6,1,1,0,1,3,2,49
2012,DoD,TRICARE,6,10,7,2,2,1,1,0,1,0,2,0,0,32
2012,DOE,BPA,14,9,8,3,3,1,0,1,0,0,0,0,0,39
2012,DOE,CBFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,DOE,CH,11,2,0,0,0,0,0,0,0,0,0,0,0,13
2012,DOE,EMCBC,2,0,0,1,0,0,0,0,0,0,1,0,0,4
2012,DOE,GFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,DOE,HQ,28,20,22,12,8,8,12,4,3,4,18,6,15,160
2012,DOE,ID,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,DOE,NETL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,DOE,NNSA,59,61,34,23,8,12,6,5,9,1,25,8,18,269
2012,DOE,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,DOE,NRLFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,DOE,ORO,3,2,1,2,0,0,0,1,0,1,0,0,0,10
2012,DOE,OSTI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,DOE,ROO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,DOE,SEPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,DOE,SPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,DOE,SRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,DOE,SWPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,DOE,WAPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,DOI,BIA,650,167,29,14,12,5,12,10,1,2,8,5,3,918
2012,DOI,BLM,360,165,42,38,19,19,21,11,6,10,31,9,7,738
2012,DOI,BOEM,20,15,3,3,1,4,2,0,0,1,1,0,0,50
2012,DOI,BOR,127,34,5,6,3,0,1,0,0,0,1,5,0,182
2012,DOI,BSEE,57,22,5,4,2,3,2,2,6,1,9,1,2,116
2012,DOI,FWS,520,144,57,34,26,17,15,5,5,6,10,9,8,856
2012,DOI,NPS,557,102,36,18,14,11,6,4,5,2,6,3,5,769
2012,DOI,OIG,28,6,3,2,2,1,0,1,1,2,1,2,35,84
2012,DOI,OS,148,55,19,17,16,14,8,7,13,11,20,13,12,353
2012,DOI,OSM,31,7,1,1,1,1,0,0,0,0,2,2,3,49
2012,DOI,SOL,10,2,8,4,2,4,0,1,0,1,4,7,14,57
2012,DOI,USGS,134,11,2,0,0,0,0,0,0,0,0,0,0,147
2012,DOJ,Office of the AG,8,16,15,10,8,7,8,6,5,1,20,11,30,145
2012,DOJ,Office of the DAG,4,7,13,6,9,5,3,5,1,2,20,13,23,111
2012,DOJ,Office of the Assoc. AG,2,5,6,5,9,4,5,1,0,1,4,5,3,50
2012,DOJ,Antitrust,10,7,6,1,1,2,1,5,3,0,1,3,12,52
2012,DOJ,ATF,813,215,53,14,11,10,2,3,0,0,3,0,0,1124
2012,DOJ,BOP,152,210,162,144,91,75,57,48,33,27,94,31,16,1140
2012,DOJ,Civil,213,45,16,7,9,2,2,2,0,0,6,5,2,309
2012,DOJ,Civil Rights,3,2,9,17,10,9,8,3,4,2,23,43,52,185
2012,DOJ,COPS,91,1,0,0,0,0,0,0,0,0,0,0,0,92
2012,DOJ,Criminal,35,62,35,13,12,4,2,3,3,1,12,2,4,188
2012,DOJ,CRS,0,3,0,0,0,0,0,0,0,0,0,0,0,3
2012,DOJ,DEA,429,103,108,85,97,113,73,82,77,47,175,90,61,1540
2012,DOJ,ENRD,3,7,1,1,3,0,1,0,1,0,0,0,0,17
2012,DOJ,EOIR,77,11,2,2,1,0,0,0,0,0,1,0,0,94
2012,DOJ,EOUSA,763,979,542,264,148,90,64,56,40,35,100,64,177,3322
2012,DOJ,EOUST,7,7,2,2,1,0,0,0,0,1,0,0,0,20
2012,DOJ,FBI,10,30,40,58,63,52,50,38,41,25,94,55,54,610
2012,DOJ,FCSC,18,2,3,2,0,0,0,0,0,0,0,0,0,25
2012,DOJ,JMD,19,9,1,4,4,2,4,1,2,1,3,1,1,52
2012,DOJ,NSD,0,1,3,6,1,1,4,1,0,0,3,2,3,25
2012,DOJ,OCDETF,1,2,0,1,0,2,0,0,1,0,0,0,0,7
2012,DOJ,OFDT,5,3,1,0,1,0,0,0,0,0,0,0,0,10
2012,DOJ,OIG,0,17,19,13,8,0,1,0,0,0,0,1,0,59
2012,DOJ,OIP,3,0,1,0,1,0,0,1,1,0,2,0,7,16
2012,DOJ,OIPL,2,5,2,3,0,3,1,1,1,0,1,0,0,19
2012,DOJ,OJP,64,45,37,17,4,1,6,3,1,0,5,6,6,195
2012,DOJ,OLA,4,6,3,5,3,2,2,0,4,3,7,2,12,53
2012,DOJ,OLC,4,1,3,2,2,0,1,2,0,3,1,3,12,34
2012,DOJ,OLP,20,10,7,2,1,1,0,0,0,1,2,5,0,49
2012,DOJ,OPR,0,0,0,3,0,0,0,1,1,0,3,0,1,9
2012,DOJ,OSG,2,1,2,0,1,0,0,0,1,0,0,2,0,9
2012,DOJ,OVW,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,DOJ,Pardon Attorney,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,DOJ,Public Affairs,2,2,0,3,2,1,0,3,2,1,1,4,1,22
2012,DOJ,PRAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,DOJ,TAX,5,3,1,0,2,3,0,0,0,0,0,0,0,14
2012,DOJ,USMS,0,1,1,0,0,0,0,0,0,0,0,0,0,2
2012,DOJ,USNCB,0,0,3,1,2,2,0,1,2,0,1,0,0,12
2012,DOJ,USPC,80,9,8,7,5,4,5,1,2,0,1,1,1,124
2012,DOT,FAA,428,456,201,74,34,21,13,27,13,14,31,16,25,1353
2012,DOT,FHWA,21,8,9,1,3,2,0,0,2,0,1,0,1,48
2012,DOT,FMCSA,16,68,338,63,17,6,1,2,1,0,2,1,0,515
2012,DOT,FRA,93,80,58,32,9,9,8,9,5,7,13,10,9,342
2012,DOT,FTA,1,0,2,0,0,0,0,1,0,0,0,0,0,4
2012,DOT,MARAD,0,1,1,0,0,0,0,0,0,0,0,1,0,3
2012,DOT,NHTSA,23,31,9,2,0,3,0,0,1,0,6,0,0,75
2012,DOT,OIG,1,1,0,1,1,2,1,1,1,0,3,1,0,13
2012,DOT,OST,87,40,17,10,7,2,4,4,4,1,6,2,4,188
2012,DOT,PHMSA,46,18,3,3,1,2,3,0,1,0,1,4,11,93
2012,DOT,RITA,4,0,1,0,0,0,0,0,0,0,0,0,0,5
2012,DOT,SLSDC,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2012,ED,FSA,9,24,21,12,10,5,8,3,2,5,5,2,1,107
2012,ED,IES,0,3,1,0,1,0,0,0,0,1,1,0,0,7
2012,ED,IES-NAGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,ED,M,7,12,11,12,9,5,4,5,8,2,14,7,8,104
2012,ED,OCFO,1,1,0,1,0,0,0,0,0,1,2,0,0,6
2012,ED,OCFO-CAM,0,1,3,5,6,3,2,6,0,0,7,0,1,34
2012,ED,OCIO,0,1,1,1,0,0,0,0,0,0,0,0,0,3
2012,ED,OCO,0,1,1,0,0,0,0,0,0,0,2,0,1,5
2012,ED,OCR,4,6,6,6,2,1,0,0,2,0,1,0,0,28
2012,ED,OCR-1 Boston,0,0,2,0,3,2,0,2,0,0,1,2,1,13
2012,ED,OCR-2 New York,1,0,1,2,1,1,0,1,0,1,5,0,2,15
2012,ED,OCR-3 Philadelphia,2,4,0,1,1,0,0,0,0,0,1,0,0,9
2012,ED,OCR-4 Atlanta,3,1,0,1,1,0,0,0,0,0,0,0,0,6
2012,ED,OCR-5 Chicago,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,ED,OCR-6 Dallas,22,9,1,2,0,0,0,0,0,0,0,0,0,34
2012,ED,OCR-7 Kansas City,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2012,ED,OCR-8 Denver,3,0,0,0,0,0,0,0,0,0,0,0,0,3
2012,ED,OCR-9 San Francisco,20,2,0,0,0,0,0,0,0,0,0,0,0,22
2012,ED,OCR-10 Seattle,47,1,1,0,0,0,0,0,0,0,0,0,0,49
2012,ED,OCR-12 Cleveland,2,1,0,0,0,0,0,0,0,1,0,0,0,4
2012,ED,OCR-Metro D.C.,1,4,9,1,3,2,1,2,1,0,5,1,0,30
2012,ED,ODS,1,0,0,0,0,0,0,0,0,0,1,0,1,3
2012,ED,OELA,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2012,ED,OESE,2,2,5,2,2,0,2,1,0,0,1,1,1,19
2012,ED,OGC,1,0,2,1,0,0,0,0,1,0,1,1,2,9
2012,ED,OIG,3,0,0,0,0,1,1,1,2,1,3,0,0,12
2012,ED,OII,2,2,3,0,1,0,0,0,0,0,5,0,0,13
2012,ED,OLCA,0,1,0,0,0,1,3,1,0,0,0,0,0,6
2012,ED,OM,3,3,4,3,1,0,0,0,1,1,0,1,0,17
2012,ED,OM-PIRMS,2,1,1,1,1,1,2,0,0,0,2,5,1,17
2012,ED,OPE,5,6,4,5,2,1,1,2,0,0,3,1,0,30
2012,ED,OPEPD,0,0,0,0,0,0,0,0,0,0,1,1,1,3
2012,ED,OS,0,0,2,2,1,4,3,3,2,3,3,0,3,26
2012,ED,OSDFS,0,0,0,0,0,0,2,0,0,0,0,0,0,2
2012,ED,OSERS,5,12,0,0,0,0,1,1,0,0,2,0,0,21
2012,ED,OUS,0,0,3,0,0,0,0,0,0,0,0,0,1,4
2012,ED,OVAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,EEOC,ATLANTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,EEOC,BIRMINGHAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,EEOC,CHARLOTTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,EEOC,CHICAGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,EEOC,DALLAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,EEOC,HOUSTON,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,EEOC,INDIANAPOLIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,EEOC,LOS ANGELES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,EEOC,MEMPHIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,EEOC,MIAMI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,EEOC,NEW YORK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,EEOC,OLC/HDQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,EEOC,PHILADELPHIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,EEOC,PHOENIX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,EEOC,SAN FRANCISCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,EEOC,ST. LOUIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,EEOC,WFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,EPA,HQ,129,394,143,73,34,13,11,6,4,10,11,0,0,828
2012,EPA,Region 1,20,51,8,3,0,0,1,0,0,0,0,0,1,84
2012,EPA,Region 2,20,181,83,256,261,93,9,9,2,0,1,0,0,915
2012,EPA,Region 3,54,559,56,9,4,7,4,2,1,0,1,2,4,703
2012,EPA,Region 4,50,195,33,10,3,1,4,0,1,2,5,1,1,306
2012,EPA,Region 5,139,171,42,13,2,6,1,2,2,1,1,0,2,382
2012,EPA,Region 6,21,226,65,10,7,8,6,5,4,1,2,0,1,356
2012,EPA,Region 7,16,43,9,3,6,0,0,0,0,0,0,1,0,78
2012,EPA,Region 8,54,61,11,4,5,1,0,1,0,0,1,1,0,139
2012,EPA,Region 9,33,114,19,2,2,0,0,0,0,0,0,0,0,170
2012,EPA,Region 10,21,90,26,14,8,6,4,1,0,1,2,1,0,174
2012,Ex-Im Bank,HQ,0,1,1,1,3,0,0,1,2,0,4,4,2,19
2012,FCA,FCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,FCC,FCC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,FCSIC,FCSIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,FDIC,FDIC,46,10,3,0,0,0,0,0,0,0,0,0,0,59
2012,FEC,FEC,3,3,0,1,1,0,0,1,0,0,4,1,0,14
2012,FERC,FERC,16,13,1,0,0,0,0,0,0,0,2,0,3,35
2012,FFIEC,FFIEC,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,FHFA,FHFA FOIA,21,9,6,5,1,0,2,1,0,0,1,0,0,46
2012,FHFA,FHFA-OIG,2,0,0,0,0,0,0,0,0,0,0,0,0,2
2012,FLRA,FSIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,FLRA,Authority,0,2,0,0,0,0,0,1,0,0,0,0,0,3
2012,FLRA,IG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,FLRA,OGC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,FLRA,ATRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,FLRA,BORO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,FLRA,CHRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,FLRA,DARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,FLRA,DERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,FLRA,SFRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,FLRA,WARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,FMC,FMC,0,0,1,0,0,0,0,0,1,1,6,3,1,13
2012,FMCS,FMCS,19,0,0,0,0,0,0,0,0,0,0,0,0,19
2012,FMSHRC,FMSHRC,8,3,0,0,0,0,0,0,0,0,0,0,0,11
2012,FOMC,FOMC,0,2,1,0,1,0,0,2,0,0,0,0,0,6
2012,FRB,FRB,198,101,45,48,25,21,10,22,7,18,32,2,2,531
2012,FRTIB,FRTIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,FTC,FTC,195,40,13,12,5,4,3,6,0,2,1,0,2,283
2012,GSA,GSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,HHS,ACF,17,8,9,5,1,3,0,2,0,0,1,0,2,48
2012,HHS,CMS,2583,202,107,90,60,61,40,56,65,97,893,383,155,4792
2012,HHS,OIG,149,27,18,16,4,8,2,1,1,0,3,0,0,229
2012,HHS,AHRQ,8,9,8,8,0,0,0,0,0,0,0,0,0,33
2012,HHS,CDC,291,122,95,77,46,46,34,32,13,14,55,21,20,866
2012,HHS,FDA,23,84,123,149,152,135,186,201,213,151,907,411,1481,4216
2012,HHS,HRSA,133,51,15,5,6,1,0,4,0,1,4,1,0,221
2012,HHS,IHS,5,12,8,6,4,8,7,3,0,0,0,0,0,53
2012,HHS,NIH,43,27,16,19,16,7,6,6,6,3,6,1,2,158
2012,HHS,SAMHSA,6,17,12,8,7,6,1,2,1,3,3,2,0,68
2012,HHS,OS,762,65,50,19,19,11,12,10,4,3,28,16,89,1088
2012,HHS,OASH,2,40,30,27,13,17,12,9,5,6,32,13,18,224
2012,HHS,ACL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,HUD,HQ,100,59,52,41,28,34,31,15,21,17,44,10,10,462
2012,HUD,OIG,2,1,0,1,0,0,0,0,0,0,0,0,0,4
2012,HUD,R01,10,8,0,1,0,0,0,0,0,0,0,0,0,19
2012,HUD,R02,17,14,0,2,0,0,0,0,0,0,0,0,0,33
2012,HUD,R03,21,9,4,0,0,0,0,0,0,0,0,0,0,34
2012,HUD,R04,17,8,3,1,0,0,0,0,0,0,0,0,0,29
2012,HUD,R05,7,1,0,0,0,0,0,0,0,0,0,0,0,8
2012,HUD,R06,10,6,1,1,0,0,0,0,0,0,0,0,0,18
2012,HUD,R07,4,1,0,1,1,1,0,0,0,0,0,0,0,8
2012,HUD,R08,16,4,1,0,0,0,0,0,0,0,0,0,0,21
2012,HUD,R09,36,29,9,1,2,0,0,0,0,0,0,0,0,77
2012,HUD,R0X,10,6,3,0,0,0,0,0,0,0,0,0,0,19
2012,IAF,IAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,IMLS,IMLS,0,3,0,0,0,0,0,0,0,0,0,0,0,3
2012,LSC,OLA,1,2,0,0,0,0,0,0,0,0,0,0,0,3
2012,LSC,OIG,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2012,MCC,MCC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,MSPB,MSPB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,NARA,NARA,388,123,39,31,16,16,9,10,12,14,88,65,824,1635
2012,NASA,ARC,16,4,1,0,0,0,0,0,0,0,0,0,2,23
2012,NASA,DFRC,0,4,1,0,0,1,1,0,0,0,1,0,0,8
2012,NASA,GRC,17,7,5,1,0,0,0,0,0,0,0,0,0,30
2012,NASA,GSFC,43,9,11,6,4,1,0,0,0,0,0,0,0,74
2012,NASA,HQ,63,20,8,1,2,0,1,0,0,1,5,1,4,106
2012,NASA,JPL,36,0,0,0,0,0,0,0,0,0,0,0,0,36
2012,NASA,JSC,66,25,13,4,3,2,0,0,0,0,0,0,0,113
2012,NASA,KSC,23,7,5,1,2,2,1,0,0,0,0,0,0,41
2012,NASA,LaRC,12,3,2,1,0,0,0,0,0,0,0,0,0,18
2012,NASA,MSFC,11,3,1,1,0,0,0,0,0,0,0,0,0,16
2012,NASA,NSSC,8,2,0,1,0,0,0,0,0,0,0,0,0,11
2012,NASA,OGC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,NASA,OIG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,NASA,SSC,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,NCPC,NCPC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,NCUA,NCUA,2,2,6,1,0,2,0,0,0,2,6,5,0,26
2012,NEA,NEA,0,0,2,1,0,1,0,0,0,0,1,1,0,6
