Year,Agency,Component,1-20 Days,21-40 Days,41-60 Days,61-80 Days,81-100 Days,101-120 Days,121-140 Days,141-160 Days,161-180 Days,181-200 Days,201-300 Days,301-400 Days,400+ Days,Total
2012,NEH,NEH,4,6,2,0,0,0,0,0,0,0,0,0,0,12
2012,NIGC,NIGC,0,0,0,0,2,0,0,0,0,0,1,0,0,3
2012,NMB,NMB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,NRPC,NRPC,68,25,9,8,4,6,5,6,3,1,9,9,12,165
2012,NSF,OGC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,NSF,OIG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,NTSB,NTSB,54,32,7,11,1,1,4,3,5,1,17,13,6,155
2012,ODNI,ODNI,22,18,6,4,2,2,0,1,2,1,4,3,16,81
2012,OGE,OGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,OMB,OMB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,ONDCP,ONDCP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,ONHIR,ONHIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,OPIC,OPIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,OPM,OPM,136,866,2654,584,76,62,36,9,11,7,14,3,1,4459
2012,OSC,OSC,6,1,2,0,1,0,0,1,0,0,3,2,3,19
2012,OSHRC,OSHRC,0,2,0,0,0,0,0,0,0,0,0,0,0,2
2012,OSTP,OSTP,7,2,4,1,2,0,0,0,0,0,0,0,0,16
2012,PBGC,PBGC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,PC,FOIA Office,0,0,0,0,0,0,0,2,1,1,2,1,1,8
2012,PRC,PRC,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2012,RATB,RATB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,SBA,SBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,SEC,SEC,3,0,0,0,0,0,0,2,0,0,0,0,4,9
2012,SIGAR,SIGAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,SIGIR,SIGIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,SSA,SSA,111,110,64,51,28,15,15,15,0,6,13,0,0,428
2012,SSS,SSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,State,DoS,8,22,16,30,28,69,54,59,57,49,327,225,1109,2053
2012,State,OIG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Treasury,BEP,12,5,0,0,0,0,0,0,0,0,0,0,0,17
2012,Treasury,BPD,115,2,0,0,0,0,0,0,0,0,0,0,0,117
2012,Treasury,CFPB,22,14,12,0,6,4,0,0,1,0,0,0,0,59
2012,Treasury,DO,801,73,48,36,26,27,12,12,9,12,28,14,37,1135
2012,Treasury,FinCEN,119,0,0,1,0,0,0,0,0,0,0,0,0,120
2012,Treasury,FMS,38,12,1,0,0,0,0,0,0,0,0,0,0,51
2012,Treasury,IRS,5516,1829,520,160,49,26,24,12,8,4,13,11,7,8179
2012,Treasury,MINT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Treasury,OCC,46,32,17,6,4,5,2,2,0,2,0,0,0,116
2012,Treasury,TIGTA,180,28,3,4,0,2,0,0,0,0,0,0,0,217
2012,Treasury,TTB,41,16,0,0,0,0,0,0,0,0,0,0,0,57
2012,TVA,TVA,0,26,10,0,1,1,1,0,0,0,0,0,0,39
2012,U.S. CPSC,U.S. CPSC,116,88,56,71,63,61,49,28,25,17,50,13,17,654
2012,U.S. DOL,ADJ BDS,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,U.S. DOL,ALJ,132,6,3,1,1,0,0,0,1,0,0,0,0,144
2012,U.S. DOL,ASP,1,1,0,0,1,1,0,0,0,0,0,0,14,18
2012,U.S. DOL,BLS,15,2,1,0,2,0,0,0,0,0,0,0,0,20
2012,U.S. DOL,CFO,6,9,0,2,2,0,0,0,0,0,0,0,6,25
2012,U.S. DOL,EBSA,253,102,22,9,8,0,5,1,1,4,3,1,25,434
2012,U.S. DOL,ETA,720,140,69,13,11,3,2,1,0,0,1,0,0,960
2012,U.S. DOL,EXEC SEC,0,0,0,0,0,0,0,0,0,1,1,1,3,6
2012,U.S. DOL,ILAB,19,1,1,0,0,0,0,0,0,0,1,0,1,23
2012,U.S. DOL,MSHA,1619,276,63,35,17,10,6,2,4,0,13,9,36,2090
2012,U.S. DOL,OASAM,87,85,32,9,3,3,0,3,3,1,2,0,0,228
2012,U.S. DOL,OCIA,12,4,3,1,0,0,1,0,0,0,0,0,8,29
2012,U.S. DOL,ODEP,13,0,0,0,0,0,0,0,0,0,0,0,57,70
2012,U.S. DOL,OFCCP,184,61,17,13,9,5,3,0,1,3,3,0,0,299
2012,U.S. DOL,OIG,5,2,0,0,1,1,0,1,0,1,2,1,2,16
2012,U.S. DOL,OLMS,24,7,2,2,1,0,0,0,0,0,1,0,0,37
2012,U.S. DOL,OPA,9,1,0,2,0,0,1,0,1,1,0,0,8,23
2012,U.S. DOL,OSEC,6,3,4,0,1,2,0,1,0,1,0,0,0,18
2012,U.S. DOL,OSHA,2960,582,139,55,56,27,29,17,14,6,42,14,55,3996
2012,U.S. DOL,OWCP,243,70,9,4,0,1,0,0,0,0,0,1,28,356
2012,U.S. DOL,SOL,37,16,17,7,6,5,2,3,2,0,3,5,11,114
2012,U.S. DOL,VETS,147,89,66,42,3,4,2,1,0,0,5,1,5,365
2012,U.S. DOL,WB,1,0,0,0,0,1,0,0,0,0,0,0,1,3
2012,U.S. DOL,WHD,239,192,52,35,11,13,10,8,4,1,15,5,12,597
2012,US ADF,US ADF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,US RRB,OIG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,US RRB,RRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,USAID,USAID,27,18,21,21,11,8,6,8,5,4,16,18,67,230
2012,USCCR,USCCR,4,0,1,1,0,0,0,0,0,0,0,0,0,6
2012,USDA,AMS,13,6,6,6,3,3,4,2,1,0,2,1,1,48
2012,USDA,APHIS,3,1,4,2,1,1,0,2,0,1,1,4,5,25
2012,USDA,ASCR,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2012,USDA,DM,2,1,0,0,0,0,0,0,0,0,0,0,0,3
2012,USDA,FAS,21,0,0,0,0,0,0,0,0,0,0,0,0,21
2012,USDA,FNCS,23,9,2,2,0,0,0,0,0,0,1,0,0,37
2012,USDA,FS,198,135,62,41,11,18,9,9,5,2,10,0,1,501
2012,USDA,FSA,416,108,60,25,5,1,2,1,3,1,0,0,0,622
2012,USDA,FSIS,10,14,4,6,3,3,5,9,2,12,38,25,52,183
2012,USDA,GIPSA,1,4,7,2,2,0,2,0,0,0,0,0,0,18
2012,USDA,NAD,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2012,USDA,NRCS,11,3,3,1,1,1,2,0,0,0,0,0,1,23
2012,USDA,OBPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,USDA,OCFO,5,1,0,0,0,0,0,0,0,0,0,0,0,6
2012,USDA,OGC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,USDA,OIG,0,10,10,6,8,5,2,0,0,0,0,0,0,41
2012,USDA,OSEC/OCIO,6,3,2,4,2,1,2,1,1,1,0,11,1,35
2012,USDA,RD,0,0,1,4,3,0,1,1,0,2,3,2,1,18
2012,USDA,REE,3,73,29,4,2,0,0,0,0,0,0,0,0,111
2012,USDA,RMA,0,2,0,0,0,0,0,0,0,0,0,0,0,2
2012,USIBWC,USIBWC,1,5,0,1,0,0,0,0,0,0,0,0,0,7
2012,USITC,USITC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,USNRC,USNRC,88,33,12,7,9,3,6,2,2,3,7,2,1,175
2012,USPS,PS,51,48,6,5,2,4,3,1,3,0,5,0,1,129
2012,USPS,OIG,5,3,0,2,0,0,0,0,0,0,0,0,0,10
2012,USPS,PIS,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2012,USTDA,USTDA,11,1,1,0,1,0,0,0,0,0,0,0,0,14
2012,USTR,USTR,8,4,0,0,1,0,1,0,0,0,1,1,3,19
2012,VA,Admin,0,0,0,1,0,1,0,0,0,0,2,0,0,4
2012,VA,BVA,4,3,0,1,0,0,0,0,0,0,0,0,0,8
2012,VA,C&LA,6,14,4,1,0,0,0,0,0,0,0,0,0,25
2012,VA,CFM,3,2,1,9,2,0,2,2,2,1,3,0,0,27
2012,VA,GC,21,14,1,2,1,1,0,0,0,0,0,0,0,40
2012,VA,HRM,2,2,1,0,0,2,0,1,1,2,1,7,2,21
2012,VA,IG,115,23,2,3,1,2,1,0,0,0,0,0,0,147
2012,VA,Mgmt,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,VA,NCA,180,29,9,2,1,3,0,0,0,0,0,0,0,224
2012,VA,OAL,157,20,14,6,3,3,1,0,0,0,0,0,0,204
2012,VA,OASHRA,1,0,0,0,0,0,0,0,0,0,0,2,0,3
2012,VA,OASP&IA,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,VA,ODASB,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2012,VA,ODASIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,VA,ODI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,VA,OF,10,4,3,2,0,1,0,0,0,0,0,0,0,20
2012,VA,OIT,141,14,6,2,1,2,2,0,1,2,7,2,1,181
2012,VA,ORM,15,2,0,0,0,0,0,0,0,0,0,0,0,17
2012,VA,OSDBU,1,2,0,0,0,3,1,3,2,1,2,2,0,17
2012,VA,OSP,12,2,0,0,0,0,0,0,0,0,0,0,0,14
2012,VA,P&P,1,0,0,0,0,0,0,1,0,0,0,0,0,2
2012,VA,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,VA,SEC,16,5,1,2,0,1,0,0,0,0,2,0,1,28
2012,VA,VBA,1696,938,433,380,120,47,31,28,35,33,132,11,1,3885
2012,VA,VHA,6339,994,268,158,82,91,72,20,18,12,86,32,29,8201
2013,ABMC,ABMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,AFRH,AFRH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,BBG,BBG,6,7,4,6,3,0,0,0,0,0,0,0,0,26
2013,CEQ,CEQ,1,0,0,1,0,1,1,0,2,0,0,0,0,6
2013,CFPB,CFPB,1,26,24,10,6,1,0,1,0,0,0,0,0,69
2013,CFTC,CFTC,0,1,5,3,2,3,2,1,0,2,10,4,8,41
2013,CIA,CIA,209,306,334,206,106,78,74,46,20,38,75,34,214,1740
2013,CIGIE,CIGIE,0,0,2,2,1,1,0,0,0,0,0,0,0,6
2013,CNCS,CNCS,0,3,2,0,0,2,0,0,0,0,2,3,1,13
2013,CO,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,CPPBSD,CPPBSD,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,CSB,CSB,0,1,1,0,0,0,0,0,0,0,0,0,18,20
2013,CSOSA,CSOSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,DHS,CBP,60,42,47,30,21,20,14,27,13,11,32,4,3,324
2013,DHS,CRCL,35,8,1,0,1,0,0,0,0,0,0,0,0,45
2013,DHS,FEMA,37,53,58,73,32,12,6,11,7,12,33,18,29,381
2013,DHS,FLETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,DHS,I&A,26,30,21,8,3,2,0,1,2,2,3,0,0,98
2013,DHS,ICE,815,651,307,241,139,164,147,150,101,21,53,17,11,2817
2013,DHS,NPPD,59,41,21,9,4,3,2,0,0,1,0,2,0,142
2013,DHS,OIG,5,13,8,9,3,2,3,4,1,1,0,1,0,50
2013,DHS,OPS,14,0,0,0,0,0,0,0,0,0,0,0,0,14
2013,DHS,PRIV,96,68,42,26,13,18,13,12,5,5,18,0,1,317
2013,DHS,S&T,0,0,0,1,3,0,1,0,0,1,0,0,0,6
2013,DHS,TSA,0,141,83,48,53,42,41,36,30,28,123,147,304,1076
2013,DHS,USCG,4,559,150,60,35,27,13,16,18,11,42,26,64,1025
2013,DHS,USCIS,32284,56052,6862,6402,876,807,321,111,53,21,49,6,2820,106664
2013,DHS,USSS,0,250,83,58,47,36,42,19,35,27,55,39,143,834
2013,DNFSB,DNFSB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,DOC,BIS,1,8,0,1,0,0,0,0,0,0,0,0,0,10
2013,DOC,Census,136,11,0,1,0,0,0,0,1,0,0,0,0,149
2013,DOC,EDA,0,13,6,1,1,0,0,0,0,0,0,0,0,21
2013,DOC,ESA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,DOC,ITA,1,8,2,4,1,1,0,1,0,0,2,2,3,25
2013,DOC,MBDA,0,0,0,0,0,2,0,0,0,0,0,0,0,2
2013,DOC,NIST,0,20,11,9,7,3,3,2,1,3,3,1,3,66
2013,DOC,NOAA,0,88,52,22,19,19,16,9,9,10,18,16,8,286
2013,DOC,NTIA,19,3,2,1,0,0,0,2,0,1,1,3,1,33
2013,DOC,NTIS,0,1,2,2,0,0,0,0,0,0,0,0,0,5
2013,DOC,OIG,0,14,4,7,1,1,1,0,0,0,0,0,0,28
2013,DOC,OS,0,26,27,12,13,6,13,12,2,1,17,3,3,135
2013,DOC,PTO,0,24,3,0,0,0,0,0,0,0,0,0,0,27
2013,DoD,AF,495,675,305,197,125,74,60,50,41,32,137,74,56,2321
2013,DoD,AFRICOM,0,1,3,2,5,1,4,3,2,7,14,3,1,46
2013,DoD,ARMY,6676,2071,743,412,216,136,119,79,45,69,133,47,97,10843
2013,DoD,ASBCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,DoD,CENTCOM,53,27,27,24,19,18,6,13,7,7,24,25,27,277
2013,DoD,DCAA,7,2,0,0,1,0,0,0,0,0,0,0,0,10
2013,DoD,DCMA,0,13,11,12,6,8,1,3,2,2,8,2,12,80
2013,DoD,DeCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,DoD,DFAS,5,5,1,0,0,0,0,0,0,0,1,0,0,12
2013,DoD,DIA,0,36,26,29,39,25,26,21,16,17,52,28,442,757
2013,DoD,DISA,13,7,1,0,0,0,0,0,0,0,0,0,0,21
2013,DoD,DLA,383,83,19,5,5,1,5,2,2,3,4,0,0,512
2013,DoD,DoD IG,101,85,27,13,14,12,5,6,8,7,17,9,28,332
2013,DoD,DoDEA,1,5,3,0,2,0,0,0,0,0,0,0,0,11
2013,DoD,DSS,0,5,0,3,0,0,0,0,0,0,0,0,0,8
2013,DoD,DTIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,DoD,DTRA,14,24,7,9,6,3,1,1,1,4,25,1,3,99
2013,DoD,EUCOM,4,4,6,1,4,1,2,2,1,1,1,1,10,38
2013,DoD,JPRA,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2013,DoD,NAVY,1230,1705,491,242,162,119,82,56,44,27,135,83,189,4565
2013,DoD,NGA,21,16,9,0,2,2,3,7,3,6,13,5,31,118
2013,DoD,NGB,4,21,1,6,6,5,4,2,2,0,3,0,1,55
2013,DoD,NORTHCOM,0,10,8,1,2,1,1,3,0,1,0,1,7,35
2013,DoD,NRO,0,17,23,8,12,20,21,11,3,4,13,1,7,140
2013,DoD,NSA,1,2,1,2,2,2,0,2,0,1,3,10,37,63
2013,DoD,OSD/JS,141,97,84,48,39,40,31,21,19,14,50,36,137,757
2013,DoD,PACOM,0,6,10,2,6,2,1,0,1,1,5,1,2,37
2013,DoD,SOCOM,18,8,3,7,4,4,2,1,3,1,3,5,19,78
2013,DoD,SOUTHCOM,0,12,7,9,4,5,7,6,8,9,12,10,15,104
2013,DoD,STRATCOM,0,4,1,1,0,2,1,0,0,0,0,0,0,9
2013,DoD,TRANSCOM,0,10,9,0,0,0,1,0,1,0,2,3,5,31
2013,DoD,TRICARE,2,20,9,3,2,1,0,0,1,1,2,0,0,41
2013,DOE,BPA,24,12,3,1,3,0,2,1,0,1,0,1,0,48
2013,DOE,CBFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,DOE,CH,9,2,0,1,0,0,0,0,0,0,0,1,0,13
2013,DOE,EMCBC,3,1,0,0,1,0,0,0,0,0,0,0,0,5
2013,DOE,GFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,DOE,HQ,20,35,33,15,6,7,6,5,5,5,17,22,49,225
2013,DOE,ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,DOE,NETL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,DOE,NNSA,63,57,33,13,6,3,2,7,3,0,11,9,17,224
2013,DOE,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,DOE,NRLFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,DOE,ORO,5,4,0,2,1,2,0,0,0,1,2,0,1,18
2013,DOE,OSTI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,DOE,ROO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,DOE,SEPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,DOE,SPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,DOE,SRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,DOE,SWPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,DOE,WAPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,DOI,BIA,1090,211,47,25,16,8,3,4,4,1,13,6,4,1432
2013,DOI,BLM,322,161,64,41,26,18,8,6,4,3,15,3,7,678
2013,DOI,BOEM,21,8,4,0,0,2,4,1,0,2,4,6,0,52
2013,DOI,BOR,100,25,3,3,1,0,0,0,0,0,0,0,0,132
2013,DOI,BSEE,70,31,16,6,6,3,7,9,4,3,7,2,11,175
2013,DOI,FWS,506,144,64,32,27,10,13,4,5,9,20,5,9,848
2013,DOI,NPS,454,117,50,23,15,9,8,4,2,3,7,4,2,698
2013,DOI,OIG,20,4,7,6,1,4,0,3,0,1,3,2,24,75
2013,DOI,OS,144,53,20,16,6,5,3,3,4,4,8,9,7,282
2013,DOI,OSM,28,9,1,1,0,1,0,0,0,0,2,0,1,43
2013,DOI,SOL,19,13,15,5,1,2,0,1,0,0,7,1,7,71
2013,DOI,USGS,125,13,5,1,0,0,0,0,0,0,0,0,1,145
2013,DOJ,Office of the AG,9,16,5,8,7,4,0,6,3,2,18,8,53,139
2013,DOJ,Office of the DAG,3,11,4,5,3,10,1,5,5,3,15,7,28,100
2013,DOJ,Office of the Assoc. AG,1,3,1,2,2,3,0,4,0,2,6,2,9,35
2013,DOJ,Antitrust,11,9,9,1,1,2,3,0,0,1,1,0,10,48
2013,DOJ,ATF,341,203,83,62,40,30,11,9,11,13,14,11,5,833
2013,DOJ,BOP,183,130,108,127,72,34,35,28,16,20,99,64,19,935
2013,DOJ,Civil,152,32,21,15,14,7,7,11,5,5,21,7,21,318
2013,DOJ,Civil Rights,1,1,17,15,9,11,3,5,2,0,39,44,34,181
2013,DOJ,COPS,59,3,1,0,0,0,0,0,0,0,0,0,0,63
2013,DOJ,Criminal,34,35,19,21,17,13,10,4,3,5,11,8,5,185
2013,DOJ,CRS,1,1,0,0,0,0,0,0,0,0,0,0,0,2
2013,DOJ,DEA,287,175,158,140,97,76,64,51,48,37,58,20,15,1226
2013,DOJ,ENRD,2,0,3,0,3,1,0,2,2,1,1,0,0,15
2013,DOJ,EOIR,6,0,0,0,0,0,0,0,0,0,0,0,0,6
2013,DOJ,EOUSA,290,869,403,346,257,198,151,106,96,74,223,67,127,3207
2013,DOJ,EOUST,12,6,2,0,0,0,1,0,0,0,1,0,0,22
2013,DOJ,FBI,15,17,23,30,23,31,28,27,35,35,130,77,77,548
2013,DOJ,FCSC,16,2,0,0,0,0,1,0,0,0,0,0,0,19
2013,DOJ,JMD,15,7,4,5,2,3,2,1,1,1,5,3,0,49
2013,DOJ,NSD,1,0,2,0,3,0,1,1,3,1,2,0,0,14
2013,DOJ,OCDETF,4,5,2,1,0,0,0,0,0,0,0,0,0,12
2013,DOJ,OIG,1,53,59,64,30,22,10,4,5,0,1,0,2,251
2013,DOJ,OIP,4,1,0,2,0,2,0,0,0,0,5,2,3,19
2013,DOJ,OJP,30,37,41,19,12,10,8,5,3,3,7,2,5,182
2013,DOJ,OLA,4,5,1,5,2,2,0,3,1,1,8,6,10,48
2013,DOJ,OLC,3,1,0,1,0,0,0,1,3,0,4,1,1,15
2013,DOJ,OLP,13,6,2,3,1,1,0,1,0,0,3,3,3,36
2013,DOJ,OPR,3,0,2,4,1,1,2,0,2,0,1,3,7,26
2013,DOJ,OSG,0,2,0,0,0,0,0,1,0,0,1,1,7,12
2013,DOJ,OVW,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,DOJ,Pardon Attorney,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,DOJ,Public Affairs,1,2,1,1,1,2,0,1,0,0,5,2,3,19
2013,DOJ,PRAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,DOJ,TAX,5,2,4,1,0,1,0,2,1,0,0,0,0,16
2013,DOJ,USMS,1,0,1,1,2,0,0,2,0,0,0,1,0,8
2013,DOJ,USNCB,7,1,0,0,0,0,0,0,0,0,1,0,0,9
2013,DOJ,USPC,46,18,12,11,6,3,0,1,1,0,0,1,0,99
2013,DOT,FAA,320,508,143,52,23,20,7,10,6,5,13,9,25,1141
2013,DOT,FHWA,24,6,0,2,1,0,0,0,0,0,2,0,0,35
2013,DOT,FMCSA,35,16,280,152,27,2,8,3,2,1,3,0,0,529
2013,DOT,FRA,125,80,58,18,10,9,7,4,3,6,3,3,5,331
2013,DOT,FTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,DOT,MARAD,0,0,0,0,1,0,0,1,0,0,0,0,0,2
2013,DOT,NHTSA,14,11,1,3,3,4,0,0,3,0,9,2,0,50
2013,DOT,OIG,1,5,1,0,0,0,6,0,0,1,3,0,0,17
2013,DOT,OST,89,45,18,10,6,3,4,7,3,4,10,4,6,209
2013,DOT,PHMSA,69,14,5,3,2,2,0,0,2,1,5,1,3,107
2013,DOT,RITA,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,DOT,SLSDC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,ED,FSA,24,35,26,24,16,10,5,7,5,3,7,0,0,162
2013,ED,IES,24,10,7,0,0,0,0,0,0,1,0,0,0,42
2013,ED,IES-NAGB,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2013,ED,M,16,27,27,14,17,14,9,4,2,2,8,2,4,146
2013,ED,OCFO,0,0,2,1,1,0,0,0,0,0,0,0,0,4
2013,ED,OCFO-CAM,8,7,6,3,2,3,2,1,0,2,0,1,0,35
2013,ED,OCIO,2,3,0,0,0,0,0,0,0,0,0,0,0,5
2013,ED,OCO,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2013,ED,OCR,24,24,11,5,5,1,0,0,0,0,1,0,0,71
2013,ED,OCR-1 Boston,9,9,3,0,2,0,1,3,0,1,1,0,0,29
2013,ED,OCR-2 New York,2,9,6,3,7,2,0,0,4,0,1,1,0,35
2013,ED,OCR-3 Philadelphia,5,2,0,1,0,0,0,0,0,0,1,0,0,9
2013,ED,OCR-4 Atlanta,1,5,3,2,4,1,0,0,0,0,3,0,0,19
2013,ED,OCR-5 Chicago,10,4,0,0,0,0,0,0,0,0,0,0,0,14
2013,ED,OCR-6 Dallas,49,22,3,1,1,0,0,0,0,0,0,0,0,76
2013,ED,OCR-7 Kansas City,0,2,0,0,0,0,1,0,0,0,0,0,0,3
2013,ED,OCR-8 Denver,4,0,0,0,0,0,0,0,0,0,0,0,0,4
2013,ED,OCR-9 San Francisco,45,4,0,0,0,0,0,0,0,0,0,0,0,49
2013,ED,OCR-10 Seattle,69,1,0,0,0,0,0,0,0,0,0,0,0,70
2013,ED,OCR-12 Cleveland,6,12,3,1,2,2,0,0,0,0,0,0,0,26
2013,ED,OCR-Metro D.C.,7,9,3,3,3,0,2,2,2,0,3,1,0,35
2013,ED,ODS,2,2,0,1,0,0,0,0,0,0,0,0,0,5
2013,ED,OESE,14,24,19,2,6,3,1,2,0,0,0,1,0,72
2013,ED,OGC,1,1,0,0,0,0,0,0,0,0,0,0,0,2
2013,ED,OIG,9,8,0,2,4,0,0,0,1,0,0,0,0,24
2013,ED,OII,10,9,2,3,1,0,0,0,0,0,0,1,0,26
2013,ED,OLCA,1,2,0,2,0,1,0,0,0,0,0,0,0,6
2013,ED,OM,18,23,3,1,5,0,0,2,0,1,2,0,0,55
2013,ED,OM-PIRMS,79,12,4,6,2,7,2,3,2,3,5,0,1,126
2013,ED,OPE,18,31,8,3,3,1,0,1,0,1,0,0,0,66
2013,ED,OPEPD,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2013,ED,OS,0,1,0,0,0,2,0,0,0,0,0,0,7,10
2013,ED,OSERS,14,19,2,2,6,2,0,0,0,0,0,0,0,45
2013,ED,OVAE,1,0,1,0,0,0,0,0,0,0,0,0,0,2
2013,EEOC,ATLANTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,EEOC,BIRMINGHAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,EEOC,CHARLOTTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,EEOC,CHICAGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,EEOC,DALLAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,EEOC,HOUSTON,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,EEOC,INDIANAPOLIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,EEOC,LOS ANGELES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,EEOC,MEMPHIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,EEOC,MIAMI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,EEOC,NEW YORK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,EEOC,OLC/HDQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,EEOC,PHILADELPHIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,EEOC,PHOENIX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,EEOC,SAN FRANCISCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,EEOC,ST. LOUIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,EEOC,WFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,EPA,HQ,47,335,148,83,69,37,33,23,24,21,65,34,25,944
2013,EPA,Region 1,0,45,7,1,1,1,0,0,0,0,0,1,1,57
2013,EPA,Region 2,0,613,170,75,15,18,14,8,7,4,2,0,0,926
2013,EPA,Region 3,0,639,160,29,10,4,2,9,6,1,5,4,0,869
2013,EPA,Region 4,6,358,69,26,4,2,6,2,2,1,5,1,1,483
2013,EPA,Region 5,4,365,56,18,5,6,1,1,3,1,5,0,1,466
2013,EPA,Region 6,93,219,98,73,14,10,4,5,2,5,9,8,2,542
2013,EPA,Region 7,8,60,5,4,5,4,1,0,0,1,0,0,0,88
2013,EPA,Region 8,3,102,21,13,2,3,2,3,2,1,2,0,1,155
2013,EPA,Region 9,6,184,45,22,20,22,18,3,1,1,5,1,1,329
2013,EPA,Region 10,4,62,34,18,17,6,8,3,2,2,0,2,0,158
2013,Ex-Im Bank,HQ,0,0,1,1,1,0,1,1,2,1,6,5,7,26
