Year,Agency,Component,No. of Full Grants,No. of Partial Grants/ Partial Denials,No. of Full Denials Based on Exemptions,Number of Full Denials Based on Reasons Other than Exemptions,Number of Full Denials Based on Reasons Other than Exemptions.1,Number of Full Denials Based on Reasons Other than Exemptions.2,Number of Full Denials Based on Reasons Other than Exemptions.3,Number of Full Denials Based on Reasons Other than Exemptions.4,Number of Full Denials Based on Reasons Other than Exemptions.5,Number of Full Denials Based on Reasons Other than Exemptions.6,Number of Full Denials Based on Reasons Other than Exemptions.7,Number of Full Denials Based on Reasons Other than Exemptions.8,Total
2008,Treasury,DO,165.0,97.0,20.0,98,5,43,16,6,15,71,4,80,620.0
2008,Treasury,FinCEN,12.0,49.0,74.0,40,0,0,0,0,0,2,0,0,177.0
2008,Treasury,FMS,66.0,45.0,42.0,50,11,1,7,9,3,15,3,5,257.0
2008,Treasury,IRS,5331.0,2254.0,122.0,2300,167,152,0,0,5263,1,0,0,15590.0
2008,Treasury,MINT,39.0,16.0,5.0,25,5,0,3,1,12,0,0,0,106.0
2008,Treasury,OCC,2824.0,47.0,32.0,124,126,24,6,10,4,6,1,6,3210.0
2008,Treasury,OTS,462.0,186.0,35.0,25,4,59,0,3,1,6,5,14,800.0
2008,Treasury,TIGTA,18.0,117.0,11.0,19,2,2,3,0,54,17,3,0,246.0
2008,Treasury,TTB,30.0,29.0,18.0,20,3,5,1,2,7,1,4,0,120.0
2008,TVA,TVA,21.0,80.0,7.0,21,0,4,6,1,0,0,0,0,140.0
2008,U.S. CPSC,U.S. CPSC,2880.0,247.0,133.0,194,300,29,11,8,2,0,33,0,3837.0
2008,U.S. DOL,ADJ BDS,17.0,2.0,0.0,4,1,2,0,0,0,1,0,0,27.0
2008,U.S. DOL,ALJ,126.0,10.0,4.0,9,3,1,0,0,0,4,4,1,162.0
2008,U.S. DOL,ASP,0.0,2.0,0.0,1,0,1,4,0,0,0,0,0,8.0
2008,U.S. DOL,BLS,8.0,9.0,3.0,9,2,1,0,0,0,0,0,0,32.0
2008,U.S. DOL,CFO,7.0,0.0,0.0,4,0,0,0,0,0,0,0,1,12.0
2008,U.S. DOL,EBSA,1802.0,54.0,62.0,65,10,32,2,29,33,6,13,2,2110.0
2008,U.S. DOL,ESA,898.0,921.0,234.0,644,66,60,29,9,55,47,117,16,3096.0
2008,U.S. DOL,ETA,292.0,112.0,20.0,176,14,9,18,13,18,14,36,224,946.0
2008,U.S. DOL,ILAB,5.0,1.0,0.0,5,0,0,1,0,0,0,0,3,15.0
2008,U.S. DOL,JOB CORP,3.0,1.0,2.0,0,1,1,0,0,0,0,0,0,8.0
2008,U.S. DOL,MSHA,741.0,568.0,63.0,101,1,60,24,3,6,4,20,0,1591.0
2008,U.S. DOL,OASAM,47.0,75.0,3.0,34,28,26,6,6,10,8,0,0,243.0
2008,U.S. DOL,OCIA,7.0,0.0,0.0,0,0,0,0,0,0,0,0,0,7.0
2008,U.S. DOL,ODEP,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
2008,U.S. DOL,OIG,14.0,18.0,9.0,9,2,2,0,1,0,0,1,0,56.0
2008,U.S. DOL,OPA,0.0,0.0,0.0,7,0,0,0,0,0,0,0,0,7.0
2008,U.S. DOL,OSBP,7.0,0.0,2.0,0,0,0,0,0,0,0,0,0,9.0
2008,U.S. DOL,OSHA,687.0,5912.0,1640.0,2839,919,154,46,122,22,36,132,0,12509.0
2008,U.S. DOL,SOL,1.0,3.0,1.0,1,0,0,0,0,0,0,0,0,6.0
2008,U.S. DOL,VETS,39.0,58.0,5.0,2,2,0,0,0,0,0,1,0,107.0
2008,U.S. DOL,WB,5.0,4.0,0.0,4,1,0,0,4,0,0,1,0,19.0
2008,US RRB,OIG,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,3.0
2008,US RRB,RRB,48.0,2.0,15.0,11,0,0,1,1,0,1,0,0,79.0
2008,USAID,USAID,58.0,91.0,9.0,45,3,52,4,1,0,2,10,4,279.0
2008,USIBWC,USIBWC,11.0,6.0,0.0,7,0,0,0,0,0,0,0,0,24.0
2008,USITC,USITC,30.0,1.0,0.0,14,0,1,0,3,10,8,0,0,67.0
2008,USNRC,USNRC,132.0,86.0,14.0,53,0,23,12,1,0,3,3,33,360.0
2008,VA,A&MM (049),71.0,3.0,4.0,1,0,16,0,0,0,0,1,4,100.0
2008,VA,Admin (03),0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
2008,VA,BVA (01),6.0,6.0,0.0,0,3,1,0,0,0,4,0,0,20.0
2008,VA,OC&LA (009),0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
2008,VA,OCFM (00CFM),7.0,6.0,0.0,4,10,2,10,0,4,0,0,0,43.0
2008,VA,ODM&EEO (06),0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
2008,VA,GC (02),11.0,13.0,5.0,2,15,1,1,0,3,0,2,0,53.0
2008,VA,OHRM (05),5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5.0
2008,VA,IG (50),42.0,90.0,23.0,24,13,4,0,0,3,11,0,0,210.0
2008,VA,NCA (40),16.0,32.0,1.0,14,7,0,0,0,0,0,0,0,70.0
2008,VA,OASHRA (006),0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
2008,VA,OASP&IA (002),0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
2008,VA,ODASB (041),0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
2008,VA,ODASIA (075),0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
2008,VA,OF (047),6.0,1.0,0.0,1,5,0,0,1,1,0,0,0,15.0
2008,VA,OI&T (005),28.0,6.0,1.0,1,0,1,5,31,0,43,2,15,133.0
2008,VA,MGMT (004),0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1.0
2008,VA,ORM (08),1.0,0.0,2.0,0,0,0,0,0,0,0,0,0,3.0
2008,VA,OSDBU (00SB),0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
2008,VA,P&P (008),0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1.0
2008,VA,PA (80),0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
2008,VA,S&LE (07),0.0,3.0,0.0,5,0,0,0,0,0,0,0,0,8.0
2008,VA,SEC (00),7.0,2.0,0.0,0,0,0,0,0,0,0,0,0,9.0
2008,VA,VBA (20),17538.0,830.0,119.0,1084,2756,66,38,248,140,99,118,177,23213.0
2008,VA,VCS (785),0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
2008,VA,VHA (10),33863.0,2340.0,9202.0,11142,4544,1324,659,1221,4277,1052,4349,598,74571.0
2009,CEQ,CEQ,14.0,12.0,0.0,19,0,0,0,0,0,0,0,3,48.0
2009,CFTC,CFTC,62.0,30.0,22.0,49,0,19,0,0,0,16,0,2,200.0
2009,CIA,CIA,363.0,918.0,599.0,555,77,6,1,28,510,0,0,55,3112.0
2009,CNCS,CNCS (OGC),36.0,11.0,1.0,9,0,5,0,0,1,0,0,0,63.0
2009,CO,CO,8.0,1.0,0.0,1,0,3,8,2,0,9,0,0,32.0
2009,CPPBSD,CPPBSD,3.0,2.0,0.0,7,0,3,0,0,0,0,0,0,15.0
2009,CSB,CSB,2.0,8.0,15.0,14,0,6,0,0,0,0,1,0,46.0
2009,DHS,CBP,2555.0,9554.0,109.0,4938,182,80,182,10,2577,225,39,33,20484.0
2009,DHS,CRCL,0.0,2.0,0.0,4,1,0,0,0,0,0,0,0,7.0
2009,DHS,FEMA,145.0,102.0,11.0,87,34,181,4,3,73,1,0,0,641.0
2009,DHS,FLETC,30.0,27.0,6.0,18,4,37,1,10,1,0,1,0,135.0
2009,DHS,I&A,2.0,6.0,1.0,25,2,0,0,5,0,0,0,0,41.0
2009,DHS,ICE,388.0,3559.0,176.0,195,1766,26,26,26,219,17,41,297,6736.0
2009,DHS,MGMT,32.0,48.0,2.0,24,53,3,5,5,3,2,1,2,180.0
2009,DHS,NPPD,6.0,20.0,0.0,11,2,8,0,0,0,16,0,0,63.0
2009,DHS,OGC,0.0,2.0,2.0,3,0,1,0,1,0,0,0,0,9.0
2009,DHS,OIG,14.0,100.0,17.0,37,2,6,3,0,7,1,0,2,189.0
2009,DHS,OPS,9.0,4.0,0.0,16,2,0,0,0,1,0,0,0,32.0
2009,DHS,PLCY,4.0,7.0,2.0,3,0,0,0,0,0,0,0,0,16.0
2009,DHS,PRIV,41.0,83.0,8.0,40,566,9,2,127,53,22,14,27,992.0
2009,DHS,S&T,11.0,23.0,3.0,8,14,2,1,0,0,0,0,0,62.0
2009,DHS,TSA,134.0,271.0,62.0,161,39,56,33,20,137,30,9,31,983.0
2009,DHS,US-VISIT,6.0,6.0,2.0,10,0,1,0,0,1,1,0,0,27.0
2009,DHS,USCG,2400.0,864.0,1242.0,658,551,130,8,13,26,24,219,130,6265.0
2009,DHS,USCIS,12316.0,81981.0,137.0,3749,804,323,3,2,17260,1728,3717,93,122113.0
2009,DHS,USSS,49.0,269.0,25.0,347,24,88,1,1,127,90,7,4,1032.0
2009,DNFSB,OGC,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,3.0
2009,DNFSB,OGM,4.0,0.0,0.0,9,0,0,0,0,0,0,0,0,13.0
2009,DOC,BIS,17.0,14.0,4.0,11,1,3,39,2,0,0,0,0,91.0
2009,DOC,Census,15.0,32.0,33.0,42,19,17,37,1,11,0,0,22,229.0
2009,DOC,EDA,20.0,4.0,3.0,5,0,2,0,0,0,0,0,0,34.0
2009,DOC,ESA,2.0,1.0,0.0,7,0,0,2,0,0,0,0,0,12.0
2009,DOC,ITA,35.0,9.0,5.0,20,0,7,25,6,6,0,1,0,114.0
2009,DOC,MBDA,6.0,2.0,0.0,0,0,1,1,0,0,0,0,0,10.0
2009,DOC,NIST,30.0,12.0,7.0,12,3,8,20,4,0,58,0,3,157.0
2009,DOC,NOAA,492.0,74.0,14.0,35,3,21,51,2,2,0,9,5,708.0
2009,DOC,NTIA,25.0,6.0,2.0,8,0,4,0,0,0,0,0,0,45.0
2009,DOC,NTIS,11.0,0.0,0.0,6,1,0,0,0,0,2,0,1,21.0
2009,DOC,OIG,4.0,10.0,3.0,6,0,14,1,0,0,0,0,13,51.0
2009,DOC,OS,58.0,32.0,1.0,40,15,14,41,13,0,30,1,0,245.0
2009,DOC,PTO,69.0,59.0,13.0,54,2,6,62,6,101,2,1,0,375.0
2009,DoD,AF,2502.0,1389.0,215.0,945,1026,606,176,114,177,140,209,369,7868.0
2009,DoD,AFRICOM,1.0,0.0,0.0,6,5,2,0,0,6,0,0,2,22.0
2009,DoD,ARMY,12356.0,9199.0,761.0,2803,3619,899,337,425,970,350,539,312,32570.0
2009,DoD,ASBCA,8.0,5.0,0.0,2,0,0,0,0,0,0,0,0,15.0
2009,DoD,CENTCOM,15.0,42.0,3.0,17,31,3,0,1,2,4,7,15,140.0
2009,DoD,DCAA,18.0,8.0,5.0,21,6,0,2,3,0,19,1,0,83.0
2009,DoD,DCMA,50.0,37.0,3.0,44,2,67,14,4,12,9,1,32,275.0
2009,DoD,DeCA,66.0,22.0,1.0,8,0,12,0,0,0,9,0,0,118.0
2009,DoD,DFAS,116.0,71.0,8.0,14,21,7,1,3,5,0,0,0,246.0
2009,DoD,DIA,16.0,147.0,10.0,399,28,42,0,0,0,29,12,44,727.0
2009,DoD,DISA,85.0,49.0,8.0,58,53,24,25,3,3,2,5,2,317.0
2009,DoD,DLA,5224.0,245.0,6.0,46,99,91,60,23,19,9,37,14,5873.0
2009,DoD,DoDEA,9.0,26.0,2.0,13,1,6,7,1,1,1,0,0,67.0
2009,DoD,DoDIG,24.0,129.0,116.0,11,20,10,1,5,14,2,1,0,333.0
2009,DoD,DSS,43.0,6.0,3.0,4,0,0,0,2,3,0,0,0,61.0
2009,DoD,DTIC,45.0,3.0,0.0,23,78,2,0,0,0,0,0,10,161.0
2009,DoD,DTRA,24.0,79.0,2.0,45,15,22,12,0,5,3,6,8,221.0
2009,DoD,EUCOM,3.0,3.0,4.0,9,12,1,0,0,1,0,0,2,35.0
2009,DoD,JFCOM,0.0,0.0,4.0,1,3,1,0,1,1,0,2,0,13.0
2009,DoD,NAVY,5177.0,3713.0,389.0,904,1728,550,263,248,605,356,234,361,14528.0
2009,DoD,NGA,10.0,14.0,12.0,7,1,45,1,19,0,1,9,0,119.0
2009,DoD,NGB,1.0,3.0,0.0,8,2,0,0,2,1,0,0,1,18.0
2009,DoD,NORTHCOM,3.0,4.0,3.0,3,5,1,0,0,5,5,0,1,30.0
2009,DoD,NRO,34.0,78.0,8.0,50,0,3,3,9,22,14,5,1,227.0
2009,DoD,NSA,39.0,237.0,406.0,74,2,32,28,11,38,13,38,45,963.0
2009,DoD,OSD/JS,381.0,526.0,89.0,244,169,171,34,86,108,104,140,372,2424.0
2009,DoD,PACOM,13.0,34.0,6.0,7,43,2,0,3,0,1,0,0,109.0
2009,DoD,SOCOM,26.0,25.0,4.0,15,31,35,2,0,1,1,4,42,186.0
2009,DoD,SOUTHCOM,2.0,83.0,23.0,37,6,0,0,0,1,0,0,0,152.0
2009,DoD,STRATCOM,6.0,7.0,8.0,12,3,1,0,0,1,1,0,1,40.0
2009,DoD,TRANSCOM,16.0,65.0,0.0,4,2,4,0,0,0,10,0,7,108.0
2009,DoD,TRICARE,17.0,24.0,8.0,20,7,4,3,1,0,0,0,0,84.0
2009,DOE,BPA,33.0,18.0,0.0,1,1,1,0,0,0,0,0,0,54.0
2009,DOE,CBFO,2.0,3.0,0.0,2,0,2,0,0,0,0,0,0,9.0
2009,DOE,CH,16.0,1.0,1.0,13,1,9,4,2,0,0,0,1,48.0
2009,DOE,EMCBC,10.0,6.0,1.0,3,5,5,4,2,1,3,0,0,40.0
2009,DOE,GFO,8.0,17.0,6.0,13,7,3,0,2,0,2,4,0,62.0
2009,DOE,HQ,155.0,102.0,7.0,83,265,45,0,0,0,0,1,0,658.0
2009,DOE,ID,22.0,4.0,1.0,8,2,3,1,0,0,0,0,0,41.0
2009,DOE,NETL,29.0,13.0,5.0,10,3,0,0,0,0,0,0,1,61.0
2009,DOE,NNSA/AL,146.0,58.0,5.0,62,10,19,3,2,6,4,5,0,320.0
2009,DOE,NR,9.0,3.0,0.0,2,1,0,1,0,0,0,0,0,16.0
2009,DOE,ORO,170.0,11.0,0.0,30,5,11,0,4,11,1,3,0,246.0
2009,DOE,OSTI,2.0,0.0,0.0,1,2,0,0,1,0,0,0,0,6.0
2009,DOE,PNSO,13.0,1.0,0.0,3,2,0,0,0,0,0,0,0,19.0
2009,DOE,RL,30.0,18.0,0.0,10,2,7,3,1,0,0,0,0,71.0
2009,DOE,SEPA,5.0,0.0,1.0,2,0,0,0,0,0,0,0,0,8.0
2009,DOE,SPR,4.0,2.0,0.0,0,0,0,0,0,0,0,0,0,6.0
2009,DOE,SROO,16.0,13.0,0.0,9,8,0,0,0,0,2,0,0,48.0
2009,DOE,SWPA,4.0,3.0,0.0,0,0,0,0,0,0,0,0,0,7.0
2009,DOE,WAPA,10.0,16.0,0.0,1,0,3,0,0,1,0,0,1,32.0
2009,DOI,BIA,495.0,249.0,18.0,91,3,31,24,29,9,5,20,30,1004.0
2009,DOI,BLM,408.0,264.0,15.0,116,27,34,14,5,21,6,7,5,922.0
2009,DOI,BOR,124.0,21.0,8.0,10,8,8,3,1,4,0,4,7,198.0
2009,DOI,FWS,804.0,122.0,17.0,85,18,16,1,0,2,0,1,94,1160.0
2009,DOI,MMS,134.0,33.0,3.0,21,2,8,0,2,4,4,4,3,218.0
2009,DOI,NPS,559.0,163.0,26.0,37,6,13,10,13,1,2,7,22,859.0
2009,DOI,OIG,3.0,33.0,8.0,6,0,28,0,0,0,1,0,0,79.0
2009,DOI,OS,130.0,47.0,5.0,59,86,10,16,23,7,6,2,0,391.0
2009,DOI,OSM,26.0,2.0,0.0,4,0,1,2,0,0,0,0,0,35.0
2009,DOI,SOL,23.0,10.0,2.0,22,1,4,0,7,0,0,6,0,75.0
2009,DOI,USGS,60.0,30.0,7.0,21,0,6,8,3,0,4,8,0,147.0
2009,DOJ,Office of the AG,31.0,22.0,6.0,92,8,10,0,0,17,2,5,44,237.0
2009,DOJ,Office of the DAG,10.0,13.0,5.0,41,6,5,0,0,9,1,1,7,98.0
2009,DOJ,Office of the Assoc. AG,1.0,2.0,0.0,29,2,3,0,0,4,0,0,4,45.0
2009,DOJ,Antitrust,8.0,17.0,18.0,30,0,13,6,0,0,0,0,1,93.0
2009,DOJ,ATF,241.0,441.0,190.0,174,12,1,54,23,239,8,39,6,1428.0
2009,DOJ,BOP,8975.0,1546.0,191.0,844,19,705,457,918,355,862,469,0,15341.0
2009,DOJ,Civil,96.0,29.0,11.0,94,6,15,6,4,20,9,10,0,300.0
2009,DOJ,Civil Rights,156.0,131.0,19.0,47,52,7,8,0,11,2,1,8,442.0
2009,DOJ,COPS,36.0,5.0,0.0,22,0,2,0,0,0,0,1,0,66.0
2009,DOJ,Criminal,92.0,158.0,69.0,378,53,26,0,170,61,41,13,0,1061.0
2009,DOJ,CRS,0.0,0.0,2.0,5,0,0,0,0,0,0,0,0,7.0
2009,DOJ,DEA,54.0,576.0,69.0,342,15,29,114,228,233,0,23,101,1784.0
2009,DOJ,ENRD,6.0,28.0,4.0,32,1,3,1,0,0,1,0,0,76.0
2009,DOJ,EOIR,10325.0,126.0,45.0,2118,227,13,246,947,25,0,187,0,14259.0
2009,DOJ,EOUSA,413.0,718.0,622.0,654,310,94,149,353,242,358,45,651,4609.0
2009,DOJ,EOUST,11.0,16.0,2.0,22,0,3,9,17,2,0,1,0,83.0
2009,DOJ,FBI,136.0,2406.0,241.0,7488,0,169,535,3402,13,0,805,0,15195.0
2009,DOJ,FCSC,0.0,14.0,1.0,10,0,0,0,0,0,0,0,0,25.0
2009,DOJ,JMD,54.0,12.0,2.0,18,11,8,45,6,8,5,6,292,467.0
2009,DOJ,NDIC,12.0,18.0,0.0,49,6,0,0,2,0,0,0,0,87.0
2009,DOJ,NSD,21.0,15.0,25.0,49,1,4,1,5,0,21,0,16,158.0
2009,DOJ,ODR,0.0,0.0,0.0,5,0,0,0,0,0,0,2,0,7.0
2009,DOJ,OFDT,13.0,18.0,1.0,1,12,1,1,2,4,16,2,0,71.0
2009,DOJ,OIG,29.0,80.0,14.0,85,6,1,1,2,3,1,0,0,222.0
2009,DOJ,OIP,34.0,10.0,1.0,46,18,12,1,0,63,4,2,201,392.0
2009,DOJ,OIPL,1.0,3.0,0.0,14,0,0,0,0,0,0,0,0,18.0
2009,DOJ,OJP,108.0,118.0,10.0,99,14,22,0,0,0,0,0,0,371.0
2009,DOJ,OLA,11.0,12.0,3.0,16,1,5,1,0,4,0,1,9,63.0
2009,DOJ,OLC,14.0,18.0,5.0,6,0,9,0,0,0,0,0,0,52.0
2009,DOJ,OLP,7.0,28.0,2.0,33,1,1,0,0,6,6,0,6,90.0
2009,DOJ,OPR,15.0,27.0,22.0,29,3,1,0,0,0,2,8,6,113.0
2009,DOJ,OSG,30.0,19.0,35.0,42,10,0,0,15,9,0,0,0,160.0
2009,DOJ,OVW,9.0,27.0,0.0,4,4,0,0,0,0,0,0,0,44.0
2009,DOJ,Pardon Attorney,33.0,46.0,4.0,15,1,3,1,1,0,0,0,0,104.0
2009,DOJ,Public Affairs,5.0,9.0,0.0,25,0,0,0,0,3,0,0,3,45.0
2009,DOJ,PRAO,1.0,2.0,1.0,8,1,0,0,1,0,2,0,0,16.0
2009,DOJ,TAX,13.0,7.0,5.0,59,5,0,0,2,33,2,0,7,133.0
2009,DOJ,USMS,374.0,550.0,102.0,246,26,6,10,10,123,19,6,18,1490.0
2009,DOJ,USNCB,7.0,32.0,16.0,80,4,4,0,1,7,4,3,19,177.0
2009,DOJ,USPC,411.0,40.0,2.0,141,8,56,14,0,113,0,2,1,788.0
2009,DOT,FAA,2867.0,1418.0,105.0,1192,21,491,124,12,41,23,0,0,6294.0
2009,DOT,FHWA,227.0,51.0,5.0,83,2,11,4,0,0,0,3,45,431.0
2009,DOT,FMCSA,219.0,530.0,12.0,96,0,58,8,8,1,13,29,0,974.0
2009,DOT,FRA,163.0,64.0,2.0,80,0,40,1,0,0,0,1,0,351.0
2009,DOT,FTA,82.0,76.0,11.0,47,0,1,0,0,0,0,1,1,219.0
2009,DOT,MARAD,35.0,11.0,0.0,16,0,5,0,0,1,0,1,10,79.0
2009,DOT,NHTSA,120.0,52.0,20.0,30,1,9,19,3,4,8,0,10,276.0
2009,DOT,OIG,18.0,60.0,13.0,32,1,4,0,0,1,1,4,5,139.0
2009,DOT,OST,95.0,66.0,8.0,60,0,28,3,0,0,4,0,70,334.0
2009,DOT,PHMSA,59.0,19.0,3.0,20,1,18,8,0,0,0,0,4,132.0
2009,DOT,RITA,21.0,6.0,4.0,8,0,2,0,0,0,0,0,7,48.0
2009,DOT,SLSDC,3.0,1.0,0.0,1,0,0,0,0,0,0,0,0,5.0
2009,ED,FSA,162.0,51.0,4.0,27,2,22,12,16,35,6,10,0,347.0
2009,ED,IES,4.0,27.0,1.0,1,1,0,2,0,0,1,0,0,37.0
2009,ED,IES-NAGB,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
2009,ED,OCFO,4.0,0.0,0.0,2,0,0,0,0,0,1,0,0,7.0
2009,ED,OCFO-CAM,23.0,36.0,0.0,8,0,2,1,0,0,0,0,0,70.0
2009,ED,OCFO-FSS,4.0,1.0,0.0,1,0,0,0,0,0,0,0,0,6.0
2009,ED,OCIO,1.0,2.0,0.0,1,0,0,0,0,0,0,0,0,4.0
2009,ED,OCO,1.0,0.0,1.0,2,0,0,0,0,0,0,0,0,4.0
2009,ED,OCR,14.0,41.0,1.0,5,0,6,2,0,4,2,3,0,78.0
2009,ED,OCR-Atlanta,23.0,31.0,16.0,2,0,5,2,1,2,0,1,0,83.0
2009,ED,OCR-Boston,32.0,89.0,3.0,3,0,3,0,0,0,0,0,0,130.0
2009,ED,OCR-Chicago,58.0,16.0,3.0,2,0,6,0,0,0,0,1,0,86.0
2009,ED,OCR-Cleveland,12.0,6.0,2.0,1,0,6,0,1,0,0,0,0,28.0
2009,ED,OCR-Dallas,32.0,55.0,5.0,3,0,6,0,0,0,3,0,0,104.0
2009,ED,OCR-Denver,12.0,30.0,4.0,3,0,2,0,0,2,0,0,0,53.0
2009,ED,OCR-Kansas City,20.0,5.0,5.0,1,0,4,0,0,1,0,0,0,36.0
2009,ED,OCR-Metro,28.0,36.0,1.0,4,0,4,0,0,0,0,0,0,73.0
2009,ED,OCR-New York,82.0,36.0,7.0,4,0,8,3,0,3,2,6,0,151.0
2009,ED,OCR-Philadelphia,14.0,39.0,5.0,1,0,5,0,0,0,0,3,0,67.0
2009,ED,OCR-San Francisco,11.0,30.0,1.0,4,0,1,0,0,0,0,0,0,47.0
2009,ED,OCR-Seattle,19.0,47.0,0.0,4,2,1,0,1,0,0,0,0,74.0
2009,ED,OELA,1.0,9.0,2.0,0,0,0,0,0,0,0,0,0,12.0
2009,ED,OESE,15.0,60.0,0.0,3,0,4,1,0,0,2,0,0,85.0
2009,ED,OGC,5.0,6.0,0.0,1,0,2,2,0,1,1,0,0,18.0
2009,ED,OIG,1.0,12.0,6.0,4,0,2,1,0,0,0,0,0,26.0
2009,ED,OII,6.0,20.0,0.0,1,2,6,0,0,0,0,0,0,35.0
2009,ED,OLCA,3.0,1.0,0.0,2,0,0,0,0,0,0,0,0,6.0
2009,ED,OM,15.0,9.0,1.0,2,2,0,1,0,1,2,0,0,33.0
2009,ED,OM-RIMS,45.0,41.0,0.0,27,5,7,29,12,68,21,0,0,255.0
2009,ED,OPE,24.0,40.0,2.0,10,0,5,2,0,2,0,0,0,85.0
2009,ED,OPEPD,8.0,14.0,1.0,5,0,2,0,0,0,0,0,0,30.0
2009,ED,OS,7.0,1.0,0.0,4,0,2,0,0,0,0,1,0,15.0
2009,ED,OSDFS,7.0,37.0,1.0,4,3,22,4,0,0,0,0,0,78.0
2009,ED,OSERS,21.0,28.0,0.0,5,0,4,0,0,0,0,0,0,58.0
2009,ED,OUS,3.0,0.0,0.0,1,0,0,0,0,0,0,0,0,4.0
2009,ED,OVAE,3.0,3.0,0.0,1,0,0,0,0,0,0,0,0,7.0
2009,EPA,HQ,1213.0,308.0,40.0,179,57,198,13,3,9,3,40,3,2066.0
2009,EPA,Region 1,140.0,5.0,1.0,86,11,15,1,1,0,0,0,2,262.0
2009,EPA,Region 2,267.0,10.0,0.0,1455,43,54,1,41,0,4,9,0,1884.0
2009,EPA,Region 3,190.0,11.0,5.0,962,25,74,2,1,1,0,9,0,1280.0
2009,EPA,Region 4,399.0,82.0,8.0,201,9,65,5,2,0,0,5,0,776.0
2009,EPA,Region 5,632.0,57.0,2.0,844,2,38,7,7,0,1,9,0,1599.0
2009,EPA,Region 6,177.0,10.0,1.0,358,28,39,2,0,0,2,2,2,621.0
2009,EPA,Region 7,361.0,17.0,1.0,110,5,24,0,1,0,0,3,0,522.0
2009,EPA,Region 8,196.0,14.0,5.0,83,0,33,1,0,3,0,5,1,341.0
2009,EPA,Region 9,285.0,35.0,6.0,186,27,24,5,11,1,0,15,0,595.0
2009,EPA,Region 10,234.0,58.0,2.0,97,2,60,5,0,0,0,0,0,458.0
2009,Ex-Im Bank,AGENCY,35.0,38.0,0.0,11,0,4,0,0,0,0,0,0,88.0
2009,FCA,FCA,16.0,2.0,3.0,4,2,2,1,0,2,0,0,0,32.0
2009,FCC,FCC,207.0,127.0,21.0,94,1,74,47,74,2,11,1,0,659.0
2009,FCSIC,FCSIC,1.0,0.0,0.0,2,0,0,0,0,0,0,0,0,3.0
2009,FDIC,FDIC,1507.0,153.0,95.0,130,1,78,23,45,0,4,7,2,2045.0
2009,FEC,FEC,10.0,28.0,2.0,17,3,7,0,0,0,0,0,0,67.0
2009,FERC,FERC,23.0,27.0,29.0,18,2,11,2,0,0,0,0,0,112.0
2009,FFIEC,FFIEC,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,2.0
2009,FHFA,FHFA,15.0,16.0,25.0,39,1,18,0,0,0,1,0,1,116.0
2009,FLRA,FSIP,6.0,0.0,0.0,9,0,0,0,0,0,0,0,0,15.0
2009,FLRA,Authority,20.0,8.0,0.0,6,5,1,0,0,0,0,0,7,47.0
2009,FLRA,IG,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0,3.0
2009,FLRA,OGC,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,2.0
2009,FLRA,ATRO,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3.0
2009,FLRA,BORO,2.0,4.0,1.0,0,0,0,0,0,0,0,0,0,7.0
2009,FLRA,CHRO,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.0
2009,FLRA,DARO,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.0
2009,FLRA,DERO,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,2.0
2009,FLRA,SFRO,3.0,0.0,2.0,0,2,0,0,0,0,0,0,0,7.0
2009,FLRA,WARO,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.0
2009,FMC,FMC,5.0,4.0,0.0,6,2,2,0,0,7,0,0,0,26.0
2009,FMCS,FMCS,83.0,5.0,0.0,33,0,0,5,0,0,7,0,0,133.0
2009,FMSHRC,FMSHRC,41.0,0.0,0.0,5,1,0,0,0,0,0,0,0,47.0
2009,FOMC,FOMC,7.0,0.0,2.0,2,23,0,0,0,4,0,0,0,38.0
2009,FRB,FRB,496.0,100.0,48.0,77,40,79,0,3,0,0,5,0,848.0
2009,FTC,FTC,720.0,423.0,17.0,212,1,42,13,8,6,7,7,11,1467.0
